chemical,map
CID-9824100,92448
CID-11562138,92449
CID-18219863,92450
CID-11535262,92451
CID-637437,92452
CID-125889,92453
CID-14838,92454
CID-91604675,92455
CID-70685686,92456
CID-11816502,92457
CID-91062969,92458
CID-636913,92459
CID-45485960,92460
CID-44211605,92461
CID-71523527,92462
CID-24751,92463
CID-11355479,92464
CID-124511,92465
CID-11990802,92466
CID-54346637,92467
CID-90824118,92468
CID-44569485,92469
CID-57370475,92470
CID-362778,92471
CID-12111405,92472
CID-9909236,92473
CID-2388,92474
CID-56595034,92475
CID-12099882,92476
CID-11698924,92477
CID-443483,92478
CID-25110765,92479
CID-10240897,92480
CID-61239,92481
CID-16632,92482
CID-117737,92483
CID-44455073,92484
CID-9960512,92485
CID-2794723,92486
CID-10719515,92487
CID-3363251,92488
CID-11651306,92489
CID-72376130,92490
CID-7756,92491
CID-72227,92492
CID-37716,92493
CID-91281062,92494
CID-25105144,92495
CID-186616,92496
CID-10251798,92497
CID-10455044,92498
CID-6453095,92499
CID-13502090,92500
CID-11678481,92501
CID-10005890,92502
CID-5312321,92503
CID-2809,92504
CID-53262900,92505
CID-23647886,92506
CID-154037,92507
CID-86819,92508
CID-460887,92509
CID-9947,92510
CID-4293994,92511
CID-3608067,92512
CID-90644296,92513
CID-91134,92514
CID-6401017,92515
CID-16301,92516
CID-53320713,92517
CID-15704263,92518
CID-25089498,92519
CID-44626539,92520
CID-2734385,92521
CID-101761,92522
CID-16737209,92523
CID-71451233,92524
CID-6439604,92525
CID-59227401,92526
CID-13933880,92527
CID-44276611,92528
CID-130757,92529
CID-442771,92530
CID-150572,92531
CID-107211,92532
CID-16735862,92533
CID-74780,92534
CID-9803248,92535
CID-5315202,92536
CID-3035031,92537
CID-14237658,92538
CID-10877595,92539
CID-134326,92540
CID-45107721,92541
CID-73357167,92542
CID-89499050,92543
CID-259845,92544
CID-44547318,92545
CID-10456892,92546
CID-313287,92547
CID-24753619,92548
CID-91394879,92549
CID-21630873,92550
CID-9814447,92551
CID-241951,92552
CID-10342129,92553
CID-12528,92554
CID-10214455,92555
CID-91558355,92556
CID-170149,92557
CID-21270128,92558
CID-19734967,92559
CID-10005,92560
CID-11138101,92561
CID-18601510,92562
CID-71329256,92563
CID-10280852,92564
CID-24764449,92565
CID-46785017,92566
CID-73669628,92567
CID-18424405,92568
CID-10529249,92569
CID-22357086,92570
CID-9821754,92571
CID-9862335,92572
CID-28302,92573
CID-205986,92574
CID-23166584,92575
CID-91015915,92576
CID-10570,92577
CID-2690,92578
CID-20743716,92579
CID-640624,92580
CID-22255701,92581
CID-90654909,92582
CID-3051968,92583
CID-12295218,92584
CID-12702676,92585
CID-12226703,92586
CID-76326158,92587
CID-5359722,92588
CID-13977925,92589
CID-90805788,92590
CID-7009607,92591
CID-9889086,92592
CID-16116563,92593
CID-44298496,92594
CID-54757184,92595
CID-11532242,92596
CID-53809733,92597
CID-3375153,92598
CID-3516970,92599
CID-25187674,92600
CID-131224,92601
CID-20031656,92602
CID-56947354,92603
CID-44590680,92604
CID-44591249,92605
CID-73292871,92606
CID-77785,92607
CID-25107852,92608
CID-91688,92609
CID-12354334,92610
CID-44249745,92611
CID-132022,92612
CID-95067,92613
CID-634360,92614
CID-11542308,92615
CID-68269765,92616
CID-161295,92617
CID-159813,92618
CID-57397278,92619
CID-44420232,92620
CID-226310,92621
CID-53948429,92622
CID-54582628,92623
CID-447186,92624
CID-48,92625
CID-10867458,92626
CID-3085267,92627
CID-12048,92628
CID-632854,92629
CID-46841079,92630
CID-67458671,92631
CID-16131294,92632
CID-73010397,92633
CID-66553076,92634
CID-1011512,92635
CID-12117838,92636
CID-5393156,92637
CID-45485910,92638
CID-91247231,92639
CID-14572930,92640
CID-66575068,92641
CID-18942048,92642
CID-495453,92643
CID-446492,92644
CID-25105311,92645
CID-12333594,92646
CID-460367,92647
CID-10873978,92648
CID-10055157,92649
CID-129132,92650
CID-5492868,92651
CID-45486442,92652
CID-16065021,92653
CID-168364,92654
CID-91325285,92655
CID-54580565,92656
CID-68703,92657
CID-97370,92658
CID-3017846,92659
CID-44588924,92660
CID-14086997,92661
CID-153395,92662
CID-80591,92663
CID-76310146,92664
CID-11954037,92665
CID-11538489,92666
CID-20622221,92667
CID-25179279,92668
CID-3036005,92669
CID-21890648,92670
CID-44610162,92671
CID-10202765,92672
CID-13494569,92673
CID-123281,92674
CID-11374351,92675
CID-9812769,92676
CID-10063027,92677
CID-20696004,92678
CID-11062553,92679
CID-72450,92680
CID-16132311,92681
CID-44283175,92682
CID-45486100,92683
CID-24768971,92684
CID-10134769,92685
CID-56648035,92686
CID-395013,92687
CID-14836429,92688
CID-7019984,92689
CID-11622248,92690
CID-10411684,92691
CID-11438305,92692
CID-10625101,92693
CID-3082541,92694
CID-3037274,92695
CID-13908812,92696
CID-66548115,92697
CID-10454774,92698
CID-191734,92699
CID-46914328,92700
CID-6612027,92701
CID-6329278,92702
CID-257491,92703
CID-13858160,92704
CID-516198,92705
CID-2691,92706
CID-135047,92707
CID-127148,92708
CID-68020,92709
CID-442627,92710
CID-76335956,92711
CID-195763,92712
CID-151085,92713
CID-137906,92714
CID-3428975,92715
CID-6449994,92716
CID-8082,92717
CID-522516,92718
CID-90737648,92719
CID-309259,92720
CID-24740419,92721
CID-198178,92722
CID-44360675,92723
CID-160047,92724
CID-72376504,92725
CID-11119970,92726
CID-67202164,92727
CID-440608,92728
CID-23505481,92729
CID-4640881,92730
CID-3978635,92731
CID-315225,92732
CID-59168758,92733
CID-2747581,92734
CID-101398,92735
CID-71562836,92736
CID-132380,92737
CID-193432,92738
CID-145935,92739
CID-151166,92740
CID-24772484,92741
CID-11015826,92742
CID-92928,92743
CID-71710912,92744
CID-7213328,92745
CID-3181,92746
CID-160737,92747
CID-44554617,92748
CID-68777946,92749
CID-11539128,92750
CID-193987,92751
CID-21196877,92752
CID-53317958,92753
CID-91329712,92754
CID-11615352,92755
CID-44237164,92756
CID-181450,92757
CID-122022,92758
CID-5321124,92759
CID-9825028,92760
CID-25017608,92761
CID-5316124,92762
CID-499954,92763
CID-8289,92764
CID-24179371,92765
CID-108151,92766
CID-46934427,92767
CID-308931,92768
CID-24952577,92769
CID-10389173,92770
CID-521749,92771
CID-529448,92772
CID-465551,92773
CID-91482539,92774
CID-628591,92775
CID-25202628,92776
CID-69181746,92777
CID-44754778,92778
CID-54132077,92779
CID-10127622,92780
CID-11358942,92781
CID-439534,92782
CID-4635864,92783
CID-60170689,92784
CID-13344605,92785
CID-44311662,92786
CID-11386190,92787
CID-11125147,92788
CID-9944783,92789
CID-138062,92790
CID-191250,92791
CID-195654,92792
CID-2197902,92793
CID-39562,92794
CID-21508,92795
CID-44320689,92796
CID-91422999,92797
CID-16153986,92798
CID-444980,92799
CID-15955457,92800
CID-125236,92801
CID-15640625,92802
CID-44280373,92803
CID-57340338,92804
CID-405,92805
CID-20691033,92806
CID-3035544,92807
CID-20686732,92808
CID-123174,92809
CID-10289494,92810
CID-9798973,92811
CID-5460887,92812
CID-44446969,92813
CID-97581,92814
CID-11147676,92815
CID-44327580,92816
CID-44349601,92817
CID-11988953,92818
CID-702135,92819
CID-91244508,92820
CID-57095584,92821
CID-14146239,92822
CID-43683,92823
CID-9862945,92824
CID-44451330,92825
CID-54153355,92826
CID-66552711,92827
CID-437036,92828
CID-44412381,92829
CID-57391344,92830
CID-10885937,92831
CID-6443674,92832
CID-90749337,92833
CID-33792,92834
CID-11631634,92835
CID-72924,92836
CID-44148071,92837
CID-10360860,92838
CID-44568096,92839
CID-68834663,92840
CID-75755,92841
CID-20231590,92842
CID-594460,92843
CID-99114,92844
CID-298720,92845
CID-16118256,92846
CID-260708,92847
CID-11957,92848
CID-66020,92849
CID-54540747,92850
CID-2168,92851
CID-399488,92852
CID-135189,92853
CID-15060045,92854
CID-5319342,92855
CID-54061,92856
CID-46830289,92857
CID-44456498,92858
CID-159621,92859
CID-44455988,92860
CID-44411555,92861
CID-44123786,92862
CID-22028772,92863
CID-11476004,92864
CID-90810826,92865
CID-6420388,92866
CID-164909,92867
CID-9915831,92868
CID-71602590,92869
CID-11775489,92870
CID-24314,92871
CID-57037714,92872
CID-10876251,92873
CID-13287581,92874
CID-29108,92875
CID-56675823,92876
CID-44404556,92877
CID-6398363,92878
CID-322448,92879
CID-44331169,92880
CID-16130931,92881
CID-2761173,92882
CID-90971636,92883
CID-73293715,92884
CID-53473137,92885
CID-65675,92886
CID-56684144,92887
CID-139852,92888
CID-92174,92889
CID-23623779,92890
CID-33,92891
CID-71455440,92892
CID-44576660,92893
CID-65262,92894
CID-91407168,92895
CID-473314,92896
CID-10459108,92897
CID-9810701,92898
CID-25098429,92899
CID-54580885,92900
CID-23282198,92901
CID-9988230,92902
CID-5359000,92903
CID-854040,92904
CID-25114493,92905
CID-9812257,92906
CID-71583725,92907
CID-7340,92908
CID-56955912,92909
CID-87092324,92910
CID-17980299,92911
CID-44454915,92912
CID-71450591,92913
CID-45791266,92914
CID-23243182,92915
CID-53950611,92916
CID-150306,92917
CID-93367,92918
CID-126373,92919
CID-11179683,92920
CID-90656037,92921
CID-16755955,92922
CID-25065,92923
CID-24860452,92924
CID-6484138,92925
CID-9942134,92926
CID-46880419,92927
CID-44447661,92928
CID-121110,92929
CID-18354,92930
CID-76314535,92931
CID-56683552,92932
CID-91048762,92933
CID-69556,92934
CID-10654891,92935
CID-52951333,92936
CID-11009177,92937
CID-126294,92938
CID-4135863,92939
CID-7627,92940
CID-70873,92941
CID-3083424,92942
CID-9932717,92943
CID-530326,92944
CID-60203891,92945
CID-44139927,92946
CID-46893228,92947
CID-9820433,92948
CID-16747712,92949
CID-130131,92950
CID-23110325,92951
CID-10469317,92952
CID-375459,92953
CID-22563,92954
CID-6439253,92955
CID-90716916,92956
CID-11636293,92957
CID-11560697,92958
CID-58966106,92959
CID-91157829,92960
CID-74233,92961
CID-15411619,92962
CID-54385564,92963
CID-589331,92964
CID-115057,92965
CID-10600291,92966
CID-57409548,92967
CID-10896986,92968
CID-216467,92969
CID-71681189,92970
CID-28332,92971
CID-529865,92972
CID-45789889,92973
CID-216321,92974
CID-54583350,92975
CID-53686109,92976
CID-182582,92977
CID-71652857,92978
CID-10218341,92979
CID-56950653,92980
CID-40821,92981
CID-194159,92982
CID-162450,92983
CID-196840,92984
CID-11627122,92985
CID-9897471,92986
CID-67124140,92987
CID-10125531,92988
CID-11202474,92989
CID-10015731,92990
CID-50909811,92991
CID-44286994,92992
CID-24861261,92993
CID-22028481,92994
CID-25694,92995
CID-8768,92996
CID-25015692,92997
CID-191669,92998
CID-67317,92999
CID-1848,93000
CID-57420089,93001
CID-13434407,93002
CID-4454,93003
CID-54764847,93004
CID-11281576,93005
CID-10467367,93006
CID-10101606,93007
CID-25149711,93008
CID-71456468,93009
CID-68163,93010
CID-127879,93011
CID-53713892,93012
CID-19705311,93013
CID-26156,93014
CID-11466196,93015
CID-71654873,93016
CID-5283418,93017
CID-19840055,93018
CID-50901638,93019
CID-9983062,93020
CID-54245585,93021
CID-16202704,93022
CID-46231077,93023
CID-57397018,93024
CID-22837617,93025
CID-2783399,93026
CID-71459108,93027
CID-3365,93028
CID-16050453,93029
CID-9793841,93030
CID-16115900,93031
CID-168354,93032
CID-91495374,93033
CID-471007,93034
CID-97903,93035
CID-10886132,93036
CID-162619,93037
CID-11510623,93038
CID-44597640,93039
CID-11968762,93040
CID-91468096,93041
CID-72164043,93042
CID-78054,93043
CID-44565870,93044
CID-57297876,93045
CID-818823,93046
CID-22381,93047
CID-44155541,93048
CID-9939928,93049
CID-4705,93050
CID-5274014,93051
CID-448408,93052
CID-79686,93053
CID-101109,93054
CID-16725794,93055
CID-44373766,93056
CID-19019262,93057
CID-131320,93058
CID-52946871,93059
CID-44143605,93060
CID-2776163,93061
CID-3767,93062
CID-44418408,93063
CID-46919612,93064
CID-22373960,93065
CID-244167,93066
CID-46832231,93067
CID-10475866,93068
CID-18930397,93069
CID-10203336,93070
CID-10073139,93071
CID-19499,93072
CID-9811663,93073
CID-347475,93074
CID-10358719,93075
CID-53364408,93076
CID-10092041,93077
CID-91234622,93078
CID-16398,93079
CID-25204,93080
CID-21031,93081
CID-54581707,93082
CID-1625,93083
CID-44414020,93084
CID-191615,93085
CID-6959,93086
CID-56951311,93087
CID-6978,93088
CID-11557344,93089
CID-57392712,93090
CID-25195124,93091
CID-18767770,93092
CID-77577,93093
CID-19605766,93094
CID-5485205,93095
CID-44443033,93096
CID-10121152,93097
CID-44454624,93098
CID-66575093,93099
CID-192801,93100
CID-66548293,93101
CID-7276,93102
CID-53898275,93103
CID-247655,93104
CID-65636,93105
CID-462367,93106
CID-25007061,93107
CID-9821458,93108
CID-125291,93109
CID-63050,93110
CID-10873,93111
CID-11027,93112
CID-129318,93113
CID-92777,93114
CID-49857571,93115
CID-57402454,93116
CID-385443,93117
CID-2734860,93118
CID-13294594,93119
CID-1028,93120
CID-634259,93121
CID-20755069,93122
CID-46226791,93123
CID-74563,93124
CID-20067040,93125
CID-5321389,93126
CID-10336462,93127
CID-46853654,93128
CID-16752684,93129
CID-32860,93130
CID-11689049,93131
CID-19068320,93132
CID-444841,93133
CID-57401062,93134
CID-72204004,93135
CID-11204184,93136
CID-53346509,93137
CID-55784,93138
CID-9816547,93139
CID-70431,93140
CID-9886609,93141
CID-4369468,93142
CID-107720,93143
CID-90691965,93144
CID-71457207,93145
CID-5315303,93146
CID-11966237,93147
CID-82546,93148
CID-12596739,93149
CID-44593521,93150
CID-10943686,93151
CID-91747434,93152
CID-455061,93153
CID-170423,93154
CID-25131198,93155
CID-44581202,93156
CID-193705,93157
CID-5317385,93158
CID-25913,93159
CID-32806,93160
CID-807,93161
CID-42607325,93162
CID-10127475,93163
CID-10023637,93164
CID-10421072,93165
CID-42633520,93166
CID-71360367,93167
CID-46703062,93168
CID-3015210,93169
CID-1571306,93170
CID-11963948,93171
CID-72197669,93172
CID-11218314,93173
CID-396583,93174
CID-256039,93175
CID-2724892,93176
CID-44406483,93177
CID-23618431,93178
CID-71315210,93179
CID-17775868,93180
CID-57399952,93181
CID-3330245,93182
CID-114676,93183
CID-10629395,93184
CID-53297388,93185
CID-10429386,93186
CID-51574,93187
CID-11796362,93188
CID-130042,93189
CID-100101,93190
CID-10497308,93191
CID-9411,93192
CID-71516803,93193
CID-11476137,93194
CID-11214499,93195
CID-13407,93196
CID-73212367,93197
CID-72710733,93198
CID-19063515,93199
CID-20111961,93200
CID-189766,93201
CID-23625762,93202
CID-13565,93203
CID-18354360,93204
CID-44559556,93205
CID-87450192,93206
CID-192909,93207
CID-21503285,93208
CID-11646648,93209
CID-189740,93210
CID-19362553,93211
CID-59342697,93212
CID-91353578,93213
CID-25131105,93214
CID-68695114,93215
CID-25168854,93216
CID-46890956,93217
CID-46928474,93218
CID-10627021,93219
CID-16079989,93220
CID-56669514,93221
CID-446904,93222
CID-49798112,93223
CID-9793826,93224
CID-11509958,93225
CID-10807326,93226
CID-163858,93227
CID-59225375,93228
CID-44593646,93229
CID-5289585,93230
CID-6440623,93231
CID-11158071,93232
CID-90860940,93233
CID-16089,93234
CID-3108,93235
CID-440753,93236
CID-71459474,93237
CID-91159443,93238
CID-23647995,93239
CID-2783180,93240
CID-45086653,93241
CID-147856,93242
CID-600224,93243
CID-44303224,93244
CID-199154,93245
CID-44392243,93246
CID-73427347,93247
CID-154046,93248
CID-530433,93249
CID-11365433,93250
CID-5403,93251
CID-25191618,93252
CID-133530,93253
CID-11379,93254
CID-157590,93255
CID-54482178,93256
CID-11146887,93257
CID-49834906,93258
CID-124765,93259
CID-7691,93260
CID-123138,93261
CID-231168,93262
CID-43826454,93263
CID-20845089,93264
CID-2737500,93265
CID-72208017,93266
CID-10246,93267
CID-369902,93268
CID-18462872,93269
CID-12978014,93270
CID-343831,93271
CID-24750734,93272
CID-127878,93273
CID-89033,93274
CID-70687910,93275
CID-119084,93276
CID-11683903,93277
CID-5281674,93278
CID-3417419,93279
CID-2734447,93280
CID-44419359,93281
CID-16205970,93282
CID-69813446,93283
CID-11245287,93284
CID-77620541,93285
CID-16099847,93286
CID-104251,93287
CID-71718579,93288
CID-431853,93289
CID-511335,93290
CID-194124,93291
CID-59190483,93292
CID-11322554,93293
CID-22030187,93294
CID-16125222,93295
CID-11460732,93296
CID-91530807,93297
CID-615466,93298
CID-44549233,93299
CID-44333951,93300
CID-10029145,93301
CID-23106819,93302
CID-53469852,93303
CID-14079973,93304
CID-10803834,93305
CID-110695,93306
CID-392776,93307
CID-91014402,93308
CID-13403455,93309
CID-10810430,93310
CID-76336005,93311
CID-15574,93312
CID-44416105,93313
CID-71528209,93314
CID-220407,93315
CID-91401040,93316
CID-12508358,93317
CID-44351455,93318
CID-8178387,93319
CID-11419784,93320
CID-361279,93321
CID-56108,93322
CID-439755,93323
CID-11193,93324
CID-7675,93325
CID-60203,93326
CID-108214,93327
CID-56970628,93328
CID-66800909,93329
CID-54669777,93330
CID-5492242,93331
CID-57079472,93332
CID-13177524,93333
CID-101953,93334
CID-59473462,93335
CID-49817374,93336
CID-954,93337
CID-44386755,93338
CID-71451052,93339
CID-238199,93340
CID-44179580,93341
CID-78599,93342
CID-10977,93343
CID-15024399,93344
CID-56661440,93345
CID-53951284,93346
CID-74788172,93347
CID-11528340,93348
CID-928193,93349
CID-139458,93350
CID-11689533,93351
CID-23630796,93352
CID-10527466,93353
CID-21616978,93354
CID-11314310,93355
CID-68561726,93356
CID-16129682,93357
CID-24890184,93358
CID-3014063,93359
CID-10286136,93360
CID-482250,93361
CID-33686,93362
CID-91409098,93363
CID-452238,93364
CID-71353535,93365
CID-21946477,93366
CID-24954991,93367
CID-11593186,93368
CID-25263342,93369
CID-21923884,93370
CID-90705109,93371
CID-132405,93372
CID-45484151,93373
CID-49871912,93374
CID-72545610,93375
CID-96540,93376
CID-11778776,93377
CID-549264,93378
CID-44246269,93379
CID-21460575,93380
CID-46229332,93381
CID-68199735,93382
CID-12160163,93383
CID-11228831,93384
CID-9892554,93385
CID-14542735,93386
CID-13259398,93387
CID-688879,93388
CID-418422,93389
CID-164230,93390
CID-24899158,93391
CID-71009752,93392
CID-11108214,93393
CID-3008928,93394
CID-28371,93395
CID-72195347,93396
CID-93103,93397
CID-58262252,93398
CID-10985050,93399
CID-45381379,93400
CID-46233233,93401
CID-11701,93402
CID-519621,93403
CID-56952026,93404
CID-14651252,93405
CID-44341264,93406
CID-72163630,93407
CID-10127424,93408
CID-10238016,93409
CID-16086061,93410
CID-13031505,93411
CID-9578278,93412
CID-11258440,93413
CID-61529,93414
CID-46912441,93415
CID-44287976,93416
CID-25025581,93417
CID-37186,93418
CID-25190879,93419
CID-9850643,93420
CID-44430894,93421
CID-16109163,93422
CID-20347764,93423
CID-14486920,93424
CID-53316736,93425
CID-134396,93426
CID-129062,93427
CID-16125683,93428
CID-10471037,93429
CID-44562682,93430
CID-10957741,93431
CID-6441678,93432
CID-56832510,93433
CID-429575,93434
CID-71305045,93435
CID-10081842,93436
CID-44186570,93437
CID-53322398,93438
CID-83679,93439
CID-23174826,93440
CID-14316050,93441
CID-16665607,93442
CID-13226840,93443
CID-5491960,93444
CID-44336449,93445
CID-342690,93446
CID-1050,93447
CID-13642218,93448
CID-11639176,93449
CID-21666875,93450
CID-9901099,93451
CID-5327064,93452
CID-53630435,93453
CID-10100635,93454
CID-49843511,93455
CID-31214,93456
CID-107987,93457
CID-441227,93458
CID-44582150,93459
CID-44570192,93460
CID-86583436,93461
CID-11112849,93462
CID-154238,93463
CID-175461,93464
CID-54586392,93465
CID-20339628,93466
CID-454564,93467
CID-20519204,93468
CID-80971,93469
CID-5315646,93470
CID-22242694,93471
CID-14460224,93472
CID-18219834,93473
CID-50986092,93474
CID-15941083,93475
CID-16212970,93476
CID-9952398,93477
CID-68069,93478
CID-875945,93479
CID-8789,93480
CID-108136,93481
CID-23647637,93482
CID-193848,93483
CID-10611730,93484
CID-44432577,93485
CID-44248922,93486
CID-58203712,93487
CID-19824,93488
CID-441618,93489
CID-989,93490
CID-10540964,93491
CID-9888804,93492
CID-9854448,93493
CID-57340439,93494
CID-5282547,93495
CID-86076488,93496
CID-191883,93497
CID-5376215,93498
CID-44584491,93499
CID-17676,93500
CID-71562521,93501
CID-45142235,93502
CID-17532,93503
CID-91037934,93504
CID-91116476,93505
CID-11024810,93506
CID-6329094,93507
CID-124343,93508
CID-43264,93509
CID-49867401,93510
CID-10959593,93511
CID-25202112,93512
CID-267529,93513
CID-5181,93514
CID-11646541,93515
CID-425,93516
CID-11697911,93517
CID-46890304,93518
CID-44446668,93519
CID-12715085,93520
CID-5231543,93521
CID-193794,93522
CID-2782823,93523
CID-90655362,93524
CID-49856530,93525
CID-44201003,93526
CID-46225525,93527
CID-76321734,93528
CID-44416152,93529
CID-19757588,93530
CID-15422,93531
CID-126417,93532
CID-85972793,93533
CID-3005300,93534
CID-98097,93535
CID-11530812,93536
CID-94806,93537
CID-530427,93538
CID-11717680,93539
CID-5020,93540
CID-44426486,93541
CID-10702890,93542
CID-17758799,93543
CID-90917976,93544
CID-46937040,93545
CID-25138229,93546
CID-25844449,93547
CID-10167713,93548
CID-10337,93549
CID-19360761,93550
CID-9796891,93551
CID-19939454,93552
CID-14574734,93553
CID-447809,93554
CID-11610599,93555
CID-44478947,93556
CID-28282,93557
CID-12232495,93558
CID-3081745,93559
CID-11182574,93560
CID-90694813,93561
CID-445369,93562
CID-20499544,93563
CID-2734839,93564
CID-419705,93565
CID-15847008,93566
CID-83647,93567
CID-79743,93568
CID-17750290,93569
CID-46846073,93570
CID-1240050,93571
CID-2736136,93572
CID-14956814,93573
CID-10266359,93574
CID-448433,93575
CID-152692,93576
CID-10871281,93577
CID-17758656,93578
CID-70680603,93579
CID-10482922,93580
CID-25034011,93581
CID-10760197,93582
CID-18602027,93583
CID-71770791,93584
CID-44411240,93585
CID-439778,93586
CID-15435266,93587
CID-721071,93588
CID-31477,93589
CID-64499,93590
CID-44459505,93591
CID-6456064,93592
CID-11398863,93593
CID-71812984,93594
CID-528127,93595
CID-333336,93596
CID-122278,93597
CID-42601396,93598
CID-181570,93599
CID-10032468,93600
CID-10716772,93601
CID-96202,93602
CID-72735389,93603
CID-91059345,93604
CID-49782560,93605
CID-57092888,93606
CID-44159236,93607
CID-44388660,93608
CID-775540,93609
CID-46880895,93610
CID-10465507,93611
CID-71552028,93612
CID-3011738,93613
CID-5480730,93614
CID-96620,93615
CID-45267270,93616
CID-56951519,93617
CID-119170,93618
CID-44445880,93619
CID-44379449,93620
CID-44404260,93621
CID-46228684,93622
CID-10895033,93623
CID-85526,93624
CID-259653,93625
CID-5411012,93626
CID-17765945,93627
CID-16225651,93628
CID-11119462,93629
CID-5316679,93630
CID-10360877,93631
CID-24799948,93632
CID-25234001,93633
CID-454219,93634
CID-44447610,93635
CID-11449064,93636
CID-14659,93637
CID-5281953,93638
CID-657084,93639
CID-10047261,93640
CID-44448206,93641
CID-21934845,93642
CID-12980994,93643
CID-17325420,93644
CID-57450454,93645
CID-11165541,93646
CID-11217,93647
CID-90862826,93648
CID-5327123,93649
CID-53643223,93650
CID-20209678,93651
CID-91204060,93652
CID-70680428,93653
CID-44437654,93654
CID-42608188,93655
CID-358939,93656
CID-190887,93657
CID-13911217,93658
CID-9881054,93659
CID-11750084,93660
CID-44302732,93661
CID-3363,93662
CID-7010516,93663
CID-21544163,93664
CID-2893,93665
CID-74787886,93666
CID-21736863,93667
CID-44219658,93668
CID-139129,93669
CID-71716929,93670
CID-11516983,93671
CID-45381020,93672
CID-10401,93673
CID-440231,93674
CID-9799540,93675
CID-579040,93676
CID-44459906,93677
CID-71718672,93678
CID-10104059,93679
CID-24949694,93680
CID-69626945,93681
CID-24771416,93682
CID-90912876,93683
CID-12520613,93684
CID-2971,93685
CID-11621205,93686
CID-6918780,93687
CID-10343492,93688
CID-10125512,93689
CID-2826728,93690
CID-287239,93691
CID-44630412,93692
CID-44342125,93693
CID-67475270,93694
CID-10722497,93695
CID-24951316,93696
CID-91206424,93697
CID-24153,93698
CID-65239,93699
CID-643477,93700
CID-9119,93701
CID-22028592,93702
CID-53377393,93703
CID-483738,93704
CID-119122,93705
CID-23625651,93706
CID-46889691,93707
CID-44422069,93708
CID-52948032,93709
CID-451526,93710
CID-11843010,93711
CID-9665,93712
CID-10972838,93713
CID-70792359,93714
CID-25098796,93715
CID-70689694,93716
CID-5321727,93717
CID-24179851,93718
CID-158537,93719
CID-13988705,93720
CID-44143582,93721
CID-23092060,93722
CID-11389493,93723
CID-6438423,93724
CID-10206991,93725
CID-71719515,93726
CID-5745476,93727
CID-72734288,93728
CID-54229655,93729
CID-346558,93730
CID-27932,93731
CID-178043,93732
CID-435955,93733
CID-33352,93734
CID-53804033,93735
CID-16957,93736
CID-5485722,93737
CID-110688,93738
CID-20352846,93739
CID-71621165,93740
CID-68903965,93741
CID-60150663,93742
CID-107194,93743
CID-2723915,93744
CID-13936809,93745
CID-87115627,93746
CID-135404,93747
CID-5320719,93748
CID-114821,93749
CID-9718,93750
CID-18536630,93751
CID-71296036,93752
CID-14974,93753
CID-115195,93754
CID-53310839,93755
CID-192276,93756
CID-146053,93757
CID-23627211,93758
CID-519034,93759
CID-44580468,93760
CID-44573112,93761
CID-447511,93762
CID-86639243,93763
CID-4737020,93764
CID-9937606,93765
CID-24754329,93766
CID-23617294,93767
CID-60154330,93768
CID-91137959,93769
CID-130883,93770
CID-14119507,93771
CID-6450057,93772
CID-11560064,93773
CID-49798879,93774
CID-25205557,93775
CID-11053743,93776
CID-6854,93777
CID-45480576,93778
CID-161965,93779
CID-70681366,93780
CID-166754,93781
CID-44236839,93782
CID-92762,93783
CID-11252198,93784
CID-53323204,93785
CID-5167,93786
CID-46190939,93787
CID-10323346,93788
CID-49786956,93789
CID-19865346,93790
CID-2734531,93791
CID-70816675,93792
CID-2747536,93793
CID-91487042,93794
CID-10390396,93795
CID-11833313,93796
CID-23018254,93797
CID-133983,93798
CID-44379268,93799
CID-11682460,93800
CID-44332797,93801
CID-25548,93802
CID-24825258,93803
CID-10589291,93804
CID-66995746,93805
CID-3877978,93806
CID-44586976,93807
CID-44442686,93808
CID-11658651,93809
CID-11559764,93810
CID-193408,93811
CID-10555708,93812
CID-46884516,93813
CID-443834,93814
CID-164484,93815
CID-136090,93816
CID-14845979,93817
CID-44214127,93818
CID-44392468,93819
CID-91517421,93820
CID-404555,93821
CID-90949471,93822
CID-11599257,93823
CID-29831,93824
CID-11544921,93825
CID-19022546,93826
CID-54577395,93827
CID-35053285,93828
CID-11554076,93829
CID-91058741,93830
CID-13317089,93831
CID-21651,93832
CID-11789225,93833
CID-10199260,93834
CID-23645540,93835
CID-11442752,93836
CID-62790,93837
CID-44152333,93838
CID-44561829,93839
CID-3637876,93840
CID-70120,93841
CID-549325,93842
CID-53386914,93843
CID-72713068,93844
CID-71765058,93845
CID-44447856,93846
CID-10458667,93847
CID-9837656,93848
CID-58379543,93849
CID-23418,93850
CID-57840363,93851
CID-11288748,93852
CID-250078,93853
CID-225611,93854
CID-24954990,93855
CID-50986233,93856
CID-1382046,93857
CID-10095158,93858
CID-10360366,93859
CID-10520909,93860
CID-519415,93861
CID-44177671,93862
CID-442980,93863
CID-559537,93864
CID-70296244,93865
CID-46227360,93866
CID-835475,93867
CID-10181671,93868
CID-4415064,93869
CID-88428610,93870
CID-23648002,93871
CID-97282,93872
CID-6436172,93873
CID-46213949,93874
CID-3092,93875
CID-71450027,93876
CID-130453,93877
CID-2059,93878
CID-6537890,93879
CID-24949225,93880
CID-15542679,93881
CID-57091589,93882
CID-90985559,93883
CID-13116575,93884
CID-93971,93885
CID-25012909,93886
CID-10027591,93887
CID-1442,93888
CID-9828345,93889
CID-9548805,93890
