chemical,map
CID-3084444,93891
CID-56597628,93892
CID-575171,93893
CID-24811794,93894
CID-10460,93895
CID-74128,93896
CID-76322921,93897
CID-45487781,93898
CID-542316,93899
CID-6449925,93900
CID-246375,93901
CID-58873556,93902
CID-13032385,93903
CID-107384,93904
CID-73292910,93905
CID-70728,93906
CID-493373,93907
CID-8843,93908
CID-111102,93909
CID-68388551,93910
CID-14106050,93911
CID-103574,93912
CID-14251035,93913
CID-11501571,93914
CID-44389003,93915
CID-59618811,93916
CID-101234,93917
CID-131796,93918
CID-292593,93919
CID-11487016,93920
CID-46883510,93921
CID-6154379,93922
CID-10602962,93923
CID-67336738,93924
CID-10470863,93925
CID-126105,93926
CID-69861186,93927
CID-126592,93928
CID-24936487,93929
CID-44456129,93930
CID-22285778,93931
CID-203113,93932
CID-44272410,93933
CID-70788999,93934
CID-193718,93935
CID-91263898,93936
CID-182527,93937
CID-181664,93938
CID-12721901,93939
CID-91585677,93940
CID-11307497,93941
CID-603920,93942
CID-10032587,93943
CID-10061326,93944
CID-44204720,93945
CID-73213123,93946
CID-1608,93947
CID-10026593,93948
CID-53328018,93949
CID-44255152,93950
CID-10150,93951
CID-9793707,93952
CID-195673,93953
CID-163781,93954
CID-16043241,93955
CID-15013111,93956
CID-10118047,93957
CID-64814,93958
CID-90656034,93959
CID-56954333,93960
CID-45379846,93961
CID-159912,93962
CID-11327430,93963
CID-90890197,93964
CID-7517,93965
CID-1071,93966
CID-599039,93967
CID-75600,93968
CID-86183136,93969
CID-44311071,93970
CID-443005,93971
CID-119544,93972
CID-53399373,93973
CID-57400556,93974
CID-21655019,93975
CID-14463179,93976
CID-24667,93977
CID-12048717,93978
CID-21826,93979
CID-9147,93980
CID-11567620,93981
CID-46226079,93982
CID-6914626,93983
CID-123837,93984
CID-3035857,93985
CID-522114,93986
CID-192550,93987
CID-46890530,93988
CID-44587994,93989
CID-11324313,93990
CID-12603681,93991
CID-148044,93992
CID-74789438,93993
CID-172745,93994
CID-72957,93995
CID-21865217,93996
CID-114890,93997
CID-44422514,93998
CID-13811,93999
CID-11669354,94000
CID-137063,94001
CID-5461041,94002
CID-11155392,94003
CID-15163140,94004
CID-446909,94005
CID-114862,94006
CID-178222,94007
CID-11788999,94008
CID-11499218,94009
CID-637166,94010
CID-125816,94011
CID-19939495,94012
CID-23207405,94013
CID-104868,94014
CID-73349131,94015
CID-23427641,94016
CID-236333,94017
CID-139340,94018
CID-23634881,94019
CID-70687597,94020
CID-16740936,94021
CID-91751219,94022
CID-5771774,94023
CID-49830385,94024
CID-14841088,94025
CID-44341349,94026
CID-3928363,94027
CID-71456031,94028
CID-11531691,94029
CID-46890221,94030
CID-9923839,94031
CID-6421490,94032
CID-11620302,94033
CID-44267444,94034
CID-3035224,94035
CID-45479576,94036
CID-161214,94037
CID-3602,94038
CID-11958880,94039
CID-197261,94040
CID-242402,94041
CID-21041266,94042
CID-35678,94043
CID-46890884,94044
CID-53326934,94045
CID-529529,94046
CID-275464,94047
CID-596560,94048
CID-132,94049
CID-19794106,94050
CID-503995,94051
CID-165297,94052
CID-46884862,94053
CID-5312470,94054
CID-45267744,94055
CID-11652595,94056
CID-11469714,94057
CID-29127,94058
CID-77024,94059
CID-6440886,94060
CID-70736,94061
CID-11660238,94062
CID-46038,94063
CID-11105702,94064
CID-5486848,94065
CID-455665,94066
CID-14704025,94067
CID-5318032,94068
CID-24795575,94069
CID-71605046,94070
CID-44468933,94071
CID-9935561,94072
CID-10073285,94073
CID-44562753,94074
CID-126880,94075
CID-643078,94076
CID-467398,94077
CID-333903,94078
CID-163666,94079
CID-5255878,94080
CID-51353991,94081
CID-96732,94082
CID-44318321,94083
CID-10150300,94084
CID-14619477,94085
CID-53861923,94086
CID-194636,94087
CID-54513266,94088
CID-20448887,94089
CID-447194,94090
CID-442556,94091
CID-25169527,94092
CID-100299,94093
CID-10341941,94094
CID-246466,94095
CID-46846307,94096
CID-20309749,94097
CID-44399571,94098
CID-60165951,94099
CID-3014623,94100
CID-57398875,94101
CID-10028436,94102
CID-42618250,94103
CID-88243481,94104
CID-24825328,94105
CID-24066936,94106
CID-131200,94107
CID-78613,94108
CID-72696595,94109
CID-24989358,94110
CID-1035,94111
CID-90019994,94112
CID-10571,94113
CID-72793253,94114
CID-14262259,94115
CID-124905,94116
CID-350981,94117
CID-45486357,94118
CID-11669451,94119
CID-20872705,94120
CID-527247,94121
CID-10414511,94122
CID-44307326,94123
CID-14476095,94124
CID-6481570,94125
CID-72168,94126
CID-90667145,94127
CID-90982946,94128
CID-91091989,94129
CID-53889093,94130
CID-16212360,94131
CID-5320438,94132
CID-11212321,94133
CID-68154,94134
CID-443414,94135
CID-54676869,94136
CID-57521790,94137
CID-10509308,94138
CID-77773,94139
CID-2734718,94140
CID-5315364,94141
CID-5273568,94142
CID-9549202,94143
CID-18521,94144
CID-52946919,94145
CID-179422,94146
CID-54290340,94147
CID-11187940,94148
CID-44456027,94149
CID-6414026,94150
CID-15261630,94151
CID-9877836,94152
CID-46909588,94153
CID-44520133,94154
CID-6426611,94155
CID-11743840,94156
CID-472905,94157
CID-10275744,94158
CID-16062459,94159
CID-62875,94160
CID-9947227,94161
CID-91472743,94162
CID-49854502,94163
CID-35701,94164
CID-13313,94165
CID-1897,94166
CID-16746752,94167
CID-56926680,94168
CID-440743,94169
CID-136027,94170
CID-44250483,94171
CID-10463260,94172
CID-53786505,94173
CID-5490374,94174
CID-11664177,94175
CID-127856,94176
CID-44375435,94177
CID-90877585,94178
CID-52947640,94179
CID-10485985,94180
CID-45485968,94181
CID-23078974,94182
CID-72164288,94183
CID-20872732,94184
CID-441006,94185
CID-9959066,94186
CID-46226159,94187
CID-11953886,94188
CID-2733980,94189
CID-180161,94190
CID-163402,94191
CID-521024,94192
CID-97215,94193
CID-81705,94194
CID-10505843,94195
CID-10100930,94196
CID-557,94197
CID-12149022,94198
CID-122084,94199
CID-9826955,94200
CID-127988,94201
CID-126414,94202
CID-10954003,94203
CID-447710,94204
CID-5033246,94205
CID-85979,94206
CID-9886964,94207
CID-451440,94208
CID-64463,94209
CID-11223700,94210
CID-8407,94211
CID-44374841,94212
CID-18177515,94213
CID-11292,94214
CID-6472315,94215
CID-44277547,94216
CID-133458,94217
CID-16131050,94218
CID-44557160,94219
CID-16037746,94220
CID-3028669,94221
CID-2612,94222
CID-10931684,94223
CID-5479484,94224
CID-552016,94225
CID-365774,94226
CID-71181632,94227
CID-92429,94228
CID-166718,94229
CID-161496,94230
CID-440851,94231
CID-43241,94232
CID-10128374,94233
CID-46880032,94234
CID-11355930,94235
CID-46231085,94236
CID-455261,94237
CID-46884518,94238
CID-132391,94239
CID-128069,94240
CID-14512957,94241
CID-53040,94242
CID-462207,94243
CID-91357244,94244
CID-3722581,94245
CID-466076,94246
CID-5321182,94247
CID-130510,94248
CID-44559360,94249
CID-44344502,94250
CID-11061517,94251
CID-18444613,94252
CID-46917268,94253
CID-71518999,94254
CID-18736879,94255
CID-3917434,94256
CID-512741,94257
CID-5102,94258
CID-46880268,94259
CID-10004438,94260
CID-10184537,94261
CID-53980926,94262
CID-11656019,94263
CID-21575213,94264
CID-44448313,94265
CID-25110764,94266
CID-9806328,94267
CID-10239346,94268
CID-11431957,94269
CID-546946,94270
CID-15520981,94271
CID-44411829,94272
CID-71454342,94273
CID-10385849,94274
CID-90471955,94275
CID-71659366,94276
CID-45923360,94277
CID-90837528,94278
CID-12917213,94279
CID-44614019,94280
CID-5320382,94281
CID-194784,94282
CID-16697,94283
CID-45270194,94284
CID-46237583,94285
CID-440416,94286
CID-14275207,94287
CID-44576874,94288
CID-1712354,94289
CID-17897875,94290
CID-349172,94291
CID-10503021,94292
CID-644185,94293
CID-72164235,94294
CID-18676714,94295
CID-54678931,94296
CID-11079641,94297
CID-10886660,94298
CID-5243808,94299
CID-44250550,94300
CID-57266649,94301
CID-588284,94302
CID-28850,94303
CID-4174,94304
CID-15390998,94305
CID-52942623,94306
CID-414667,94307
CID-21574487,94308
CID-44438629,94309
CID-7320,94310
CID-1577,94311
CID-44119223,94312
CID-51051240,94313
CID-49842556,94314
CID-44307734,94315
CID-11533835,94316
CID-25065227,94317
CID-5488529,94318
CID-9837317,94319
CID-23499954,94320
CID-2733823,94321
CID-9902057,94322
CID-57519702,94323
CID-6481127,94324
CID-108001,94325
CID-46829363,94326
CID-54358,94327
CID-9839201,94328
CID-11464405,94329
CID-138633,94330
CID-75004,94331
CID-86608486,94332
CID-44459443,94333
CID-23191687,94334
CID-57514093,94335
CID-60147039,94336
CID-46173422,94337
CID-23647035,94338
CID-20503,94339
CID-2760425,94340
CID-71301216,94341
CID-20843087,94342
CID-7900,94343
CID-12147,94344
CID-4917,94345
CID-44335805,94346
CID-9991324,94347
CID-5283582,94348
CID-44332020,94349
CID-44201376,94350
CID-44380488,94351
CID-72661,94352
CID-49847377,94353
CID-383180,94354
CID-57777744,94355
CID-86045978,94356
CID-90665940,94357
CID-5318071,94358
CID-10951750,94359
CID-201829,94360
CID-16109866,94361
CID-25781,94362
CID-53633502,94363
CID-16117434,94364
CID-44327645,94365
CID-44445499,94366
CID-56965017,94367
CID-19695088,94368
CID-91413616,94369
CID-78032,94370
CID-52944582,94371
CID-67677962,94372
CID-171748,94373
CID-91464435,94374
CID-628540,94375
CID-4130,94376
CID-24863532,94377
CID-73314,94378
CID-90037346,94379
CID-155585,94380
CID-44277901,94381
CID-22495804,94382
CID-174144,94383
CID-545892,94384
CID-10435697,94385
CID-10339779,94386
CID-158737,94387
CID-56984652,94388
CID-18628324,94389
CID-12425308,94390
CID-11204324,94391
CID-62924,94392
CID-22278,94393
CID-85459,94394
CID-56954512,94395
CID-19612271,94396
CID-11236234,94397
CID-10252365,94398
CID-57469209,94399
CID-2735006,94400
CID-25034009,94401
CID-134184,94402
CID-29853,94403
CID-46233232,94404
CID-25066444,94405
CID-11653,94406
CID-72374762,94407
CID-44454940,94408
CID-12502502,94409
CID-54587752,94410
CID-25138278,94411
CID-70684805,94412
CID-53388301,94413
CID-10408029,94414
CID-167321,94415
CID-23541893,94416
CID-9921340,94417
CID-71518082,94418
CID-24964878,94419
CID-11268930,94420
CID-3083288,94421
CID-70677094,94422
CID-14956751,94423
CID-10018047,94424
CID-11220991,94425
CID-222786,94426
CID-195749,94427
CID-149613,94428
CID-3085296,94429
CID-53377439,94430
CID-463864,94431
CID-5384500,94432
CID-122135,94433
CID-86572,94434
CID-46882950,94435
CID-44246322,94436
CID-2754908,94437
CID-6656,94438
CID-44572278,94439
CID-3246944,94440
CID-44391752,94441
CID-53674173,94442
CID-161313,94443
CID-10652097,94444
CID-44609165,94445
CID-10368569,94446
CID-57118872,94447
CID-69924862,94448
CID-136107,94449
CID-66551542,94450
CID-10321,94451
CID-66835346,94452
CID-19704592,94453
CID-6145,94454
CID-6430154,94455
CID-70692826,94456
CID-73346061,94457
CID-11592648,94458
CID-10651439,94459
CID-3319578,94460
CID-56835757,94461
CID-119823,94462
CID-16684483,94463
CID-9892,94464
CID-15895844,94465
CID-130772,94466
CID-10254785,94467
CID-16087290,94468
CID-89807632,94469
CID-16110700,94470
CID-2776729,94471
CID-2752461,94472
CID-72713503,94473
CID-5497,94474
CID-193562,94475
CID-9873768,94476
CID-329437,94477
CID-14355117,94478
CID-193533,94479
CID-20654634,94480
CID-19386107,94481
CID-11217336,94482
CID-5320350,94483
CID-5052,94484
CID-11581555,94485
CID-53923004,94486
CID-9625,94487
CID-44389609,94488
CID-5882227,94489
CID-56992706,94490
CID-44364819,94491
CID-129517,94492
CID-13877304,94493
CID-20034951,94494
CID-9863,94495
CID-551770,94496
CID-11774541,94497
CID-59598456,94498
CID-2834965,94499
CID-7937,94500
CID-90990177,94501
CID-44606301,94502
CID-2777188,94503
CID-80445,94504
CID-2758483,94505
CID-91397484,94506
CID-3033870,94507
CID-129420,94508
CID-87847,94509
CID-71625827,94510
CID-56926697,94511
CID-65844,94512
CID-10252411,94513
CID-11683469,94514
CID-9802776,94515
CID-68498,94516
CID-130198,94517
CID-57399080,94518
CID-11707606,94519
CID-11367871,94520
CID-90809610,94521
CID-54770665,94522
CID-46885985,94523
CID-127270,94524
CID-65018,94525
CID-45481750,94526
CID-1489193,94527
CID-10980153,94528
CID-41718,94529
CID-443568,94530
CID-91244144,94531
CID-14910743,94532
CID-330740,94533
CID-446006,94534
CID-22367513,94535
CID-427058,94536
CID-44449255,94537
CID-13760852,94538
CID-73441651,94539
CID-13843302,94540
CID-67673,94541
CID-3051571,94542
CID-65243,94543
CID-51035420,94544
CID-503250,94545
CID-11271473,94546
CID-76313784,94547
CID-17962462,94548
CID-63125,94549
CID-124603,94550
CID-56659144,94551
CID-46227742,94552
CID-11658774,94553
CID-9865114,94554
CID-10949115,94555
CID-656831,94556
CID-73353446,94557
CID-485316,94558
CID-24879255,94559
CID-14571268,94560
CID-447790,94561
CID-23381,94562
CID-10436972,94563
CID-11035330,94564
CID-36328,94565
CID-44319097,94566
CID-66561873,94567
CID-93620,94568
CID-44357890,94569
CID-11781021,94570
CID-483474,94571
CID-10047566,94572
CID-56978204,94573
CID-47642,94574
CID-56679092,94575
CID-95203,94576
CID-71685,94577
CID-6324971,94578
CID-81540,94579
CID-71451458,94580
CID-5350,94581
CID-14150592,94582
CID-88698,94583
CID-79023,94584
CID-15501143,94585
CID-44394535,94586
CID-44454500,94587
CID-45479429,94588
CID-22673384,94589
CID-45485734,94590
CID-97535,94591
CID-20707865,94592
CID-5338490,94593
CID-46831973,94594
CID-44306525,94595
CID-11343781,94596
CID-38115,94597
CID-46217732,94598
CID-25264122,94599
CID-44434815,94600
CID-44357007,94601
CID-2734690,94602
CID-91668531,94603
CID-2802734,94604
CID-277300,94605
CID-11784710,94606
CID-42760,94607
CID-165189,94608
CID-16038085,94609
CID-82050,94610
CID-59190544,94611
CID-4063351,94612
CID-44444413,94613
CID-561798,94614
CID-20754357,94615
CID-161397,94616
CID-275913,94617
CID-44414701,94618
CID-18327695,94619
CID-46187005,94620
CID-127883,94621
CID-57321970,94622
CID-14680134,94623
CID-74363,94624
CID-44352777,94625
CID-11613092,94626
CID-519335,94627
CID-5288016,94628
CID-57319013,94629
CID-5319495,94630
CID-126583,94631
CID-54035853,94632
CID-58862507,94633
CID-3010290,94634
CID-96339,94635
CID-157,94636
CID-45142457,94637
CID-71449607,94638
CID-25227365,94639
CID-9864357,94640
CID-44138106,94641
CID-11743869,94642
CID-12310765,94643
CID-365464,94644
CID-91475598,94645
CID-57201204,94646
CID-6636327,94647
CID-11271730,94648
CID-15126561,94649
CID-3084005,94650
CID-7010498,94651
CID-90982527,94652
CID-136517,94653
CID-22896711,94654
CID-53956597,94655
CID-22017550,94656
CID-175033,94657
CID-139715,94658
CID-44887551,94659
CID-24858018,94660
CID-9925886,94661
CID-124025,94662
CID-57152962,94663
CID-3084614,94664
CID-44373855,94665
CID-156006,94666
CID-11689539,94667
CID-443732,94668
CID-67856,94669
CID-1261802,94670
CID-44369919,94671
CID-149015,94672
CID-15570221,94673
CID-71458718,94674
CID-24850785,94675
CID-90644448,94676
CID-11950650,94677
CID-176596,94678
CID-24733,94679
CID-86733878,94680
CID-58563,94681
CID-72417,94682
CID-9926304,94683
CID-1476756,94684
CID-3034336,94685
CID-58064459,94686
CID-14256605,94687
CID-137390,94688
CID-16562,94689
CID-12750005,94690
CID-448632,94691
CID-12415751,94692
CID-128647,94693
CID-56634694,94694
CID-71550737,94695
CID-24771740,94696
CID-3246865,94697
CID-4586058,94698
CID-49836615,94699
CID-11430182,94700
CID-333444,94701
CID-45112669,94702
CID-54581344,94703
CID-5276614,94704
CID-37563,94705
CID-164210,94706
CID-69886,94707
CID-60154261,94708
CID-70680601,94709
CID-25256964,94710
CID-97803,94711
CID-16782287,94712
CID-10076141,94713
CID-44560383,94714
CID-15677224,94715
CID-157829,94716
CID-5320833,94717
CID-53469060,94718
CID-44437636,94719
CID-21547868,94720
CID-22650,94721
CID-10435408,94722
CID-445100,94723
CID-16105824,94724
CID-9852588,94725
CID-44560776,94726
CID-21602987,94727
CID-44317436,94728
CID-130591,94729
CID-25196602,94730
CID-11625619,94731
CID-91344132,94732
CID-44569902,94733
CID-57412424,94734
CID-53682892,94735
CID-10006437,94736
CID-469587,94737
CID-81410,94738
CID-51030901,94739
CID-45487748,94740
CID-624817,94741
CID-24892735,94742
CID-12395209,94743
CID-76310994,94744
CID-439811,94745
CID-91053307,94746
CID-139941,94747
CID-10713960,94748
CID-123167,94749
CID-9951665,94750
CID-131833,94751
CID-16086855,94752
CID-16147452,94753
CID-72633,94754
CID-46882884,94755
CID-44571672,94756
CID-49781677,94757
CID-542053,94758
CID-18505914,94759
CID-11441907,94760
CID-25069016,94761
CID-132198,94762
CID-13942596,94763
CID-14212,94764
CID-10424498,94765
CID-440235,94766
CID-46230827,94767
CID-5250,94768
CID-20225623,94769
CID-196203,94770
CID-10439525,94771
CID-15130825,94772
CID-15347,94773
CID-11501613,94774
CID-69241,94775
CID-16070899,94776
CID-169738,94777
CID-11294171,94778
CID-2762838,94779
CID-71625461,94780
CID-22471968,94781
CID-21893708,94782
CID-73164,94783
CID-10746298,94784
CID-57391348,94785
CID-3085011,94786
CID-53477462,94787
CID-93405,94788
CID-4145413,94789
CID-17940224,94790
CID-44411602,94791
CID-25075916,94792
CID-72712267,94793
CID-13318464,94794
CID-3082696,94795
CID-7059240,94796
CID-131340,94797
CID-15113283,94798
CID-57358299,94799
CID-25095678,94800
CID-56676821,94801
CID-44426673,94802
CID-163558,94803
CID-9815307,94804
CID-11655403,94805
CID-44580744,94806
CID-71449932,94807
CID-74627728,94808
CID-12333094,94809
CID-64997,94810
CID-44303897,94811
CID-534406,94812
CID-27453,94813
CID-18145,94814
CID-4196141,94815
CID-21134754,94816
CID-71460270,94817
CID-191545,94818
CID-44400230,94819
CID-16495045,94820
CID-44190918,94821
CID-12492755,94822
CID-44377262,94823
CID-90494,94824
CID-6429308,94825
CID-16697375,94826
CID-15606085,94827
CID-91371223,94828
CID-57399182,94829
CID-21585015,94830
CID-11840927,94831
CID-401065,94832
CID-25181317,94833
CID-42607811,94834
CID-15113304,94835
CID-10019186,94836
CID-69105766,94837
CID-90838194,94838
CID-77772,94839
CID-54554727,94840
CID-76282166,94841
CID-24883145,94842
CID-53316968,94843
CID-46225145,94844
CID-3083457,94845
CID-159640,94846
CID-126118,94847
CID-5384003,94848
CID-21580065,94849
CID-193682,94850
CID-4633087,94851
CID-385316,94852
CID-4840,94853
CID-12326205,94854
CID-133920,94855
CID-1314,94856
CID-71815035,94857
CID-10483239,94858
CID-57395340,94859
CID-11527495,94860
CID-152121,94861
CID-10449415,94862
CID-23596322,94863
CID-179523,94864
CID-78572,94865
CID-3077,94866
CID-91746378,94867
CID-53834379,94868
CID-522828,94869
CID-57855519,94870
CID-9793785,94871
CID-49863213,94872
CID-29373,94873
CID-534989,94874
CID-6452022,94875
CID-12378856,94876
CID-14777113,94877
CID-466079,94878
CID-14806014,94879
CID-3033949,94880
CID-70678410,94881
CID-7366,94882
CID-24950052,94883
CID-10205893,94884
CID-294499,94885
CID-10152434,94886
CID-10620493,94887
CID-16722832,94888
CID-9928159,94889
CID-86047,94890
CID-24295,94891
CID-3084790,94892
CID-74,94893
CID-5899,94894
CID-60150616,94895
CID-17984293,94896
CID-10767264,94897
CID-2790,94898
CID-10377778,94899
CID-6444186,94900
CID-260536,94901
CID-28650,94902
CID-44416299,94903
CID-39608,94904
CID-10895470,94905
CID-8365,94906
CID-19612244,94907
CID-67173232,94908
CID-51356293,94909
CID-9920063,94910
CID-4652114,94911
CID-44389967,94912
CID-12115,94913
CID-19826477,94914
CID-23513782,94915
CID-10655805,94916
CID-58353046,94917
CID-15343153,94918
CID-44443521,94919
CID-10201299,94920
CID-11109490,94921
CID-90832334,94922
CID-16098560,94923
CID-44431540,94924
CID-57394396,94925
CID-11524106,94926
CID-73441,94927
CID-813,94928
CID-6272,94929
CID-3646533,94930
CID-25217064,94931
CID-91324114,94932
CID-23645855,94933
CID-67759,94934
