drug,map
CID-46228160,188894
CID-54613196,188895
CID-92282619,188896
CID-159460,188897
CID-24832019,188898
CID-448573,188899
CID-84724,188900
CID-4369413,188901
CID-11644572,188902
CID-54683953,188903
CID-44419028,188904
CID-44560633,188905
CID-44413638,188906
CID-44269020,188907
CID-447638,188908
CID-44129642,188909
CID-73755026,188910
CID-921599,188911
CID-6446,188912
CID-11658882,188913
CID-15693956,188914
CID-25011728,188915
CID-1792197,188916
CID-716930,188917
CID-55473,188918
CID-44820374,188919
CID-44341053,188920
CID-5287971,188921
CID-11502854,188922
CID-656583,188923
CID-14205264,188924
CID-46881287,188925
CID-2735875,188926
CID-9903426,188927
CID-16102777,188928
CID-44230874,188929
CID-9794475,188930
CID-12000158,188931
CID-37393,188932
CID-4369524,188933
CID-44424650,188934
CID-44224215,188935
CID-4286311,188936
CID-5957,188937
CID-24851688,188938
CID-11616547,188939
CID-23063810,188940
CID-3038525,188941
CID-44434949,188942
CID-16139605,188943
CID-16109432,188944
CID-42776886,188945
CID-9849669,188946
CID-5288596,188947
CID-46885682,188948
CID-44962,188949
CID-44577347,188950
CID-49778916,188951
CID-6439378,188952
CID-44273898,188953
CID-24894149,188954
CID-121942,188955
CID-57920094,188956
CID-6857709,188957
CID-56972160,188958
CID-8988,188959
CID-77999,188960
CID-44418348,188961
CID-46912230,188962
CID-46885546,188963
CID-16132441,188964
CID-46890395,188965
CID-938,188966
CID-16046219,188967
CID-451024,188968
CID-42627769,188969
CID-24178120,188970
CID-46877895,188971
CID-25140170,188972
CID-44452623,188973
CID-44234660,188974
CID-44628003,188975
CID-15893127,188976
CID-44427376,188977
CID-44379683,188978
CID-25129143,188979
CID-44331923,188980
CID-11245709,188981
CID-46890563,188982
CID-11504627,188983
CID-19049121,188984
CID-3086109,188985
CID-66553218,188986
CID-71301276,188987
CID-44429298,188988
CID-448055,188989
CID-42890,188990
CID-448972,188991
CID-6857727,188992
CID-46222476,188993
CID-44387948,188994
CID-45263353,188995
CID-44278378,188996
CID-11515548,188997
CID-643330,188998
CID-6509979,188999
CID-44427182,189000
CID-71820,189001
CID-44418886,189002
CID-10442752,189003
CID-4080436,189004
CID-9841650,189005
CID-182137,189006
CID-14942883,189007
CID-5277505,189008
CID-5287844,189009
CID-46224813,189010
CID-11560856,189011
CID-13315120,189012
CID-3055076,189013
CID-5828196,189014
CID-10515117,189015
CID-5284616,189016
CID-68895,189017
CID-56947060,189018
CID-46229072,189019
CID-6918409,189020
CID-52943716,189021
CID-11063448,189022
CID-45141379,189023
CID-22524140,189024
CID-40012125,189025
CID-23646577,189026
CID-5311244,189027
CID-25023895,189028
CID-8955,189029
CID-9549184,189030
CID-44327149,189031
CID-44434721,189032
CID-44416268,189033
CID-449378,189034
CID-5327155,189035
CID-625902,189036
CID-118310260,189037
CID-16114884,189038
CID-25185696,189039
CID-25180103,189040
CID-44582456,189041
CID-25156878,189042
CID-9548591,189043
CID-6604909,189044
CID-15259989,189045
CID-44146842,189046
CID-11708207,189047
CID-580759,189048
CID-49843900,189049
CID-44583386,189050
CID-10974939,189051
CID-11214581,189052
CID-10313318,189053
CID-44434058,189054
CID-17814743,189055
CID-6917789,189056
CID-3064755,189057
CID-73755236,189058
CID-44439872,189059
CID-11161474,189060
CID-16741116,189061
CID-5351728,189062
CID-5282340,189063
CID-6918243,189064
CID-44386193,189065
CID-73755092,189066
CID-10158940,189067
CID-3006531,189068
CID-4236420,189069
CID-44416958,189070
CID-10266864,189071
CID-11529133,189072
CID-44624064,189073
CID-3356,189074
CID-44580316,189075
CID-2635761,189076
CID-6480509,189077
CID-705757,189078
CID-649953,189079
CID-449394,189080
CID-9889727,189081
CID-15723894,189082
CID-7251185,189083
CID-135484065,189084
CID-9795241,189085
CID-569548,189086
CID-16133792,189087
CID-11196279,189088
CID-46890243,189089
CID-24905534,189090
CID-5324289,189091
CID-16090303,189092
CID-44338671,189093
CID-9884349,189094
CID-59733314,189095
CID-11411315,189096
CID-12169809,189097
CID-5288609,189098
CID-10301426,189099
CID-44293227,189100
CID-22397846,189101
CID-446807,189102
CID-53325875,189103
CID-44437618,189104
CID-24971312,189105
CID-23273746,189106
CID-445480,189107
CID-21345766,189108
CID-5487543,189109
CID-332425,189110
CID-23648092,189111
CID-9915499,189112
CID-5287728,189113
CID-24180721,189114
CID-11506733,189115
CID-45380179,189116
CID-44577341,189117
CID-56603702,189118
CID-5748293,189119
CID-16063245,189120
CID-23626454,189121
CID-6011,189122
CID-133046,189123
CID-11171752,189124
CID-45267389,189125
CID-10065445,189126
CID-44430029,189127
CID-46222694,189128
CID-45141142,189129
CID-10547238,189130
CID-10432317,189131
CID-53480352,189132
CID-57340709,189133
CID-44381915,189134
CID-371510,189135
CID-11312563,189136
CID-6918155,189137
CID-10466406,189138
CID-23625203,189139
CID-10065009,189140
CID-44563954,189141
CID-5288711,189142
CID-1093278,189143
CID-6398473,189144
CID-5324346,189145
CID-45487209,189146
CID-11296282,189147
CID-9818306,189148
CID-9868332,189149
CID-9811353,189150
CID-44411266,189151
CID-50938551,189152
CID-42617984,189153
CID-24901619,189154
CID-11819124,189155
CID-44578000,189156
CID-2760428,189157
CID-44564584,189158
CID-4359312,189159
CID-440936,189160
CID-25166858,189161
CID-44422654,189162
CID-450460,189163
CID-46228282,189164
CID-5287845,189165
CID-25034010,189166
CID-117909640,189167
CID-45482781,189168
CID-457735,189169
CID-44537963,189170
CID-44397635,189171
CID-24743471,189172
CID-44352891,189173
CID-10588437,189174
CID-5288821,189175
CID-44418911,189176
CID-66160,189177
CID-44441192,189178
CID-6437306,189179
CID-16745325,189180
CID-44368903,189181
CID-101771,189182
CID-6323183,189183
CID-674651,189184
CID-9444,189185
CID-656588,189186
CID-446758,189187
CID-13791,189188
CID-16114883,189189
CID-11609208,189190
CID-53340426,189191
CID-6917779,189192
CID-44560285,189193
CID-86703914,189194
CID-10286352,189195
CID-23976,189196
CID-44442165,189197
CID-9843618,189198
CID-17753791,189199
CID-24178109,189200
CID-60835,189201
CID-10321870,189202
CID-9927967,189203
CID-5288113,189204
CID-9824562,189205
CID-133106,189206
CID-151115,189207
CID-119353,189208
CID-44409454,189209
CID-10158788,189210
CID-107995,189211
CID-135548,189212
CID-15685978,189213
CID-44418282,189214
CID-704259,189215
CID-131704245,189216
CID-643684,189217
CID-23654841,189218
CID-11492986,189219
CID-6539773,189220
CID-10468938,189221
CID-17132382,189222
CID-44447367,189223
CID-131704300,189224
CID-45265835,189225
CID-51346799,189226
CID-12683497,189227
CID-16129665,189228
CID-25054651,189229
CID-10135721,189230
CID-9842609,189231
CID-44397491,189232
CID-5288599,189233
CID-54688796,189234
CID-44429290,189235
CID-2727,189236
CID-11334464,189237
CID-11172909,189238
CID-24901604,189239
CID-10416728,189240
CID-44408839,189241
CID-44442182,189242
CID-9800614,189243
CID-73755221,189244
CID-5462442,189245
CID-71719015,189246
CID-16043015,189247
CID-11710941,189248
CID-25023881,189249
CID-16661454,189250
CID-91827369,189251
CID-3063228,189252
CID-433916,189253
CID-11535237,189254
CID-9839644,189255
CID-46244454,189256
CID-11844342,189257
CID-44409685,189258
CID-11031651,189259
CID-71300693,189260
CID-198107,189261
CID-16133751,189262
CID-6441619,189263
CID-49837564,189264
CID-10261961,189265
CID-44129620,189266
CID-25093391,189267
CID-11565450,189268
CID-6438402,189269
CID-44411431,189270
CID-16203941,189271
CID-448994,189272
CID-11845976,189273
CID-66524294,189274
CID-94459,189275
CID-5289232,189276
CID-56678302,189277
CID-9990388,189278
CID-272986,189279
CID-10775317,189280
CID-50908800,189281
CID-44426810,189282
CID-23668193,189283
CID-49784945,189284
CID-5281037,189285
CID-44567438,189286
CID-5288066,189287
CID-44207238,189288
CID-92613,189289
CID-9808643,189290
CID-50915138,189291
CID-119812,189292
CID-568416,189293
CID-46232036,189294
CID-73755193,189295
CID-15209645,189296
CID-44206698,189297
CID-16078977,189298
CID-20283207,189299
CID-247704,189300
CID-44325183,189301
CID-5326967,189302
CID-44592198,189303
CID-54579974,189304
CID-46880544,189305
CID-44442180,189306
CID-16132393,189307
CID-18381,189308
CID-14898722,189309
CID-10467406,189310
CID-11702450,189311
CID-6102812,189312
CID-10765787,189313
CID-21345767,189314
CID-44275861,189315
CID-44234916,189316
CID-10494722,189317
CID-73755145,189318
CID-3972752,189319
CID-656968,189320
CID-44411588,189321
CID-736848,189322
CID-6102781,189323
CID-6439352,189324
CID-5047209,189325
CID-44614397,189326
CID-25034599,189327
CID-5491980,189328
CID-736083,189329
CID-44129624,189330
CID-5326956,189331
CID-44346213,189332
CID-44412037,189333
CID-16007367,189334
CID-11613121,189335
CID-44411812,189336
CID-13712,189337
CID-11574659,189338
CID-44361923,189339
CID-6997510,189340
CID-22466877,189341
CID-5288679,189342
CID-46937081,189343
CID-45375938,189344
CID-11349170,189345
CID-441074,189346
CID-46899577,189347
CID-510684,189348
CID-44414732,189349
CID-150716,189350
CID-44432662,189351
CID-16049769,189352
CID-11715767,189353
CID-44588840,189354
CID-2733526,189355
CID-11845485,189356
CID-6950578,189357
CID-24992763,189358
CID-52945666,189359
CID-10500941,189360
CID-440473,189361
CID-44366312,189362
CID-6438751,189363
CID-11531308,189364
CID-23635364,189365
CID-11508826,189366
CID-5311010,189367
CID-10655607,189368
CID-44452670,189369
CID-3035433,189370
CID-209436,189371
CID-659101,189372
CID-44265197,189373
CID-446167,189374
CID-10655753,189375
CID-25101874,189376
CID-44406101,189377
CID-119171,189378
CID-446237,189379
CID-19088577,189380
CID-11546664,189381
CID-16132316,189382
CID-441295,189383
CID-9690113,189384
CID-6234,189385
CID-44411994,189386
CID-196711,189387
CID-10028830,189388
CID-78427026,189389
CID-5288653,189390
CID-44418914,189391
CID-25227436,189392
CID-44439882,189393
CID-44400402,189394
CID-5756,189395
CID-5773,189396
CID-44398456,189397
CID-11594463,189398
CID-44303431,189399
CID-130587,189400
CID-53384442,189401
CID-24802842,189402
CID-6539118,189403
CID-9794398,189404
CID-448677,189405
CID-25130235,189406
CID-14982,189407
CID-9813643,189408
CID-46911863,189409
CID-43709,189410
CID-45104655,189411
CID-10028957,189412
CID-44418371,189413
CID-25130201,189414
CID-1160447,189415
CID-46877896,189416
CID-24901607,189417
CID-6536806,189418
CID-46937157,189419
CID-146795,189420
CID-24901620,189421
CID-44338651,189422
CID-25229528,189423
CID-24827896,189424
CID-12295530,189425
CID-24752833,189426
CID-44418304,189427
CID-444698,189428
CID-46937119,189429
CID-6442241,189430
CID-10477723,189431
CID-444883,189432
CID-11427736,189433
CID-24905594,189434
CID-11587420,189435
CID-24970878,189436
CID-252248,189437
CID-23709079,189438
CID-20778197,189439
CID-9850904,189440
CID-279980,189441
CID-10376185,189442
CID-91827343,189443
CID-449186,189444
CID-6918211,189445
CID-5311202,189446
CID-10406644,189447
CID-45028568,189448
CID-9882793,189449
CID-8275,189450
CID-44335556,189451
CID-439501,189452
CID-631105,189453
CID-5905,189454
CID-11473392,189455
CID-44577151,189456
CID-44313734,189457
CID-24884691,189458
CID-446738,189459
CID-77098,189460
CID-24875301,189461
CID-5289037,189462
CID-126689157,189463
CID-22319604,189464
CID-626522,189465
CID-44582455,189466
CID-11153928,189467
CID-45265542,189468
CID-2803022,189469
CID-6438322,189470
CID-16115628,189471
CID-16221614,189472
CID-53308121,189473
CID-10672195,189474
CID-54671203,189475
CID-11574614,189476
CID-12895728,189477
CID-46233265,189478
CID-45483015,189479
CID-12870397,189480
CID-46225540,189481
CID-6438583,189482
CID-6323197,189483
CID-164739,189484
CID-46936258,189485
CID-24971313,189486
CID-46885284,189487
CID-24941263,189488
CID-27924,189489
CID-5288395,189490
CID-11621748,189491
CID-761929,189492
CID-178051,189493
CID-11466200,189494
CID-9991628,189495
CID-9690136,189496
CID-24894167,189497
CID-16109448,189498
CID-54695768,189499
CID-44323978,189500
CID-10726933,189501
CID-131704263,189502
CID-11154555,189503
CID-21589297,189504
CID-25181482,189505
CID-10421933,189506
CID-1097674,189507
CID-44567629,189508
CID-44413592,189509
CID-10775682,189510
CID-10590030,189511
CID-10083101,189512
CID-56603735,189513
CID-46880035,189514
CID-89875987,189515
CID-657041,189516
CID-45483822,189517
CID-9838958,189518
CID-44585557,189519
CID-11616637,189520
CID-10708015,189521
CID-135415618,189522
CID-10441839,189523
CID-198614,189524
CID-622262,189525
CID-131704298,189526
CID-15581854,189527
CID-44408321,189528
CID-10711281,189529
CID-10352086,189530
CID-446399,189531
CID-44590780,189532
CID-448749,189533
CID-58507717,189534
CID-15143646,189535
CID-6291,189536
CID-46877392,189537
CID-10405846,189538
CID-347590,189539
CID-5281878,189540
CID-6305,189541
CID-25221720,189542
CID-5311503,189543
CID-704261,189544
CID-445756,189545
CID-446157,189546
CID-44133490,189547
CID-5384876,189548
CID-6604009,189549
CID-5282316,189550
CID-5492684,189551
CID-445646,189552
CID-60164925,189553
CID-5284543,189554
CID-201385,189555
CID-56947140,189556
CID-644019,189557
CID-9805430,189558
CID-25134249,189559
CID-129073603,189560
CID-444899,189561
CID-8730,189562
CID-4395717,189563
CID-10258635,189564
CID-169870,189565
CID-44433347,189566
CID-44815217,189567
CID-6857690,189568
CID-42628060,189569
CID-11674065,189570
CID-6438668,189571
CID-238317,189572
CID-4271571,189573
CID-5288017,189574
CID-11687499,189575
CID-24881008,189576
CID-446018,189577
CID-2736690,189578
CID-44348012,189579
CID-656912,189580
CID-44577343,189581
CID-25093379,189582
CID-1019881,189583
CID-44403640,189584
CID-52942344,189585
CID-5311254,189586
CID-2777206,189587
CID-10851078,189588
CID-44447430,189589
CID-446382,189590
CID-44418916,189591
CID-134817248,189592
CID-24865390,189593
CID-53323310,189594
CID-5311230,189595
CID-23631474,189596
CID-44429303,189597
CID-23643135,189598
CID-16058637,189599
CID-263942,189600
CID-5311293,189601
CID-44603533,189602
CID-44093,189603
CID-44439905,189604
CID-46877897,189605
CID-44428653,189606
CID-1759,189607
CID-6918314,189608
CID-44300688,189609
CID-11495704,189610
CID-44439901,189611
CID-10314141,189612
CID-114829,189613
CID-5889042,189614
CID-44564415,189615
CID-15389743,189616
CID-9895762,189617
CID-44418338,189618
CID-44219619,189619
CID-449042,189620
CID-11502243,189621
CID-2815701,189622
CID-10847137,189623
CID-46232686,189624
CID-5311312,189625
CID-445974,189626
CID-5325945,189627
CID-25033539,189628
CID-7462302,189629
CID-10377914,189630
CID-251951,189631
CID-6858209,189632
CID-3086652,189633
CID-44157043,189634
CID-46702966,189635
CID-52947243,189636
CID-10708818,189637
CID-14123494,189638
CID-9838960,189639
CID-4057,189640
CID-5287555,189641
CID-6539783,189642
CID-91443,189643
CID-55489,189644
CID-45485499,189645
CID-356713,189646
CID-44410707,189647
CID-10548,189648
CID-64945,189649
CID-215436,189650
CID-44384543,189651
CID-5111,189652
CID-9953065,189653
CID-24781184,189654
CID-5282230,189655
CID-92253,189656
CID-44185871,189657
CID-44454029,189658
CID-81326,189659
CID-46231795,189660
CID-5280493,189661
CID-56603791,189662
CID-5311016,189663
CID-16118392,189664
CID-46224413,189665
CID-49782797,189666
CID-44582382,189667
CID-46216796,189668
CID-71080,189669
CID-16735659,189670
CID-54723704,189671
CID-11753673,189672
CID-13454380,189673
CID-25147494,189674
CID-121418176,189675
CID-54726677,189676
CID-66561167,189677
CID-16122633,189678
CID-25113123,189679
CID-72941990,189680
CID-31553,189681
CID-16737135,189682
CID-11506721,189683
CID-6441006,189684
CID-10648,189685
CID-13683078,189686
CID-44568763,189687
CID-3423265,189688
CID-46937127,189689
CID-11774935,189690
CID-73755087,189691
CID-449366,189692
CID-44568835,189693
CID-327137,189694
CID-11840955,189695
CID-5899497,189696
CID-4125298,189697
CID-46882843,189698
CID-19049163,189699
CID-9957516,189700
CID-10198101,189701
CID-14309407,189702
CID-14985,189703
CID-11568942,189704
CID-9962301,189705
CID-190902,189706
CID-11210506,189707
CID-9869498,189708
CID-14802522,189709
CID-131704188,189710
CID-918281,189711
CID-44235175,189712
CID-46884229,189713
CID-44407193,189714
CID-448601,189715
CID-14218027,189716
CID-179342,189717
CID-25102845,189718
CID-25006684,189719
CID-99478,189720
CID-9900444,189721
CID-656989,189722
CID-11271978,189723
CID-44423423,189724
CID-44390054,189725
CID-44388674,189726
CID-54706138,189727
CID-44409554,189728
CID-23666345,189729
CID-3543,189730
CID-44576946,189731
CID-46888570,189732
CID-200521,189733
CID-60206636,189734
CID-46231935,189735
CID-44405177,189736
CID-9948668,189737
CID-25033885,189738
CID-19689018,189739
CID-10308268,189740
CID-6439414,189741
CID-44432676,189742
CID-9568614,189743
CID-70695626,189744
CID-49799652,189745
CID-10089987,189746
CID-134551,189747
CID-23647311,189748
CID-44542800,189749
CID-10402251,189750
CID-446980,189751
CID-24894087,189752
CID-46937129,189753
CID-9403,189754
CID-44560054,189755
CID-46891372,189756
CID-10141039,189757
CID-2724998,189758
CID-3260017,189759
CID-60096302,189760
CID-9827261,189761
CID-44428833,189762
CID-10221700,189763
CID-417524,189764
CID-122175,189765
CID-10186367,189766
CID-447400,189767
CID-73755208,189768
CID-15693939,189769
CID-133079,189770
CID-10705550,189771
CID-10774864,189772
CID-11498201,189773
CID-11056756,189774
CID-108150,189775
CID-11623539,189776
CID-45376872,189777
CID-54582152,189778
CID-15691791,189779
CID-448286,189780
CID-5353305,189781
CID-2334,189782
CID-10630835,189783
CID-69409189,189784
CID-4203080,189785
CID-46884013,189786
CID-9954802,189787
CID-12488718,189788
CID-31420,189789
CID-44440475,189790
CID-5289508,189791
CID-10030248,189792
CID-24754344,189793
CID-16759169,189794
CID-25139331,189795
