drug,map
CID-73342,195796
CID-54613583,195797
CID-44444966,195798
CID-25220888,195799
CID-441289,195800
CID-5327131,195801
CID-44455916,195802
CID-46937161,195803
CID-11674223,195804
CID-44439675,195805
CID-5068295,195806
CID-164522,195807
CID-52945875,195808
CID-16118537,195809
CID-2795542,195810
CID-46855064,195811
CID-9808998,195812
CID-71529752,195813
CID-11483970,195814
CID-44382842,195815
CID-44418887,195816
CID-81062,195817
CID-4830,195818
CID-10017389,195819
CID-6918140,195820
CID-10453818,195821
CID-56603697,195822
CID-444148,195823
CID-10214,195824
CID-2051,195825
CID-9950176,195826
CID-46937116,195827
CID-23663418,195828
CID-10244394,195829
CID-11550718,195830
CID-177287,195831
CID-11659042,195832
CID-60813,195833
CID-67668482,195834
CID-11447703,195835
CID-44418892,195836
CID-11993871,195837
CID-5287754,195838
CID-5311068,195839
CID-154086,195840
CID-44452811,195841
CID-3857574,195842
CID-11299790,195843
CID-3803233,195844
CID-122220,195845
CID-44575400,195846
CID-12018177,195847
CID-11778475,195848
CID-23729147,195849
CID-10087289,195850
CID-23646069,195851
CID-71452170,195852
CID-10719801,195853
CID-44186618,195854
CID-16129679,195855
CID-4882,195856
CID-9995195,195857
CID-5287443,195858
CID-11652039,195859
CID-5288032,195860
CID-25190761,195861
CID-18794,195862
CID-44409591,195863
CID-408731,195864
CID-44379687,195865
CID-54580503,195866
CID-44411858,195867
CID-44157042,195868
CID-5193384,195869
CID-10370504,195870
CID-11278089,195871
CID-24843916,195872
CID-11660633,195873
CID-24801487,195874
CID-131704176,195875
CID-45357793,195876
CID-44390740,195877
CID-24894910,195878
CID-172469,195879
CID-25074311,195880
CID-46884149,195881
CID-5886965,195882
CID-11245786,195883
CID-11973921,195884
CID-10343641,195885
CID-9651,195886
CID-9912369,195887
CID-2882,195888
CID-54580880,195889
CID-5311449,195890
CID-124969,195891
CID-6918298,195892
CID-16133805,195893
CID-122195,195894
CID-53025,195895
CID-9947954,195896
CID-5311196,195897
CID-11830301,195898
CID-442530,195899
CID-46233650,195900
CID-5289535,195901
CID-10131164,195902
CID-16755766,195903
CID-65477,195904
CID-91623353,195905
CID-22690393,195906
CID-12383029,195907
CID-16105493,195908
CID-73755066,195909
CID-5283155,195910
CID-6439156,195911
CID-15516781,195912
CID-9878511,195913
CID-9953221,195914
CID-131634760,195915
CID-53233900,195916
CID-44456057,195917
CID-44422490,195918
CID-73755088,195919
CID-9841731,195920
CID-16132435,195921
CID-1628,195922
CID-44414750,195923
CID-11075394,195924
CID-71237,195925
CID-15118529,195926
CID-46891047,195927
CID-78426198,195928
CID-11255361,195929
CID-4634717,195930
CID-44434751,195931
CID-9895868,195932
CID-11536481,195933
CID-674641,195934
CID-10513867,195935
CID-16103197,195936
CID-68029831,195937
CID-5362417,195938
CID-9887803,195939
CID-44563262,195940
CID-656819,195941
CID-5881,195942
CID-44578788,195943
CID-44417177,195944
CID-1547484,195945
CID-10642995,195946
CID-25229546,195947
CID-154069,195948
CID-473569,195949
CID-31405,195950
CID-59004159,195951
CID-290730,195952
CID-448969,195953
CID-9859309,195954
CID-11630658,195955
CID-44434501,195956
CID-447196,195957
CID-11710963,195958
CID-25208905,195959
CID-44408327,195960
CID-10881256,195961
CID-5326927,195962
CID-222757,195963
CID-46883596,195964
CID-73754993,195965
CID-9898895,195966
CID-4323128,195967
CID-53354764,195968
CID-9879950,195969
CID-447742,195970
CID-9873836,195971
CID-9843120,195972
CID-11847319,195973
CID-24871491,195974
CID-16204050,195975
CID-10461270,195976
CID-10379373,195977
CID-10321583,195978
CID-44279279,195979
CID-5311186,195980
CID-46855213,195981
CID-44456131,195982
CID-204106,195983
CID-9916391,195984
CID-22849387,195985
CID-788811,195986
CID-23630507,195987
CID-16109423,195988
CID-6324636,195989
CID-44126813,195990
CID-15870567,195991
CID-24860512,195992
CID-22003577,195993
CID-448042,195994
CID-131704261,195995
CID-729977,195996
CID-56597775,195997
CID-46222245,195998
CID-446541,195999
CID-9839132,196000
CID-73755238,196001
CID-5282226,196002
CID-44460469,196003
CID-6540267,196004
CID-2250919,196005
CID-44234656,196006
CID-11141183,196007
CID-9867333,196008
CID-44450666,196009
CID-1403,196010
CID-448295,196011
CID-54682461,196012
CID-44409643,196013
CID-10236250,196014
CID-6603728,196015
CID-9889873,196016
CID-5359268,196017
CID-54758501,196018
CID-44449334,196019
CID-341782,196020
CID-149069,196021
CID-10047169,196022
CID-79084,196023
CID-10357869,196024
CID-25141417,196025
CID-44437873,196026
CID-31101,196027
CID-16197727,196028
CID-21341306,196029
CID-51151,196030
CID-54677971,196031
CID-6450806,196032
CID-11672811,196033
CID-36688409,196034
CID-67978713,196035
CID-24856362,196036
CID-25025298,196037
CID-60182393,196038
CID-56837137,196039
CID-10286022,196040
CID-4359,196041
CID-66561876,196042
CID-44428841,196043
CID-10986211,196044
CID-5289514,196045
CID-6917707,196046
CID-44421366,196047
CID-449029,196048
CID-11374217,196049
CID-5472495,196050
CID-6610278,196051
CID-11646165,196052
CID-24779674,196053
CID-119432,196054
CID-637566,196055
CID-24905152,196056
CID-9877868,196057
CID-10403821,196058
CID-9922499,196059
CID-43091550,196060
CID-44341256,196061
CID-1633,196062
CID-44408417,196063
CID-500516,196064
CID-25192476,196065
CID-15124,196066
CID-15065143,196067
CID-9793858,196068
CID-449462,196069
CID-5289460,196070
CID-62886,196071
CID-73755052,196072
CID-25125217,196073
CID-11849871,196074
CID-24901603,196075
CID-15951941,196076
CID-9896267,196077
CID-10399674,196078
CID-56842234,196079
CID-155448,196080
CID-24905595,196081
CID-44343754,196082
CID-10428412,196083
CID-9803446,196084
CID-446202,196085
CID-15685990,196086
CID-46937028,196087
CID-16736706,196088
CID-446336,196089
CID-739449,196090
CID-68271,196091
CID-44413535,196092
CID-445114,196093
CID-584509,196094
CID-4324257,196095
CID-44587268,196096
CID-9800851,196097
CID-709819,196098
CID-76302,196099
CID-10893520,196100
CID-5362440,196101
CID-447180,196102
CID-16748635,196103
CID-23627203,196104
CID-5329370,196105
CID-5280745,196106
CID-70691449,196107
CID-22028181,196108
CID-25069591,196109
CID-50908698,196110
CID-53247304,196111
CID-9829526,196112
CID-11848225,196113
CID-4713435,196114
CID-132266,196115
CID-9554199,196116
CID-10246233,196117
CID-45270766,196118
CID-44590781,196119
CID-196829,196120
CID-44576817,196121
CID-9837551,196122
CID-10607,196123
CID-73755057,196124
CID-445245,196125
CID-44445083,196126
CID-4878,196127
CID-10171409,196128
CID-10237315,196129
CID-18546352,196130
CID-25187914,196131
CID-12041,196132
CID-5828118,196133
CID-11536096,196134
CID-131704252,196135
CID-8699,196136
CID-448768,196137
CID-16760502,196138
CID-17067759,196139
CID-11601068,196140
CID-44413537,196141
CID-44564283,196142
CID-3058746,196143
CID-6097170,196144
CID-44418729,196145
CID-44427389,196146
CID-16086422,196147
CID-16130897,196148
CID-9806102,196149
CID-9949848,196150
CID-5487537,196151
CID-56949412,196152
CID-44418880,196153
CID-11071684,196154
CID-447569,196155
CID-6917698,196156
CID-5320434,196157
CID-196932,196158
CID-3038484,196159
CID-9931928,196160
CID-46875276,196161
CID-15384271,196162
CID-23644529,196163
CID-16219545,196164
CID-11392960,196165
CID-298878,196166
CID-10017278,196167
CID-44409470,196168
CID-10445611,196169
CID-3246323,196170
CID-5910,196171
CID-6105762,196172
CID-44603531,196173
CID-15627039,196174
CID-5463036,196175
CID-15422868,196176
CID-73755250,196177
CID-44388653,196178
CID-17753797,196179
CID-23680506,196180
CID-107854,196181
CID-44426806,196182
CID-12253310,196183
CID-447392,196184
CID-44324668,196185
CID-160871,196186
CID-53259050,196187
CID-126079,196188
CID-11608171,196189
CID-6539817,196190
CID-10780929,196191
CID-10314237,196192
CID-44439879,196193
CID-5326145,196194
CID-5282203,196195
CID-439912,196196
CID-49864298,196197
CID-1501939,196198
CID-24180510,196199
CID-23729157,196200
CID-445076,196201
CID-46907248,196202
CID-45141608,196203
CID-44414074,196204
CID-11818139,196205
CID-9614919,196206
CID-10404815,196207
CID-71202307,196208
CID-1614235,196209
CID-15986508,196210
CID-90643548,196211
CID-44418717,196212
CID-9822610,196213
CID-56944705,196214
CID-11348631,196215
CID-3000320,196216
CID-6442190,196217
CID-11722921,196218
CID-11622731,196219
CID-5726921,196220
CID-44224261,196221
CID-24749598,196222
CID-9812715,196223
CID-24827524,196224
CID-16719761,196225
CID-10430360,196226
CID-11967809,196227
CID-656913,196228
CID-10607286,196229
CID-52943048,196230
CID-5353484,196231
CID-11032058,196232
CID-43169594,196233
CID-11987860,196234
CID-46213069,196235
CID-5884626,196236
CID-11547961,196237
CID-13746843,196238
CID-12811063,196239
CID-417214,196240
CID-44560063,196241
CID-166559,196242
CID-44413888,196243
CID-16775011,196244
CID-44405182,196245
CID-11291,196246
CID-10624977,196247
CID-10104379,196248
CID-10020451,196249
CID-10990391,196250
CID-19902087,196251
CID-14022446,196252
CID-44622822,196253
CID-24839733,196254
CID-13746844,196255
CID-44568794,196256
CID-44400602,196257
CID-16203942,196258
CID-44300692,196259
CID-9930560,196260
CID-25190929,196261
CID-9046,196262
CID-10430040,196263
CID-44409498,196264
CID-22132655,196265
CID-10336427,196266
CID-44408413,196267
CID-2779191,196268
CID-45481863,196269
CID-20348772,196270
CID-11842633,196271
CID-44316376,196272
CID-46867545,196273
CID-6093163,196274
CID-46854606,196275
CID-131539,196276
CID-44123657,196277
CID-129968,196278
CID-11481186,196279
CID-73755048,196280
CID-71710946,196281
CID-73755171,196282
CID-9797313,196283
CID-10883523,196284
CID-44332320,196285
CID-9923,196286
CID-9918693,196287
CID-5866327,196288
CID-11656380,196289
CID-10474479,196290
CID-1587957,196291
CID-44183569,196292
CID-10016910,196293
CID-44450381,196294
CID-65562,196295
CID-24971341,196296
CID-22932333,196297
CID-6535,196298
CID-44185382,196299
CID-446814,196300
CID-20186598,196301
CID-56603750,196302
CID-44429064,196303
CID-6444542,196304
CID-19049061,196305
CID-23724878,196306
CID-49843517,196307
CID-44355205,196308
CID-10659949,196309
CID-46233266,196310
CID-3034004,196311
CID-11962095,196312
CID-7550,196313
CID-16122594,196314
CID-60168163,196315
CID-24774519,196316
CID-54727980,196317
CID-16736676,196318
CID-10261068,196319
CID-71306319,196320
CID-44392528,196321
CID-44404886,196322
CID-14256024,196323
CID-104772,196324
CID-5311387,196325
CID-75124300,196326
CID-54670056,196327
CID-10388166,196328
CID-44272095,196329
CID-44448066,196330
CID-56603693,196331
CID-10420833,196332
CID-10404564,196333
CID-23676225,196334
CID-10506880,196335
CID-6030,196336
CID-52949357,196337
CID-16133849,196338
CID-4617502,196339
CID-73755230,196340
CID-44284635,196341
CID-91623360,196342
CID-6335412,196343
CID-11476171,196344
CID-44395685,196345
CID-6602336,196346
CID-5328779,196347
CID-9895468,196348
CID-619020,196349
CID-10184653,196350
CID-10449092,196351
CID-3034814,196352
CID-9547172,196353
CID-44450568,196354
CID-44434745,196355
CID-6437378,196356
CID-25210976,196357
CID-5329775,196358
CID-52945901,196359
CID-44340905,196360
CID-118023034,196361
CID-21037647,196362
CID-46233361,196363
CID-6451151,196364
CID-9936489,196365
CID-17884,196366
CID-23647657,196367
CID-6439149,196368
CID-44568668,196369
CID-5326924,196370
CID-44420667,196371
CID-5298698,196372
CID-6105572,196373
CID-10129992,196374
CID-44565104,196375
CID-11536774,196376
CID-6918589,196377
CID-170018,196378
CID-446605,196379
CID-6995013,196380
CID-65827,196381
CID-44561860,196382
CID-44414709,196383
CID-25059821,196384
CID-64143,196385
CID-16203227,196386
CID-6443502,196387
CID-64139,196388
CID-11522441,196389
CID-5328038,196390
CID-44341253,196391
CID-44456174,196392
CID-44309732,196393
CID-447532,196394
CID-9956189,196395
CID-1820,196396
CID-16376796,196397
CID-16132914,196398
CID-44129601,196399
CID-24822282,196400
CID-25059299,196401
CID-60823,196402
CID-44449709,196403
CID-146089,196404
CID-6019,196405
CID-44456375,196406
CID-44613580,196407
CID-54710618,196408
CID-22660592,196409
CID-29786172,196410
CID-5745,196411
CID-53262890,196412
CID-10666657,196413
CID-11953884,196414
CID-44460434,196415
CID-637048,196416
CID-60947,196417
CID-11751175,196418
CID-55763,196419
CID-444965,196420
CID-46901927,196421
CID-16111,196422
CID-157839,196423
CID-12852,196424
CID-9548602,196425
CID-108223,196426
CID-73755149,196427
CID-46887380,196428
CID-46937163,196429
CID-17749728,196430
CID-46231664,196431
CID-15107209,196432
CID-1438175,196433
CID-76008,196434
CID-447278,196435
CID-54675779,196436
CID-60768,196437
CID-3791448,196438
CID-52938379,196439
CID-9843750,196440
CID-3033769,196441
CID-44564003,196442
CID-25150014,196443
CID-73755144,196444
CID-45379965,196445
CID-105000,196446
CID-9796486,196447
CID-53316710,196448
CID-2273,196449
CID-44299128,196450
CID-16221613,196451
CID-52947332,196452
CID-6441498,196453
CID-1238015,196454
CID-11643573,196455
CID-5351382,196456
CID-44434720,196457
CID-4565,196458
CID-11505372,196459
CID-6539763,196460
CID-9803852,196461
CID-9874913,196462
CID-45264052,196463
CID-135564655,196464
CID-643975,196465
CID-9845181,196466
CID-44456982,196467
CID-25210,196468
CID-44432661,196469
CID-11460152,196470
CID-44410408,196471
CID-4302962,196472
CID-46884058,196473
CID-446552,196474
CID-44577010,196475
CID-46877881,196476
CID-448976,196477
CID-24863112,196478
CID-11270007,196479
CID-5994480,196480
CID-4329947,196481
CID-53317992,196482
CID-10099811,196483
CID-91827386,196484
CID-10130278,196485
CID-6019835,196486
CID-1535935,196487
CID-5487544,196488
CID-6509849,196489
CID-5353760,196490
CID-44315523,196491
CID-5885,196492
CID-16725912,196493
CID-44416158,196494
CID-44450651,196495
CID-11695657,196496
CID-168898,196497
CID-5288616,196498
CID-10131083,196499
CID-3033637,196500
CID-448011,196501
CID-62296,196502
CID-11434515,196503
CID-11602076,196504
CID-4634231,196505
CID-674628,196506
CID-44348682,196507
CID-63952,196508
CID-478573,196509
CID-456390,196510
CID-44249821,196511
CID-445015,196512
CID-44322572,196513
CID-11440885,196514
CID-11509437,196515
CID-121959,196516
CID-10879227,196517
CID-46233363,196518
CID-44395692,196519
CID-44588831,196520
CID-9960285,196521
CID-5885566,196522
CID-160268,196523
CID-11557579,196524
CID-5281727,196525
CID-5816,196526
CID-11572784,196527
CID-444104,196528
CID-21678292,196529
CID-127019,196530
CID-23647246,196531
CID-5289205,196532
CID-44568995,196533
CID-44301651,196534
CID-9795278,196535
CID-58688690,196536
CID-44588842,196537
CID-16754,196538
CID-9874983,196539
CID-9794064,196540
CID-44269048,196541
CID-12490583,196542
CID-16115752,196543
CID-46911068,196544
CID-44388191,196545
CID-90456533,196546
CID-11609954,196547
CID-5462222,196548
CID-10469827,196549
CID-9049,196550
CID-46881498,196551
CID-9847474,196552
CID-119081,196553
CID-24779678,196554
CID-133081,196555
CID-15487887,196556
CID-66560622,196557
CID-5281222,196558
CID-51039,196559
CID-44424810,196560
CID-5287565,196561
CID-2989557,196562
CID-5457,196563
CID-14372,196564
CID-220010,196565
CID-6324659,196566
CID-135398744,196567
CID-45263291,196568
CID-122635,196569
CID-10062732,196570
CID-9796294,196571
CID-9906649,196572
CID-24768279,196573
CID-24941243,196574
CID-44365986,196575
CID-132128,196576
CID-9797240,196577
CID-10561859,196578
CID-332806,196579
CID-44414723,196580
CID-16007001,196581
CID-448381,196582
CID-4787937,196583
CID-10429288,196584
CID-44295736,196585
CID-24778473,196586
CID-4327,196587
CID-11151899,196588
CID-1667,196589
CID-16203540,196590
CID-44455897,196591
CID-11324184,196592
CID-14952700,196593
CID-16658631,196594
CID-12441,196595
CID-10355832,196596
CID-44265913,196597
CID-44298928,196598
CID-48229,196599
CID-23680200,196600
CID-44583375,196601
CID-25078113,196602
CID-10010455,196603
CID-15942672,196604
CID-132825,196605
CID-44613690,196606
CID-11285002,196607
CID-11501077,196608
CID-46937052,196609
CID-45273151,196610
CID-10880277,196611
CID-44456023,196612
CID-10845306,196613
CID-24771867,196614
CID-91562,196615
CID-638011,196616
CID-16221433,196617
CID-5600879,196618
CID-11543063,196619
CID-9801743,196620
CID-164628,196621
CID-11401479,196622
CID-11617151,196623
CID-14803031,196624
CID-11466357,196625
CID-73755227,196626
CID-44432666,196627
CID-10017019,196628
CID-47965,196629
CID-45483180,196630
CID-5870,196631
CID-6538818,196632
CID-101753,196633
CID-57377246,196634
CID-46937076,196635
CID-5311301,196636
CID-25134754,196637
CID-45275554,196638
CID-10313147,196639
CID-44440709,196640
CID-10220503,196641
CID-22574258,196642
CID-5497124,196643
CID-5311417,196644
CID-2449,196645
CID-6102821,196646
CID-16204165,196647
CID-10400683,196648
CID-44408525,196649
CID-44562672,196650
CID-13472,196651
CID-68617,196652
CID-44365677,196653
CID-24812717,196654
CID-9935096,196655
CID-49765871,196656
CID-57325421,196657
CID-45140942,196658
CID-5288720,196659
CID-459903,196660
CID-5320686,196661
CID-17753799,196662
CID-12554666,196663
CID-18376830,196664
CID-5289278,196665
CID-54689623,196666
CID-6435752,196667
CID-5288798,196668
CID-5282492,196669
CID-56603796,196670
CID-1076739,196671
CID-5289613,196672
CID-131704242,196673
CID-46932895,196674
CID-9801709,196675
CID-44460638,196676
CID-49865786,196677
CID-118598754,196678
CID-56603741,196679
CID-45483467,196680
CID-73755245,196681
CID-46882177,196682
CID-59460354,196683
CID-44439907,196684
CID-24824217,196685
CID-44605900,196686
CID-9950486,196687
CID-46884057,196688
CID-23061353,196689
CID-11965427,196690
CID-16204047,196691
CID-6852124,196692
CID-44587908,196693
CID-44373237,196694
CID-73755025,196695
CID-46233199,196696
CID-697959,196697
CID-715494,196698
CID-44456055,196699
CID-6915835,196700
CID-607810,196701
CID-46229201,196702
CID-44427177,196703
CID-44201349,196704
CID-10354739,196705
CID-5745207,196706
CID-5282379,196707
CID-9922232,196708
CID-11593788,196709
CID-443119,196710
CID-44438489,196711
CID-42642648,196712
CID-11499834,196713
CID-43680262,196714
CID-11270500,196715
CID-6539776,196716
CID-148200,196717
CID-24894086,196718
CID-880925,196719
CID-5287550,196720
CID-9794254,196721
CID-45488131,196722
CID-60773,196723
CID-283188,196724
CID-3387240,196725
CID-24836902,196726
CID-10331313,196727
CID-21147013,196728
CID-10035600,196729
CID-4329331,196730
CID-3317166,196731
CID-44568710,196732
CID-46882993,196733
CID-25138203,196734
CID-108156,196735
CID-16122554,196736
CID-651854,196737
CID-25210273,196738
CID-5512210,196739
CID-6436122,196740
CID-3045697,196741
CID-15942662,196742
CID-13450926,196743
CID-410747,196744
CID-10468943,196745
CID-258058,196746
CID-16115754,196747
CID-5329468,196748
CID-448575,196749
CID-11498895,196750
CID-5331325,196751
CID-5311429,196752
CID-23644059,196753
CID-445995,196754
CID-3037595,196755
CID-719761,196756
CID-46937046,196757
CID-2796370,196758
CID-11098310,196759
CID-44580457,196760
CID-53339032,196761
CID-766949,196762
CID-45485013,196763
CID-11276767,196764
CID-44317248,196765
CID-192365,196766
CID-44564585,196767
CID-198707,196768
CID-49798484,196769
CID-90311989,196770
CID-44409820,196771
CID-16682987,196772
CID-11277773,196773
CID-44412130,196774
CID-11772954,196775
CID-10854796,196776
CID-56947026,196777
CID-52943164,196778
CID-9601084,196779
CID-5318516,196780
CID-5113605,196781
CID-123938,196782
CID-10343728,196783
CID-46936447,196784
CID-132408,196785
CID-446242,196786
CID-11665793,196787
CID-11536470,196788
CID-14898715,196789
CID-44365972,196790
CID-5288635,196791
CID-46703770,196792
CID-5271543,196793
CID-24825516,196794
CID-44593431,196795
CID-23681059,196796
CID-23647652,196797
CID-5687,196798
CID-86291103,196799
CID-73755220,196800
CID-446156,196801
CID-446308,196802
CID-444732,196803
CID-119212,196804
CID-235905,196805
CID-445062,196806
CID-10446889,196807
CID-16049437,196808
CID-44405160,196809
CID-44405208,196810
CID-46830345,196811
CID-60734,196812
CID-5289111,196813
CID-54737894,196814
CID-21071390,196815
CID-447021,196816
CID-16066792,196817
CID-44432664,196818
CID-638437,196819
CID-10489502,196820
CID-11519741,196821
CID-44129603,196822
CID-16736614,196823
CID-10135836,196824
CID-46937031,196825
CID-446662,196826
CID-162636,196827
CID-25133941,196828
CID-73755172,196829
CID-10455977,196830
CID-44381944,196831
CID-123072,196832
CID-7729032,196833
CID-21124461,196834
CID-130936,196835
CID-17754068,196836
CID-16078994,196837
CID-961704,196838
CID-44517677,196839
CID-6917967,196840
CID-11401613,196841
CID-10085863,196842
CID-75846,196843
CID-3103,196844
CID-16129579,196845
CID-15052873,196846
CID-44416159,196847
CID-9690109,196848
CID-44269047,196849
CID-44408515,196850
CID-115254,196851
CID-49866945,196852
CID-3008319,196853
CID-6102824,196854
CID-21177358,196855
CID-5311224,196856
CID-6914643,196857
CID-45483280,196858
CID-2911646,196859
CID-11874,196860
CID-11404337,196861
CID-23586753,196862
CID-52943636,196863
CID-45380979,196864
CID-3055171,196865
CID-132412,196866
CID-444170,196867
CID-24785538,196868
CID-16118319,196869
CID-24801580,196870
CID-44591342,196871
CID-5280883,196872
CID-44583134,196873
CID-44412923,196874
CID-5311447,196875
CID-3082729,196876
CID-23626453,196877
CID-9841667,196878
CID-5289336,196879
CID-242911,196880
CID-44575103,196881
CID-16137271,196882
CID-10421683,196883
CID-3035602,196884
CID-12985714,196885
CID-46937103,196886
CID-10491011,196887
CID-52943193,196888
CID-16039611,196889
CID-71567,196890
CID-3307,196891
CID-11334759,196892
CID-6102594,196893
CID-16682734,196894
CID-23645578,196895
CID-448658,196896
CID-6852147,196897
CID-90170031,196898
CID-56603721,196899
CID-16155218,196900
CID-11426781,196901
CID-44405454,196902
CID-24485,196903
CID-44428834,196904
CID-5375357,196905
CID-449126,196906
CID-10089048,196907
CID-4355631,196908
CID-24768528,196909
CID-11976417,196910
CID-5742673,196911
CID-11622909,196912
CID-11161844,196913
CID-44412001,196914
CID-56947025,196915
CID-5287541,196916
CID-12851057,196917
CID-446127,196918
CID-444718,196919
CID-165491,196920
CID-16203494,196921
CID-20778204,196922
CID-16062593,196923
CID-9875299,196924
CID-23725076,196925
CID-5310954,196926
CID-102541,196927
CID-46936905,196928
CID-44297622,196929
CID-54708847,196930
CID-44407806,196931
CID-4369343,196932
CID-74765859,196933
CID-638015,196934
CID-44389629,196935
CID-3581192,196936
CID-44572291,196937
CID-444753,196938
CID-9877454,196939
CID-12944192,196940
CID-33036,196941
CID-25147760,196942
CID-44398301,196943
CID-445439,196944
CID-3630776,196945
CID-6604200,196946
CID-46225813,196947
CID-439691,196948
CID-44413487,196949
CID-57899889,196950
CID-104452,196951
CID-25150856,196952
CID-441480,196953
CID-5287979,196954
CID-14828129,196955
CID-44382932,196956
CID-25093386,196957
CID-891831,196958
CID-10856744,196959
CID-44320890,196960
CID-25243828,196961
CID-45487602,196962
CID-11623927,196963
CID-73755142,196964
CID-11561692,196965
CID-177363,196966
CID-14026658,196967
CID-5281081,196968
CID-56841947,196969
CID-5497056,196970
CID-46225958,196971
CID-11670103,196972
CID-107970,196973
CID-44388128,196974
CID-880922,196975
CID-11963551,196976
CID-447653,196977
CID-3418,196978
CID-24882589,196979
CID-19595108,196980
CID-44185,196981
CID-16131052,196982
CID-45482672,196983
CID-11988330,196984
CID-4779,196985
CID-847760,196986
CID-6438394,196987
CID-5243660,196988
CID-9895516,196989
CID-644601,196990
CID-16102751,196991
CID-19093029,196992
CID-15409414,196993
CID-73755064,196994
CID-44454415,196995
CID-5414,196996
CID-72734520,196997
CID-19718,196998
CID-6433078,196999
CID-42642717,197000
CID-5288712,197001
CID-25127713,197002
CID-9942176,197003
CID-25190932,197004
CID-11139963,197005
CID-44456217,197006
CID-37464,197007
CID-16666,197008
CID-71301230,197009
CID-24800688,197010
CID-15541181,197011
CID-11653652,197012
CID-6917805,197013
CID-42625621,197014
CID-6445226,197015
CID-10025495,197016
CID-5289150,197017
CID-44571849,197018
CID-11725751,197019
CID-11715743,197020
CID-44416787,197021
CID-24180661,197022
CID-4564,197023
CID-10537337,197024
CID-9914672,197025
CID-11601544,197026
CID-44298955,197027
CID-15557795,197028
CID-131704323,197029
CID-42627296,197030
CID-44426814,197031
CID-1897784,197032
CID-21812299,197033
CID-3929516,197034
CID-44318851,197035
CID-444570,197036
CID-44129631,197037
CID-71300727,197038
CID-91827349,197039
CID-25090,197040
CID-44350626,197041
CID-23647763,197042
CID-44434735,197043
CID-6198020,197044
CID-44419694,197045
CID-70691441,197046
CID-50899558,197047
CID-54680661,197048
CID-11277483,197049
CID-44409453,197050
CID-447466,197051
CID-6508724,197052
CID-12717,197053
CID-60825,197054
CID-21002513,197055
CID-44331282,197056
CID-44565511,197057
CID-5359271,197058
CID-6223,197059
CID-44178396,197060
CID-124653,197061
CID-154494,197062
CID-3086674,197063
CID-47936,197064
CID-10149684,197065
CID-46937091,197066
CID-10725313,197067
CID-7020170,197068
CID-1936439,197069
CID-73755189,197070
CID-5326727,197071
CID-11673647,197072
CID-11449246,197073
CID-46228161,197074
CID-797382,197075
CID-23646371,197076
CID-398376,197077
CID-442543,197078
CID-39912,197079
CID-3033806,197080
CID-44406905,197081
CID-23676207,197082
CID-10247549,197083
CID-11635818,197084
CID-58539171,197085
CID-44355110,197086
CID-196744,197087
CID-44439896,197088
CID-344135,197089
CID-24901601,197090
CID-44428837,197091
CID-6852165,197092
CID-11357566,197093
CID-441080,197094
CID-11505008,197095
CID-5287843,197096
CID-11672461,197097
CID-60602,197098
CID-1015540,197099
CID-24824620,197100
CID-5289258,197101
CID-53347902,197102
CID-4302963,197103
CID-5289517,197104
CID-3029724,197105
CID-53464483,197106
CID-56593349,197107
CID-6604914,197108
CID-297589,197109
CID-3086547,197110
CID-25137977,197111
CID-66553168,197112
CID-25060074,197113
CID-10636109,197114
CID-44444843,197115
CID-674653,197116
CID-9865587,197117
CID-44582613,197118
CID-3035373,197119
CID-44563952,197120
CID-5284447,197121
CID-46864283,197122
CID-16212950,197123
CID-10432334,197124
CID-9868980,197125
CID-6916249,197126
CID-44583898,197127
CID-16221104,197128
CID-22132780,197129
CID-56947004,197130
CID-78457,197131
CID-447739,197132
CID-10561521,197133
CID-5330524,197134
CID-11427204,197135
CID-10367758,197136
CID-9881506,197137
CID-11833001,197138
CID-54677470,197139
CID-5289528,197140
CID-5287494,197141
CID-11460185,197142
CID-44430730,197143
CID-438571,197144
CID-10026174,197145
CID-11224409,197146
CID-56947056,197147
CID-5287846,197148
CID-445393,197149
CID-9817355,197150
CID-44387015,197151
CID-24901481,197152
CID-44349317,197153
CID-56603751,197154
CID-44315745,197155
CID-91827371,197156
CID-1082702,197157
CID-23625354,197158
CID-44592097,197159
CID-24857837,197160
CID-1293167,197161
CID-24901617,197162
CID-132010322,197163
CID-44407579,197164
CID-5312662,197165
CID-308405,197166
CID-6539792,197167
CID-44388579,197168
CID-11697676,197169
CID-11529823,197170
CID-16061136,197171
CID-5327092,197172
CID-43608139,197173
CID-38853,197174
CID-9887472,197175
CID-162565,197176
CID-3090774,197177
CID-11246488,197178
CID-37459,197179
CID-19916609,197180
CID-46226582,197181
CID-44560056,197182
CID-20384315,197183
CID-52949265,197184
CID-667466,197185
CID-6918710,197186
CID-5327097,197187
CID-3021558,197188
CID-10799123,197189
CID-44456496,197190
CID-46233144,197191
CID-736234,197192
CID-190973,197193
CID-10013998,197194
CID-15942651,197195
CID-25093384,197196
CID-44355091,197197
CID-11703303,197198
CID-14898717,197199
CID-131704289,197200
CID-11010182,197201
CID-448912,197202
CID-44407419,197203
CID-160520,197204
CID-73755223,197205
CID-10389239,197206
CID-44397542,197207
CID-44265823,197208
CID-70695621,197209
CID-44141871,197210
CID-9893228,197211
CID-10178151,197212
CID-10345214,197213
CID-746475,197214
CID-9887557,197215
CID-10511073,197216
CID-36039661,197217
CID-44407887,197218
CID-6438903,197219
CID-56833311,197220
CID-11673493,197221
CID-118161062,197222
