drug_pubchemcid,target_entrez
202606,5431
198127,5431
155644,5431
189707,5431
192606,5431
187677,5431
56385,5431
190652,5431
189201,5431
190482,5431
202987,5431
199828,5431
188380,5431
188205,5431
189115,5431
192159,5431
189939,5431
190886,5431
200339,5431
202084,5431
192244,5431
188490,5431
193691,5431
202799,5431
199674,5431
126031,5431
195878,5431
199350,5431
188670,5431
195732,5431
189547,5431
202343,5431
170880,5431
188296,5431
200163,5431
202266,5431
156082,5431
194885,5431
193153,5431
188854,5431
192524,5431
202734,5431
192497,5431
183387,5431
202123,5431
197848,5431
188581,3131
195197,4699
189968,4699
201686,17267
192259,17267
166327,17267
195602,17267
199028,17267
177703,17267
192806,17267
192030,17267
197230,17267
199325,17267
189592,17267
190706,17267
190848,17267
191636,17267
188195,17267
194980,17267
65347,17267
52577,17267
181250,17267
46721,17267
186532,17267
196152,21596
37387,4586
187819,9983
163571,9983
149110,9983
203187,9983
141787,13892
199415,13892
194312,13892
198135,13892
199859,13892
200953,13892
189400,13892
190999,13892
195013,13892
197488,13892
193768,13892
193401,13892
192707,13892
202228,13892
160987,13892
179598,13892
187622,13892
200742,21204
189944,21204
196974,21204
187766,21204
192201,21204
193515,21204
201172,21204
203212,21204
67092,21204
198251,21204
197854,21204
198457,21204
194940,21204
188890,21204
196338,21204
197835,21204
132720,21204
201274,19327
188286,19327
196993,19327
193001,11195
202389,17075
195674,17075
193407,15602
202167,15602
191003,9916
195293,7669
198591,7669
200573,7669
191444,7669
191256,3359
194296,12046
194847,12046
192312,12046
193124,12046
196488,12046
190683,17818
130829,17818
199669,9364
64202,9364
194006,16465
105121,16465
70028,11624
199969,11624
192196,11624
195731,11624
201607,11624
172299,7032
191527,7032
198450,7032
201572,7032
202141,7032
199495,7032
132118,7032
190355,7032
46092,7032
131230,7032
95815,7032
200181,7032
196600,7032
188570,7032
120378,7032
198782,7032
195128,7032
172682,7032
190074,7032
195259,7032
200283,7032
191005,7032
36010,7032
190079,7032
192254,7032
61048,7032
190645,7032
47599,7032
189874,7032
191656,7032
196142,7032
195612,7032
193669,7032
110795,7032
191247,7032
34800,7032
188900,7032
198297,7032
193396,7032
175823,7032
192088,7032
195497,7032
191918,7032
191717,7032
192622,7032
190356,7032
187613,7032
185206,7032
197040,7032
194031,7032
191426,7032
194784,7032
142109,7032
189736,7032
191569,7032
151965,7032
118431,7032
193715,7032
195986,7032
192240,7032
203225,7032
189325,7032
167528,7032
201156,7032
190570,7032
182249,7032
192370,7032
190736,7032
193411,7032
190413,7032
139728,7032
191493,7032
201456,7032
189929,7032
113465,7032
197184,7032
197277,7032
140126,7032
114509,7032
194089,7032
197720,7032
139288,7032
191653,7032
65420,7032
187553,7032
193345,7032
193127,7032
190423,7032
198253,7032
193823,7032
197729,7032
202517,7032
201372,7032
95228,7032
192333,7032
198807,7032
189448,7032
197604,7032
196888,7032
197595,7032
102226,7032
188709,7032
202375,7032
195933,7032
188153,7032
197629,7032
196778,7032
87747,7032
195002,7032
28695,7032
192506,7032
199926,7032
23743,7032
196986,7032
199143,7032
190620,7032
25147,7032
195153,7032
193417,7032
200845,7032
198156,7032
77569,7032
189883,7032
201301,7032
199982,7032
187530,7032
198663,7032
193767,7032
200997,7032
173853,7032
189917,7032
201139,7032
194548,7032
188378,7032
192145,7032
197290,7032
62394,7032
190808,7032
202628,7032
195862,7032
196861,12117
203079,14037
200081,14037
199378,16095
198745,6979
188665,6979
193752,6979
174987,6979
131635,6979
189052,6979
197124,6979
188222,6979
195914,6979
189723,6979
199449,6979
192120,6979
196285,6979
194781,6979
201579,6979
196755,6979
197260,6979
202524,6979
200723,6979
199847,6304
187938,6304
193508,6304
68860,9306
161598,9306
196643,9306
197792,496
200343,18750
179265,18750
52363,18750
195229,18750
196819,18750
189242,18750
197893,18750
199697,18750
197178,18750
189317,18750
189345,18750
195244,18750
197134,18750
202233,18750
196390,18750
197766,18750
191240,18750
188114,18750
200075,18750
198553,18750
189197,18750
191219,18750
199655,18750
187598,18750
197690,18750
199690,18750
199604,18750
195084,18750
200456,18750
189823,18750
188379,18750
202692,18750
185185,18750
201318,18750
187903,18750
193773,18750
195395,18750
197002,18750
196712,18750
194416,18750
190543,18750
152707,18750
194573,18750
202325,18750
199312,18750
52778,18750
24322,18750
203125,18750
189892,18750
198866,18750
29257,18750
190516,18750
190922,18750
188484,18750
190104,18750
196350,18750
200847,18750
188106,18750
36602,18750
191289,18750
191017,18750
193182,18750
193828,18750
139941,18750
196176,18750
200434,18750
188399,18750
198756,18750
194253,18750
189328,18750
92129,18750
189306,18750
200125,18750
131217,18750
194346,18750
192411,18750
94472,18750
159515,18750
200633,18750
187529,18750
195176,18750
190113,18750
192625,18750
191131,3623
200690,10515
192552,1931
202267,762
198571,762
195026,20471
201632,13726
195759,4076
197351,20018
99739,20018
33019,17596
191813,17596
199225,17596
188535,17596
197243,17596
197360,10822
193960,10822
193484,10822
199236,10822
199567,10822
187560,10822
31649,10822
154430,10822
201599,10822
196415,10822
200192,10822
200590,10822
62900,13493
188972,17796
200808,17796
202184,17796
189008,17796
189563,17796
196754,17796
189739,17796
200269,17796
200331,17796
195925,17796
191038,17796
193752,17796
202152,17796
203157,17796
188266,17796
198653,17796
191057,17796
195570,17796
193584,17796
196736,17796
194482,17796
193736,17796
170434,17796
187484,17796
193997,17796
187887,17796
199449,17796
190959,17796
191634,17796
200915,17796
199319,17796
189028,17796
201091,17796
193290,17796
196552,17796
195437,17796
192057,17796
200877,17796
194376,17796
195056,17796
196435,17796
196147,17796
191391,17796
193041,2837
200950,4900
190780,4900
83674,4900
201574,4900
199380,4900
193097,4900
117030,4900
192466,4900
188018,4900
199702,4900
196447,4900
138154,4900
191917,4900
192731,4900
197308,21265
201270,21265
200356,4663
194231,4639
160068,7806
191700,6281
196164,6281
194282,6281
196577,6281
197420,6281
190842,6281
194019,6281
39466,6281
198566,6281
143574,6281
137980,6281
196170,6281
195480,6281
129839,6281
165185,6281
197122,7226
189659,8674
158995,8674
190608,8674
198558,8674
188214,8674
200032,8674
192609,8674
200317,8674
61643,9134
191929,11203
188017,11203
177703,11203
196068,11203
89068,11203
194830,11203
130286,11203
190477,11203
193860,11203
197334,11203
194856,11203
198004,11203
203100,11203
189838,11203
193668,11203
197942,11203
187850,11203
111239,19187
196870,19187
147615,19187
133034,19187
201773,12782
152315,12182
189423,7043
197632,9797
42695,16635
188076,16635
202148,16635
177087,16635
195899,16635
200199,14238
188887,14238
115960,19689
189926,19689
187794,19689
202913,19689
196490,19689
193803,19689
198994,19689
200395,12811
188900,12811
195586,12811
87747,12811
199406,12811
183330,12811
200333,12811
190921,12811
113465,12811
192088,12811
194660,12811
195497,12811
65708,12811
192504,12811
33588,12811
114509,12811
28695,12811
46092,12811
194089,12811
202278,12811
113481,12811
131230,12811
202095,12811
185393,12811
202745,12811
192622,12811
187553,12811
191840,12811
195128,12811
197040,12811
25147,12811
193417,12811
54318,12811
194031,12811
200283,12811
191426,12811
95970,12811
191005,12811
36010,12811
188244,12811
194550,12811
138705,12811
142109,12811
197604,12811
30917,12811
202472,12811
192355,12811
196633,12811
151965,12811
190570,12811
165329,12811
192868,12811
197018,12811
195862,12811
199235,12811
193669,12811
110795,12811
193198,18600
191760,18600
192405,6807
193802,6807
197850,1072
72017,16521
202447,16521
127976,9703
192532,9703
200343,9703
196176,9703
94472,9703
194715,9703
184194,9703
198553,9703
56417,546
191992,546
192012,546
196237,546
196835,546
197065,546
191939,546
197571,546
189898,546
198282,546
192605,546
70104,546
198182,546
189395,546
201075,546
197818,546
194684,546
198204,546
161975,546
196764,546
190302,546
55251,546
191670,546
196334,546
199987,546
200582,546
193443,546
197218,546
188828,546
200334,546
199506,546
44037,546
196324,546
196692,546
202862,546
195577,546
196931,546
190567,546
193070,546
191566,546
190397,546
201940,546
202270,546
149724,546
200352,546
202759,546
199435,546
201511,546
192871,546
197828,546
194670,546
202567,546
178089,546
23518,546
50421,546
194240,546
199640,546
191635,546
195431,546
198324,546
201288,546
63723,546
202146,546
196892,546
189954,546
196549,546
194077,546
193971,546
202188,546
192198,546
191333,546
188097,546
198843,546
198094,546
75405,546
198355,546
196040,546
193341,546
191706,546
199575,546
198285,546
196727,546
197586,546
198373,546
192001,546
188289,546
191482,546
194063,546
193939,546
199954,546
196145,546
199862,546
193254,546
192162,546
199598,546
197808,546
201559,546
191785,546
190863,546
200794,546
188191,546
173662,546
197507,546
189355,546
29049,546
198296,546
196128,546
176326,546
200883,546
30047,546
199934,546
191849,546
195755,546
197374,546
189740,546
39897,546
196416,546
190622,546
189536,546
199833,546
192502,546
190364,546
192171,546
198539,546
201693,546
191588,546
193808,546
201099,546
194895,546
196262,546
190919,546
196014,546
202605,546
188593,546
200216,546
194017,546
200080,546
196007,546
197664,546
195961,546
187847,546
202601,546
192675,546
197451,546
190390,546
201332,546
191937,546
198258,546
201192,546
190550,546
191585,546
187730,546
194659,546
199940,546
188622,546
199057,546
189148,546
197847,546
202551,546
191438,546
201923,546
171871,546
195835,546
191340,546
190797,546
190794,546
127461,546
190487,546
202481,546
193246,546
201466,546
167490,546
192933,546
188526,546
188417,546
191423,546
195166,546
200479,546
189555,546
193973,546
202714,546
199967,546
202106,546
198370,546
193983,546
199765,546
201771,546
199208,546
194970,546
194223,546
188012,546
196212,546
190509,546
196631,546
195729,546
198762,546
194443,546
191679,546
192973,546
202379,546
192346,546
196351,546
195829,546
190400,546
200669,12556
199501,12556
194051,12556
198728,12556
197509,12556
188935,12556
193084,12556
194065,7414
198692,7414
197999,7414
113808,7414
194926,7414
202271,7414
196288,7414
189319,7414
154890,7414
198785,7414
192221,7414
196544,7414
190273,7414
191686,7414
122379,7414
190702,7414
199270,7414
125442,7414
190734,7414
202015,7414
189920,7414
145791,7414
194154,7414
201624,7414
189837,7414
196923,7414
199303,7414
190788,11028
189060,11028
190336,11028
195941,11028
191342,11028
198220,11028
192377,11028
199366,11028
189315,11028
200635,11028
192946,11028
193950,11028
199995,11028
202555,15757
193514,12742
195228,12742
101215,9364
101215,19327
198799,9364
198799,19327
198508,19327
197459,9364
197459,19327
189766,19327
189706,14604
150516,14604
188968,14604
197016,14604
201957,14604
194341,14604
190740,14604
196015,14604
154430,14604
139413,14604
196415,14604
202748,15061
197287,15061
191422,15061
189002,15061
193216,15061
191832,15061
201204,15061
200271,15061
202688,15061
188319,15061
188186,15061
200781,15061
131395,15061
200391,15061
192760,15061
192204,15061
198871,15061
195836,15061
191138,15061
201311,15061
200030,15061
85545,15061
198259,15061
195099,15061
199558,15061
196153,15061
193349,15061
201015,15061
192595,15061
201568,15061
188603,15061
198680,15061
187473,15061
195599,21397
190544,21397
60944,21397
189578,21397
200140,21397
199724,21397
192776,21397
199961,21397
202326,21397
200742,6906
189944,6906
196974,6906
187766,6906
190599,6906
193515,6906
201172,6906
202712,6906
191203,6906
203212,6906
196257,6906
67092,6906
197854,6906
198457,6906
197835,6906
192812,6906
195284,6906
202304,6906
195311,6906
194940,6906
201497,6906
188890,6906
196338,6906
202006,6906
191385,6906
199847,18325
201040,2261
195208,2261
188069,2261
155967,2261
171328,2261
197939,2261
192348,2261
192756,5624
192708,5624
189938,2657
194952,7737
189029,7737
161598,7737
156645,7737
189398,7737
198089,7737
68860,7737
191502,7737
188041,7737
193428,7737
201750,20970
195380,6014
195380,4517
200356,6014
200356,4517
196535,6014
196535,4517
198867,6014
198867,4517
138438,6014
138438,4517
197886,6014
197886,4517
74057,6014
74057,4517
189839,6014
189839,4517
173745,6014
173745,4517
193964,6014
193964,4517
196994,6014
196994,4517
194388,6014
194388,4517
172808,4517
191114,6014
191114,4517
188661,6014
188661,4517
193656,6014
151197,6014
151197,4517
195241,6014
195241,4517
58362,6014
58362,4517
195985,6014
195985,4517
75006,4517
198443,6014
195903,6014
195903,4517
200852,6014
200852,4517
192934,6014
192934,4517
194454,6014
189598,6014
189598,4517
202555,6014
202555,4517
166077,6014
166077,4517
197445,15482
189809,15482
177703,15482
199195,15482
200548,15482
197123,15482
201402,15482
192097,15482
189181,15482
188491,15482
187942,15482
200983,15482
188385,15482
198528,15482
198416,15482
198003,15482
192054,15482
178012,21684
37217,21684
193164,6822
200486,18183
138571,18183
114885,18183
36239,18183
144612,18183
199899,18183
192759,18183
194282,18183
52778,18183
201423,18183
197420,18183
202593,18183
188588,18183
87754,18183
201900,18183
194880,18183
192532,18183
198566,18183
180833,18183
202828,18183
197134,18183
143574,18183
137980,18183
193619,18183
201365,18183
159515,18183
195826,18183
130829,18183
109068,18183
197466,18183
129839,18183
190228,18183
203095,18183
194404,18183
194715,18183
165185,18183
109190,21265
39214,21265
202602,21265
197514,14640
196465,14640
199653,14640
171760,14640
202921,7432
95298,7432
202293,7432
191292,14870
147892,13026
192373,13026
190694,18350
194087,18350
194563,17419
203131,17419
203233,13391
193445,13391
195969,13391
202225,10083
202741,10083
197632,10083
187869,10083
179206,10083
202133,10083
195267,10083
194932,10083
192991,10083
126322,20377
75660,20377
193929,20377
118548,20377
189996,20377
202999,20377
191597,20377
196670,20377
197053,20377
188303,20377
199375,20377
202109,20377
190103,17907
197642,17907
190483,17907
102245,8200
200315,6383
194450,6383
197851,6383
187844,6383
195990,6383
197630,6383
199892,6383
196492,6383
201234,6383
201010,6383
189886,6383
191501,12339
191501,687
203168,12339
203168,687
28154,687
196111,12339
196111,687
192859,12339
192859,687
196419,12339
196419,687
191870,12339
191870,687
199538,5986
202703,5986
76256,5986
196211,13594
196481,15098
197960,15098
190537,15098
191727,15098
199494,15098
195306,15098
202857,15098
200888,15098
192765,15098
154437,15098
200194,15098
199847,5778
187938,5778
198076,15447
61643,19079
189713,1277
188624,1277
201720,1277
133034,1277
189786,1277
195863,1277
198113,1277
195881,1277
198566,20664
197420,20664
137980,20664
129839,20664
192759,20664
165185,20664
198635,3719
191517,11891
195987,11891
191355,11891
191396,11891
201022,11891
196372,11891
190546,11891
191408,11891
187501,11891
190807,11891
194900,11891
194246,11891
187504,11891
191616,11891
195084,11891
194439,11891
193998,11891
202718,11891
198211,11891
199074,11891
201985,11891
193671,11891
202518,11891
195510,11891
199475,11891
106384,11891
192637,11891
198817,11891
197115,11891
189829,11891
195883,11891
201797,11891
190693,15517
196989,15517
202357,15517
198597,15517
69996,15517
189744,15517
194978,15517
199388,15517
58617,15517
198957,15517
198477,15517
190641,15517
202865,15517
187548,15517
198451,15517
200029,15517
203094,15517
190838,15517
201921,15517
199098,15517
199399,15517
200296,15517
194188,15517
200902,15517
190843,15517
202944,15517
201537,15517
191207,15517
139661,15517
189210,15517
199885,15517
177703,15517
202837,15517
49647,15517
181663,15517
198431,15517
64966,15517
45577,15517
114383,15517
187489,15517
199644,15517
199129,15517
199060,15517
194338,15517
197363,15517
202175,15517
203082,15517
193215,15517
190597,15517
194060,15517
194003,15517
197746,15517
201345,15517
