drug_pubchemcid,target_entrez
79770,1014
79770,14380
79770,448
79770,7599
79770,1492
79770,3834
79770,2499
79770,5222
79770,17345
79770,2740
79770,2167
79770,20409
79770,9672
79770,19298
79770,21382
79770,5467
79770,14454
79770,4566
79770,15327
79770,13062
79770,10648
79770,6903
79770,21217
79770,4655
79770,99
79770,12337
79770,1493
79770,22159
79770,10142
79770,19151
79770,4242
79770,18746
79770,13791
79770,9472
79770,19628
79770,15846
79770,14238
79770,9533
79770,12699
79770,12797
79770,1076
79770,17608
79770,5616
79770,56
79770,17299
79770,12322
79770,12340
79770,2966
79770,6906
79770,5817
79770,20534
79770,8314
79770,8398
79770,881
79770,15146
79770,16259
79770,1314
79770,662
79770,17367
79770,4470
79770,10879
79770,12833
79770,12641
79770,14075
79770,14496
79770,3339
79770,16543
79770,5927
79770,19342
79770,21652
79770,4843
79770,4712
79770,6851
79770,11740
79770,17494
79770,16612
79770,18664
79770,10399
79770,15629
79770,2228
79770,10595
79770,1694
79770,5757
79770,21265
79770,14038
79770,19344
79770,19936
79770,13592
79770,16304
79770,19187
79770,12088
79770,3089
79770,6189
79770,21642
79770,7414
79770,13868
79770,5871
79770,14016
79770,1270
79770,5732
79770,20225
79770,3578
79770,13325
79770,7806
79770,4768
79770,21100
79770,2235
79770,17321
79770,21043
79770,6682
79770,1039
79770,9871
79770,12090
79770,2770
79770,2793
79770,8272
79770,20669
79770,1776
79770,12371
79770,13797
79770,21275
79770,21278
79770,17656
79770,10550
79770,19227
79770,10280
79770,21249
79770,17806
79770,9227
79770,17438
79770,15061
79770,20471
79770,2589
79770,3493
79770,5271
79770,12740
79770,5969
79770,20418
79770,1616
79770,138
79770,2436
79770,4856
79770,3116
79770,19373
79770,17480
79770,21813
79770,7111
79770,42
79770,173
79770,21397
79770,1895
79770,12611
79770,3071
79770,10001
79770,19271
79770,19303
79770,3830
79770,16789
79770,7375
79770,10371
81949,2687
81949,17979
81949,13878
81949,16864
81949,6304
81949,15769
81949,9649
81949,12864
81949,10184
81949,8714
81949,10022
81949,21448
81949,18303
81949,364
81949,14259
81949,11252
81949,4497
81949,20662
81949,21470
81949,16071
81949,17504
81949,13181
116024,15199
116024,18315
116024,16796
116024,19717
116024,3111
116024,15583
116024,13170
116024,16800
116024,3863
116024,16380
116024,2687
116024,20352
116024,21817
116024,12895
116024,6981
116024,1476
116024,6210
116024,15560
116024,16164
116024,4307
116024,2454
116024,14018
116024,9357
116024,15094
116024,13210
116024,3441
116024,14455
116024,2653
116024,11520
116024,20371
116024,5437
116024,6281
116024,19398
116024,19214
116024,4426
116024,11475
116024,10350
116024,12465
116024,17907
116024,17090
116024,9135
116024,6829
116024,3081
116024,9760
116024,11753
116024,17370
116024,5914
116024,7735
116024,6685
116024,9349
116024,1752
116024,5051
116024,10819
116024,20776
116024,6635
116024,14957
116024,17272
116024,17591
116024,21214
116024,19856
116024,1327
116024,657
116024,16864
116024,16889
116024,15354
116024,12671
116024,1742
116024,17778
116024,15188
116024,12484
116024,12241
116024,3082
116024,7299
116024,3569
116024,12048
116024,5413
116024,5866
116024,568
116024,13845
116024,7189
116024,12426
116024,13351
116024,11103
116024,20032
116024,13323
116024,4035
116024,20467
116024,4469
116024,10720
116024,19550
116024,19022
116024,5932
116024,18420
116024,11473
116024,1295
116024,10779
116024,6541
116024,8941
116024,1117
116024,6975
116024,9784
116024,5304
116024,7709
116024,10242
116024,15687
116024,14711
116024,4353
116024,493
116024,1886
116024,3820
116024,9098
116024,3112
116024,1783
116024,6843
116024,4020
116024,3726
116024,21914
116024,20630
116024,4248
116024,16640
116024,7974
116024,10106
116024,15416
116024,5313
116024,8245
116024,22077
116024,9599
116024,14444
116024,5955
116024,8801
116024,18993
116024,5672
116024,3530
116024,9061
116024,7936
116024,10164
116024,13108
116024,5530
116024,10697
116024,13331
116024,9251
116024,19511
116024,7647
116024,12977
116024,16940
116024,10507
116024,18271
116024,1042
116024,18384
116024,19664
116024,15728
116024,15386
116024,5216
116024,7337
116024,5812
116024,9081
116024,21367
116024,9176
116024,2441
116024,17171
116024,18324
116024,18511
116024,4107
116024,18998
116024,4941
116024,19091
116024,5012
116024,16420
116024,12725
116024,18325
116024,9266
116024,3090
116024,16117
116024,1697
116024,20483
116024,14483
116024,12349
116024,15083
116024,1110
116024,7376
116024,51
116024,4811
116024,2118
116024,17967
116024,530
116024,16644
116024,18787
116024,21237
116024,6599
116024,3200
116024,14356
116024,4285
116024,7557
116024,13332
116024,6113
116024,17875
116024,11708
116024,2027
116024,2369
116024,3712
116024,7996
116024,1224
116024,14993
116024,18890
116024,9263
116024,17325
116024,16425
116024,8619
116024,16121
116024,20443
116024,4772
116024,18631
116024,20388
116024,15095
116024,15821
116024,11636
116024,6467
116024,1127
116024,7991
116024,8056
116024,20447
116024,3482
116024,11540
116024,17692
116024,17104
116024,21114
116024,9813
116024,22030
116024,13572
116024,9155
116024,11979
116024,16793
116024,8718
116024,13700
116024,8177
116024,5972
116024,2741
116024,19234
116024,14333
116024,6824
116024,2745
116024,8405
116024,16702
116024,19150
116024,21135
116024,20292
116024,3928
116024,1323
116024,18724
116024,8954
116024,1072
116024,16345
116024,3500
116024,10824
116024,12511
116024,2276
116024,13645
116024,17612
116024,10610
116024,17751
116024,19163
116024,18542
116024,14205
116024,847
116024,6477
116024,4117
116024,11153
116024,7345
116024,5309
116024,13405
116024,9818
116024,14717
116024,20771
116024,21488
116024,6356
116024,11370
116024,11412
116024,10051
116024,9790
116024,12918
116024,7519
116024,2934
116024,12104
116024,17680
116024,14364
116024,7146
116024,13427
116024,5629
116024,10643
116024,9745
116024,15030
116024,20158
116024,20185
116024,17495
116024,5396
116024,210
116024,3843
116024,14815
116024,15278
116024,1436
116024,2803
116024,15025
116024,788
116024,20314
116024,4733
116024,1573
116024,6312
116024,7750
116024,14323
116024,10184
116024,2520
116024,10090
116024,19665
116024,3766
116024,1193
116024,18379
116024,13410
116024,13156
116024,22151
116024,9746
116024,1857
116024,16476
116024,20363
116024,7754
116024,21720
116024,20236
116024,16649
116024,3751
116024,4943
116024,10683
116024,1556
116024,2837
116024,8010
116024,8567
116024,1307
116024,20014
116024,21
116024,14290
116024,19330
116024,2924
116024,2700
116024,11047
116024,4466
116024,10656
116024,18719
116024,8687
116024,7863
116024,3823
116024,6570
116024,3030
116024,8016
116024,223
116024,4788
116024,11848
116024,11933
116024,12147
116024,5420
116024,166
116024,15000
116024,5614
116024,15099
116024,13050
116024,5010
116024,7848
116024,12295
116024,17102
116024,14901
116024,16605
116024,18131
116024,12958
116024,19826
116024,14607
116024,5384
116024,6428
116024,11167
116024,21287
116024,12490
116024,15033
116024,12601
116024,9797
116024,14218
116024,550
116024,15269
116024,21919
116024,14832
116024,18235
116024,13488
116024,8703
116024,11435
116024,2168
116024,1181
116024,2026
116024,13636
116024,3025
116024,20060
116024,14744
116024,21340
116024,5399
116024,6214
116024,2598
116024,15206
116024,20169
116024,6565
116024,904
116024,699
116024,9301
116024,11951
116024,13650
116024,34
116024,20329
116024,10201
116024,5642
116024,10355
116024,21493
116024,11806
116024,17691
116024,15948
116024,5918
116024,20733
116024,13816
116024,18630
116024,21009
116024,8942
116024,3720
116024,20740
116024,18750
116024,20019
116024,10971
116024,6260
116024,18513
116024,10402
116024,15927
116024,9059
116024,21792
116024,5738
116024,6731
116024,10039
116024,3901
116024,18246
116024,8616
116024,10807
116024,21893
116024,21345
116024,12721
116024,8181
116024,16832
116024,16449
116024,21041
116024,10717
116024,5214
116024,5526
116024,16786
116024,13701
116024,9716
116024,1882
116024,19659
116024,8900
116024,19652
116024,20887
116024,15651
116024,18303
116024,3510
116024,15077
116024,9995
116024,16203
116024,11467
116024,9960
116024,18742
116024,8868
116024,6871
116024,15423
116024,17497
116024,21202
116024,12926
116024,400
116024,1583
116024,8946
116024,17817
116024,5143
116024,9354
116024,8380
116024,14605
116024,19515
116024,4352
116024,16052
116024,4934
116024,21513
116024,13096
116024,6696
116024,11181
116024,6244
116024,9862
116024,18995
116024,10783
116024,20923
116024,16009
116024,4513
116024,7340
116024,6262
116024,19679
116024,11133
116024,10094
116024,12952
116024,10658
116024,18813
116024,1904
116024,2887
116024,1313
116024,21620
116024,10655
116024,21697
116024,9799
116024,7203
116024,20826
116024,21761
116024,17963
116024,16518
116024,4196
116024,15730
116024,20654
116024,20380
116024,9769
116024,3438
116024,21204
116024,16079
116024,3744
116024,87
116024,13713
116024,15606
116024,3397
116024,13682
116024,17596
116024,20172
116024,15881
116024,572
116024,10047
116024,14259
116024,19588
116024,13409
116024,19870
116024,15463
116024,9827
116024,8304
116024,2758
116024,13330
116024,15615
116024,2892
116024,14020
116024,18634
116024,12849
116024,18454
116024,5603
116024,19494
116024,2530
116024,15472
116024,17021
116024,6524
116024,20726
116024,1178
116024,7373
116024,21339
116024,13751
116024,3755
116024,17158
116024,20258
116024,9198
116024,2494
116024,4834
116024,8625
116024,2292
116024,10883
116024,16063
116024,10997
116024,3032
116024,13610
116024,13801
116024,7587
116024,8766
116024,15037
116024,17575
116024,16856
116024,4691
116024,8560
116024,19126
116024,20592
116024,12318
116024,19042
116024,17747
116024,8470
116024,4480
116024,598
116024,6840
116024,7814
116024,535
116024,5198
116024,19579
116024,18270
116024,8812
116024,13533
116024,13068
116024,3658
116024,3645
116024,8951
116024,3983
116024,1399
116024,13567
116024,4858
116024,19230
116024,16391
116024,4338
116024,20973
116024,15098
116024,15751
116024,15186
116024,19597
116024,14517
116024,20015
116024,13844
116024,20346
116024,1672
116024,19327
116024,6979
116024,22255
116024,9840
116024,14586
116024,4916
116024,12143
116024,6947
116024,14379
116024,21232
116024,92
116024,11550
116024,21539
116024,1122
116024,21424
116024,13152
116024,13976
116024,4525
116024,19195
116024,10782
116024,13603
116024,16829
116024,144
116024,20167
116024,14544
116024,18156
116024,18568
116024,10300
116024,14706
116024,691
116024,16946
116024,8947
116024,10229
116024,15604
116024,6471
116024,15172
116024,9246
116024,14492
116024,19712
116024,15193
116024,14726
116024,20810
116024,10330
116024,18251
116024,19817
116024,18693
116024,15696
116024,19954
116024,3906
116024,2505
116024,12642
116024,17211
116024,750
116024,17433
116024,8343
116024,13867
116024,12507
116024,3461
116024,13819
116024,6335
116024,6507
116024,13615
116024,18267
116024,16155
116024,17973
116024,8083
116024,13037
116024,21773
116024,2629
116024,177
116024,16876
116024,14334
116024,3391
116024,5505
116024,16465
116024,20657
116024,11418
116024,4096
116024,18468
116024,22032
116024,9714
116024,21584
116024,16236
116024,2349
116024,3502
116024,10160
116024,10472
116024,15929
116024,7048
116024,20620
116024,10312
116024,3139
116024,8168
116024,10018
116024,18387
116024,6623
116024,13529
116024,13065
116024,8480
116024,6179
116024,29
116024,18300
116024,18495
116024,9991
116024,20928
116024,3331
116024,21891
116024,5778
116024,10314
116024,5255
116024,1015
116024,11446
116024,11269
116024,6024
116024,6680
116024,12627
116024,15591
116024,9933
116024,5853
116024,15823
116024,21581
116024,6294
116024,9515
116024,785
116024,8555
116024,8742
116024,8735
116024,10884
116024,5827
116024,15439
116024,17518
116024,14721
116024,19551
116024,6679
116024,11665
116024,17869
116024,14156
116024,2726
116024,5649
116024,5306
116024,6425
116024,4228
116024,15542
116024,12472
116024,5729
116024,2737
116024,2568
116024,2405
116024,22213
116024,4036
116024,20088
116024,5150
116024,7288
116024,8722
116024,17136
116024,14408
116024,5912
116024,19941
116024,448
116024,21080
116024,8399
116024,12728
116024,15399
116024,21674
116024,19180
116024,8612
116024,2508
116024,379
116024,3851
116024,7599
116024,9346
116024,6434
116024,20062
116024,22115
116024,4497
116024,8858
116024,9843
116024,6566
116024,9298
116024,3212
116024,2499
116024,17765
116024,19993
116024,13621
116024,16136
116024,5222
116024,14820
116024,17387
116024,17345
116024,7871
116024,19984
116024,2740
116024,9141
116024,17253
116024,296
116024,2167
116024,1871
116024,8655
116024,20409
116024,11374
116024,9672
116024,8761
116024,17866
116024,5098
116024,10393
116024,15880
116024,3626
116024,14378
116024,20990
116024,15608
116024,21382
116024,8908
116024,5467
116024,841
116024,14454
116024,4566
116024,13062
116024,10648
116024,6868
116024,2959
116024,13579
116024,19387
116024,13664
116024,18570
116024,15618
116024,8043
116024,6822
116024,6634
116024,4610
116024,1047
116024,99
116024,17571
116024,13138
116024,1493
116024,9513
116024,8585
116024,14063
116024,22100
116024,5118
116024,13686
116024,2434
116024,6673
116024,21613
116024,9360
116024,16132
116024,5661
116024,16824
116024,3784
116024,22159
116024,15109
116024,14046
116024,21243
116024,151
116024,21897
116024,19595
116024,5280
116024,1374
116024,18588
116024,19151
116024,450
116024,20662
116024,613
116024,17522
116024,10222
116024,768
116024,17366
116024,10907
116024,21416
116024,21475
116024,2630
116024,10485
116024,17217
116024,21722
116024,6181
116024,13791
116024,9472
116024,12886
116024,10690
116024,5676
116024,1393
116024,12260
116024,7940
116024,13840
116024,5469
116024,21031
116024,5121
116024,11429
116024,15846
116024,25
116024,10309
116024,16104
116024,17446
116024,10636
116024,12966
116024,2713
116024,706
116024,14258
116024,12614
116024,3567
116024,14238
116024,11893
116024,9921
116024,9533
116024,19934
116024,7435
116024,1775
116024,12699
116024,16421
116024,12797
116024,4212
116024,19299
116024,1076
116024,10425
116024,17608
116024,6319
116024,19306
116024,9185
116024,6268
116024,9888
116024,5616
116024,9996
116024,3591
116024,12625
116024,4189
116024,10345
116024,16516
116024,7367
116024,16378
116024,14074
116024,9896
116024,5987
116024,4693
116024,16194
116024,18418
116024,8355
116024,2706
116024,18628
116024,19927
116024,14231
116024,14963
116024,4123
116024,18923
116024,10996
116024,9638
116024,20869
116024,13364
116024,4595
116024,11311
116024,1154
116024,14458
116024,12016
116024,56
116024,6165
116024,5176
116024,15843
116024,12673
116024,170
116024,17107
116024,5567
116024,474
116024,19951
116024,4011
116024,8842
116024,3131
116024,16350
116024,1762
116024,4396
116024,21123
116024,21073
116024,12322
116024,12340
116024,17796
116024,3376
116024,16098
116024,6089
116024,19156
116024,21599
116024,13246
116024,9322
116024,8484
116024,5483
116024,1860
116024,6018
116024,9337
116024,6906
116024,22090
116024,5817
116024,20534
116024,13067
116024,6983
116024,13221
116024,13735
116024,8314
116024,15477
116024,22152
116024,14905
116024,15826
116024,5733
116024,17541
116024,6707
116024,16414
116024,881
116024,15146
116024,14425
116024,2316
116024,893
116024,5140
116024,10836
116024,20754
116024,8697
116024,16314
116024,9891
116024,9898
116024,18304
116024,7666
116024,16693
116024,11019
116024,2958
116024,16259
116024,7049
116024,1314
116024,4539
116024,14857
116024,5697
116024,20549
116024,9632
116024,12826
116024,20161
116024,778
116024,2358
116024,12478
116024,15654
116024,10784
116024,662
116024,5768
116024,11480
116024,13071
116024,3167
116024,17367
116024,7516
116024,4470
116024,15719
116024,10879
116024,10579
116024,3887
116024,12833
116024,5310
116024,6329
116024,13829
116024,20629
116024,14075
116024,15349
116024,2826
116024,10593
116024,14496
116024,14402
116024,2782
116024,4245
116024,12548
116024,21725
116024,16375
116024,15355
116024,5927
116024,1068
116024,18666
116024,265
116024,17558
116024,360
116024,19425
116024,16046
116024,8479
116024,6306
116024,16740
116024,5735
116024,13905
116024,19838
116024,16962
116024,9740
116024,19811
116024,5937
116024,16252
116024,350
116024,4457
116024,5760
116024,21652
116024,7746
116024,21731
116024,11034
116024,21468
116024,6842
116024,18932
116024,6851
116024,5122
116024,8418
116024,20664
116024,2510
116024,1303
116024,20384
116024,1220
116024,17494
116024,13203
116024,12691
116024,12370
116024,7764
116024,15661
116024,10163
116024,16612
116024,9564
116024,21228
116024,15918
116024,18664
116024,4114
116024,19496
116024,1796
116024,10399
116024,12845
116024,15629
116024,11625
116024,19037
116024,14914
116024,2228
116024,4161
116024,10595
116024,9075
116024,7561
116024,15943
116024,9882
116024,4571
116024,8104
116024,5539
116024,2699
116024,76
116024,927
116024,12956
116024,17279
116024,3048
116024,22133
116024,1694
116024,8287
116024,6861
116024,8131
116024,18603
116024,15430
116024,12637
116024,11219
116024,21081
116024,6279
116024,6086
116024,11861
116024,5757
116024,16283
116024,8845
116024,14038
116024,19344
116024,6974
116024,20873
116024,1754
116024,8590
116024,8226
116024,12232
116024,20578
116024,13592
116024,10545
116024,17812
116024,20035
116024,10310
116024,13513
116024,21843
116024,16484
116024,5342
116024,3492
116024,9376
116024,15196
116024,3494
116024,11334
116024,2188
116024,14105
116024,5379
116024,11762
116024,4391
116024,12203
116024,12663
116024,1481
116024,19159
116024,21013
116024,19802
116024,21516
116024,10188
116024,10855
116024,21235
116024,13560
116024,18207
116024,6189
116024,21967
116024,21744
116024,5424
116024,22188
116024,12556
116024,11004
116024,7414
116024,10841
116024,21520
116024,8540
116024,13868
116024,8751
116024,14016
116024,11218
116024,10083
116024,1270
116024,8285
116024,17925
116024,16923
116024,13251
116024,8825
116024,16212
116024,12920
116024,8497
116024,5120
116024,20964
116024,19858
116024,3587
116024,18299
116024,18177
116024,4639
116024,21988
116024,1614
116024,20659
116024,21483
116024,5689
116024,18703
116024,21962
116024,21820
116024,20225
116024,4213
116024,15712
116024,4462
116024,1033
116024,3295
116024,11307
116024,21578
116024,4153
116024,5239
116024,20204
116024,11357
116024,14625
116024,5636
116024,2329
116024,10709
116024,20618
116024,324
116024,765
116024,3729
116024,14155
116024,15866
116024,2225
116024,18589
116024,13325
116024,3012
116024,17313
116024,20614
116024,17209
116024,11099
116024,7640
116024,14575
116024,1485
116024,21100
116024,14690
116024,8154
116024,10530
116024,21858
116024,10439
116024,2851
116024,11541
116024,18414
116024,17275
116024,6978
116024,2235
116024,3734
116024,1931
116024,7898
116024,16992
116024,1628
116024,20870
116024,10790
116024,4895
116024,19899
116024,19629
116024,17321
116024,6199
116024,10476
116024,5563
116024,21787
116024,19820
116024,15178
116024,12186
116024,16680
116024,11231
116024,21043
116024,9283
116024,48
116024,5177
116024,4296
116024,7644
116024,4071
116024,6682
116024,2720
116024,299
116024,4258
116024,14278
116024,15549
116024,12264
116024,5786
116024,16255
116024,18590
116024,16018
116024,3816
116024,876
116024,1039
116024,9871
116024,12090
116024,2770
116024,2793
116024,20403
116024,3265
116024,15153
116024,8272
116024,2715
116024,6550
116024,18007
116024,21196
116024,17134
116024,21902
116024,7655
116024,9844
116024,4085
116024,18469
116024,2060
116024,18877
116024,10872
116024,9103
116024,3776
116024,9623
116024,3220
116024,21672
116024,19257
116024,9234
116024,8944
116024,12371
116024,20594
116024,17029
116024,16013
116024,1215
116024,13797
116024,15674
116024,21275
116024,20516
116024,2574
116024,16527
116024,13622
116024,1317
116024,7765
116024,3908
116024,12731
116024,21632
116024,4201
116024,41
116024,5102
116024,17084
116024,5956
116024,13747
116024,15566
116024,18425
116024,4773
116024,9364
116024,20978
116024,8035
116024,19644
116024,1655
116024,11505
116024,1324
116024,9220
116024,6724
116024,7294
116024,7691
116024,1873
116024,8062
116024,17656
116024,15021
116024,2969
116024,648
116024,13553
116024,1847
116024,19204
116024,12759
116024,16696
116024,7335
116024,19690
116024,3209
116024,8457
116024,2736
116024,21635
116024,8610
116024,19227
116024,9034
116024,16641
116024,9675
116024,6529
116024,2954
116024,21116
116024,12254
116024,956
116024,7890
116024,2776
116024,21249
116024,20348
116024,17806
116024,9227
116024,14484
116024,6602
116024,7632
116024,18399
116024,11589
116024,15061
116024,13002
116024,14695
116024,20471
116024,15179
116024,1405
116024,5666
116024,2442
116024,17949
116024,5289
116024,3593
116024,13014
116024,12364
116024,6949
116024,15855
116024,11460
116024,8257
116024,8420
116024,9111
116024,1222
116024,3872
116024,20250
116024,2589
116024,18470
116024,7470
116024,21855
116024,3493
116024,3152
116024,21357
116024,9426
116024,19481
116024,21317
116024,22069
116024,19472
116024,22254
116024,11616
116024,17066
116024,12407
116024,21589
116024,12740
116024,20078
116024,20946
116024,3559
116024,1112
116024,11385
116024,3436
116024,11083
116024,13181
116024,20418
116024,22007
116024,18041
116024,8069
116024,10659
116024,1927
116024,20702
116024,17780
116024,8609
116024,338
116024,3416
116024,11395
116024,12530
116024,17423
116024,8994
116024,11998
116024,8362
116024,20601
116024,19643
116024,8169
116024,138
116024,20653
116024,19155
116024,17046
116024,19689
116024,5191
116024,13915
116024,2753
116024,4856
116024,16296
116024,14862
116024,3632
116024,3116
116024,21693
116024,16461
116024,2733
116024,8960
116024,8972
116024,19373
116024,15340
116024,4144
116024,19605
116024,18052
116024,12969
116024,7582
116024,4865
116024,22045
116024,13669
116024,42
116024,7070
116024,7181
116024,5791
116024,6656
116024,323
116024,7547
116024,19990
116024,12386
116024,173
116024,21397
116024,3974
116024,6816
116024,1895
116024,12611
116024,21117
116024,3071
116024,3108
116024,19271
116024,19482
116024,8757
116024,10176
116024,22245
116024,9817
116024,8790
116024,19303
116024,3830
116024,17424
116024,10245
116024,3678
116024,16242
116024,16811
116024,8638
116024,313
116024,235
116024,4407
116024,15490
116024,11278
116024,10371
116024,1272
116024,20689
116024,15293
116024,17708
119129,17979
119129,7895
119129,16430
119129,1217
119129,9939
119129,16476
119129,1177
119129,7851
119129,15660
119129,2348
119129,20048
119129,18172
119129,11635
119129,9408
119129,6623
119129,5218
119129,2316
119129,16336
119129,1933
119129,18891
119129,10116
119129,9925
100046,8546
100046,18342
100046,7133
100046,851
100046,16044
100046,8201
100046,5955
100046,10687
100046,5216
100046,5804
100046,824
100046,19229
100046,13124
100046,13436
100046,15025
100046,2289
100046,5212
100046,7021
100046,16909
100046,8041
100046,3752
100046,15067
100046,17225
100046,19555
100046,5430
100046,2887
100046,20380
100046,2348
100046,4691
100046,322
100046,1085
100046,2964
100046,15591
100046,790
100046,2408
100046,20645
100046,6434
100046,10432
100046,12936
100046,12886
100046,10309
100046,22152
100046,20629
100046,11091
100046,13825
100046,2620
100046,6306
100046,16740
100046,5843
100046,4309
100046,19037
100046,2699
100046,21262
100046,4902
100046,2622
100046,4437
100046,10618
100046,765
100046,12274
100046,8154
100046,145
100046,726
100046,15127
100046,16452
100046,13
100046,740
100046,16202
100046,20173
100046,2326
100046,12407
100046,5046
100046,10659
100046,16154
100046,16664
100046,16461
100046,20385
100046,4031
100046,16958
151921,9156
151921,5335
151921,937
151921,15811
151921,1646
151921,2924
151921,10022
151921,21893
151921,15660
151921,17158
151921,18124
151921,12749
151921,17126
151921,19151
151921,13705
151921,13071
151921,16941
151921,10910
151921,20614
151921,9872
151921,5334
151921,5046
151921,1616
151921,2436
151921,9114
151921,14640
159704,15005
159704,15095
159704,16709
159704,3496
159704,9643
159704,5642
159704,9960
159704,4209
159704,5255
159704,21373
159704,11091
159704,14874
93161,9763
93161,14933
93161,4203
93161,376
93161,5936
93161,2180
30894,16724
30894,15327
30894,9687
30894,20471
133231,13208
133231,14842
133231,8546
133231,6074
133231,292
133231,20150
133231,5893
133231,5932
133231,8840
133231,6044
133231,17753
133231,2922
133231,2303
133231,15416
133231,17588
133231,18384
133231,18901
133231,5681
133231,13332
133231,5624
133231,9745
133231,1280
133231,13488
133231,20169
133231,16786
133231,18303
133231,9960
133231,20313
133231,7956
133231,9027
133231,13801
133231,20810
133231,10362
133231,13867
133231,177
133231,7398
133231,11635
133231,10312
133231,14329
133231,3212
133231,7736
133231,5222
133231,416
133231,4242
133231,18146
133231,1775
133231,2945
133231,3606
133231,6927
133231,14458
133231,8842
133231,21780
133231,2358
133231,13620
133231,13560
133231,20411
133231,11468
133231,10618
133231,18772
133231,4071
133231,1317
133231,7632
133231,6152
133231,21807
133231,8362
133231,4039
133231,9377
111283,15121
111283,15005
111283,13760
111283,19326
111283,22195
111283,13610
111283,2364
111283,13071
111283,20046
111283,16137
111283,14836
111283,13728
111283,4442
111283,20418
111283,789
100048,14237
100048,9496
100048,6807
100048,15005
100048,6891
100048,15677
100048,15067
100048,20313
100048,17126
100048,3167
100048,8609
128485,15199
128485,16796
128485,5412
128485,10387
128485,6981
128485,5335
128485,16916
128485,19398
128485,14324
128485,23
128485,3300
128485,17370
128485,17044
128485,18312
128485,22136
128485,17591
128485,958
128485,657
128485,9394
128485,8755
128485,4888
128485,304
128485,1676
128485,12739
128485,8089
128485,14237
128485,1591
128485,9496
128485,8728
128485,6807
128485,8611
128485,4846
128485,22257
128485,13921
128485,15653
128485,11473
128485,17838
128485,21916
128485,2273
128485,1117
128485,14933
128485,493
128485,12715
128485,3433
128485,6843
128485,21695
128485,8179
128485,9599
128485,18993
128485,7895
128485,6814
128485,7167
128485,6209
128485,15005
128485,9081
128485,193
128485,16950
128485,13666
128485,9807
128485,14341
128485,10335
128485,12362
128485,18508
128485,4087
128485,12790
128485,8871
128485,11470
128485,16430
128485,6714
128485,1217
128485,277
128485,11142
128485,21091
128485,17692
128485,18307
128485,4203
128485,15811
128485,1072
128485,11247
128485,15535
128485,17751
128485,20251
128485,13500
128485,6269
128485,19431
128485,8526
128485,7559
128485,11554
128485,9939
128485,16913
128485,1425
128485,2803
128485,1573
128485,7750
128485,2520
128485,5680
128485,1280
128485,11010
128485,15723
128485,1177
128485,2924
128485,4266
128485,17159
128485,10217
128485,481
128485,20511
128485,6428
128485,20879
128485,13309
128485,566
128485,4890
128485,5794
128485,8703
128485,15067
128485,10022
128485,15206
128485,8267
128485,3019
128485,18750
128485,16636
128485,16507
128485,11984
128485,7138
128485,21345
128485,5696
128485,18303
128485,15660
128485,16297
128485,2691
128485,3224
128485,7454
128485,21697
128485,4990
128485,17909
128485,17391
128485,9978
128485,2657
128485,2132
128485,2348
128485,11638
128485,490
128485,5603
128485,21271
128485,17158
128485,5250
128485,4375
128485,16813
128485,16391
128485,12117
128485,20973
128485,21267
128485,13296
128485,4525
128485,19195
128485,13603
128485,6514
128485,18793
128485,3624
128485,9464
128485,3486
128485,8947
128485,7629
128485,21728
128485,8136
128485,21633
128485,17739
128485,20810
128485,7986
128485,18673
128485,3205
128485,7198
128485,16155
128485,21773
128485,177
128485,20048
128485,3524
128485,10472
128485,11635
128485,1567
128485,6623
128485,17075
128485,1274
128485,12233
128485,10104
128485,21622
128485,376
128485,18844
128485,687
128485,3062
128485,9603
128485,9346
128485,18564
128485,6434
128485,17149
128485,3615
128485,5222
128485,19164
128485,11629
128485,11374
128485,16095
128485,9824
128485,19298
128485,6270
128485,6868
128485,798
128485,9188
128485,17937
128485,6628
128485,13138
128485,22100
128485,19151
128485,3996
128485,4018
128485,10907
128485,5507
128485,18146
128485,19628
128485,10309
128485,5218
128485,10636
128485,9332
128485,12396
128485,9533
128485,8336
128485,20063
128485,2398
128485,4827
128485,9185
128485,5028
128485,20924
128485,3343
128485,2809
128485,20611
128485,13705
128485,14153
128485,1782
128485,12962
128485,19951
128485,17545
128485,8695
128485,1019
128485,2966
128485,7941
128485,22152
128485,8398
128485,21148
128485,14500
128485,15982
128485,21780
128485,16693
128485,13026
128485,9837
128485,1314
128485,16475
128485,20549
128485,5345
128485,20356
128485,5768
128485,13071
128485,17367
128485,16941
128485,6357
128485,10910
128485,15506
128485,1031
128485,13559
128485,17870
128485,6306
128485,16740
128485,4712
128485,14597
128485,6851
128485,11464
128485,10927
128485,18350
128485,18664
128485,4114
128485,2180
128485,21265
128485,9617
128485,12232
128485,10365
128485,17812
128485,19187
128485,3089
128485,3492
128485,9806
128485,18424
128485,10813
128485,10188
128485,22188
128485,12556
128485,10060
128485,5871
128485,14045
128485,4515
128485,16137
128485,10244
128485,3587
128485,12613
128485,18405
128485,21820
128485,3295
128485,11912
128485,18467
128485,2435
128485,10116
128485,8732
128485,22239
128485,20614
128485,7806
128485,14836
128485,21092
128485,21100
128485,22178
128485,3734
128485,2688
128485,21787
128485,22235
128485,12200
128485,9283
128485,8291
128485,5177
128485,4714
128485,4027
128485,9872
128485,15066
128485,10108
128485,16190
128485,9210
128485,19790
128485,3681
128485,5334
128485,6012
128485,19418
128485,10892
128485,20669
128485,3867
128485,6768
128485,18624
128485,20502
128485,20180
128485,21278
