target_entrez,disease_icd10
5961,203527
5961,206506
5961,206630
5961,206846
5961,206393
5961,205936
5961,205664
5961,203339
5961,205161
5961,208387
5961,203553
5961,206672
5961,204757
17876,208690
9722,207208
5439,204562
5439,204630
5439,207046
5439,203487
5439,208031
11987,207204
11987,204202
11987,207683
16465,204302
16465,207567
21468,204971
13916,204630
12798,207580
12798,204908
21277,207161
21277,207573
2373,207161
2373,207573
339,206135
20915,206523
9397,208037
22282,207128
22282,204598
8312,207161
8312,207573
19450,204138
19450,205913
18976,207720
18976,208731
18976,208629
15902,204630
1603,206910
1603,206208
1603,208579
1603,205747
1603,205576
1603,206658
1603,204424
1603,203453
1603,203559
1603,203528
1603,208621
1309,205429
1309,208295
14286,208690
14286,206167
14286,208241
8526,205429
8526,208295
8952,204124
18487,205018
18487,203263
21287,206241
21287,204729
21287,206365
21287,206028
21287,204562
21287,208690
7451,205287
3027,205287
7451,204986
3027,204986
7451,205535
3027,205535
1997,206241
1997,204729
1997,206365
1997,206028
15733,205224
14042,205977
14042,207480
13781,207956
13781,206275
13781,208541
13781,208663
13781,207055
13781,206910
21448,206769
21448,205820
16655,206365
8766,206241
8766,204729
8766,206365
8766,206028
8766,207683
16005,203611
10851,203611
1101,203611
16005,203330
10851,203330
1101,203330
16005,206839
10851,206839
1101,206839
16005,204754
10851,204754
1101,204754
16005,205355
10851,205355
1101,205355
16005,205483
10851,205483
1101,205483
1101,204971
8353,207099
8353,207326
21591,206365
13910,206910
10072,206365
19153,207720
3028,204302
3028,207567
4900,208118
4900,208706
4900,207254
4900,208250
4900,208254
4900,207082
4900,204811
4900,203822
5390,206772
10272,203608
10631,205508
13007,206365
7491,204374
7491,206021
9302,207161
9302,207573
21378,206241
21378,204729
21378,206365
21378,206028
21378,207683
16544,207704
11801,207580
11801,204908
11302,203608
17185,206200
11302,206200
17185,207360
11302,207360
11302,206672
11302,204757
17185,204971
11302,204971
4161,206086
4161,207260
4161,206342
4161,206828
4161,208419
4161,205127
10690,206200
10690,207360
10690,205871
10690,207260
10690,206342
10690,206828
10690,208419
10690,205127
10690,206672
10690,204757
10690,204971
11625,207580
11625,204908
10780,208081
20734,207580
20734,204908
18313,206821
21580,203943
11661,204124
20702,205429
20702,208295
8995,207161
8995,207573
7011,207204
7011,204202
9645,204157
14791,207332
14791,205642
14791,206428
14791,207161
14791,207573
12887,204562
12887,205959
12887,208704
12887,206526
12887,207204
12887,205378
12887,205768
12887,205287
12887,206757
12887,205101
12887,204966
12887,204970
12887,208061
12887,206427
12887,204535
12887,204952
12887,206864
12887,203278
12887,205304
12887,204953
12887,205821
12887,203460
12887,206726
12887,205547
12887,204986
12887,206875
12887,204759
12887,208135
12887,205963
12887,205684
12887,204509
306,208690
12572,207161
12572,207573
12045,208773
21081,208829
5405,203252
5405,205380
5405,204554
5405,204537
5405,208645
5405,203343
5405,204253
5405,204522
5405,203923
5405,205776
5405,207547
5405,204971
5405,206399
5405,207527
5405,207360
5405,204339
5405,208274
5405,206200
5405,203527
5405,206506
5405,206630
5405,206846
5405,206393
5405,205936
5405,205664
5405,203339
5405,205161
5405,208387
5405,203553
6754,203252
12997,203252
6754,205380
12997,205380
6754,204554
12997,204554
6754,204537
12997,204537
6754,208645
12997,208645
6754,203343
12997,203343
6754,204253
12997,204253
6754,204522
12997,204522
6754,203923
12997,203923
6754,205776
12997,205776
6754,207547
12997,207547
6754,204971
12997,204971
6754,206399
12997,206399
6754,207527
12997,207527
6754,207360
12997,207360
6754,204339
12997,204339
6754,208274
12997,208274
6754,206200
12997,206200
6754,203527
12997,203527
6754,206506
12997,206506
6754,206630
12997,206630
6754,206846
12997,206846
6754,206393
12997,206393
6754,205936
12997,205936
6754,205664
12997,205664
6754,203339
12997,203339
6754,205161
12997,205161
6754,208387
12997,208387
6754,203553
12997,203553
2712,206672
2712,204757
4865,204710
18969,206073
21124,203379
21124,206067
21124,207302
10458,203252
10458,205380
10458,204554
10458,204537
10458,208645
10458,203343
10458,204253
10458,204522
10458,203923
10458,205776
10458,207547
10458,204971
10458,206399
10458,207527
10458,207360
10458,204339
10458,208274
10458,206200
10458,203527
10458,206506
10458,206630
10458,206846
10458,206393
10458,205936
10458,205664
10458,203339
10458,205161
10458,208387
10458,203553
18398,204473
20595,205535
11029,206638
11029,207562
11029,205805
11029,207664
11029,207138
11029,205252
11029,206107
11029,207061
17265,203963
6804,204880
6804,204501
6804,206181
15434,204302
15434,207567
5682,207720
2775,207580
21088,207580
2775,204908
21088,204908
10892,206208
10892,208579
10892,205747
10892,205576
10892,206658
10892,204424
10892,203453
10892,203559
10892,203528
10892,206241
10892,204729
10892,206365
10892,206028
10892,205959
10892,208704
10892,206526
10892,205378
10892,205768
10892,205287
10892,206757
10892,205101
10892,204966
10892,204970
10892,208061
10892,206427
10892,204535
10892,204952
10892,206864
10892,203278
10892,205304
10892,204953
10892,205821
10892,203460
10892,206726
10892,205547
10892,204986
10892,206875
10892,204759
10892,208135
10892,205963
10892,205684
10892,207683
13090,207161
13090,207573
5235,203753
5235,203475
7571,206073
3463,207161
3463,207573
11186,206086
11186,204604
11186,204937
11186,205532
11186,207749
10154,207161
10154,207573
4875,205977
4875,207480
13915,204630
2899,204562
2899,203707
2899,204664
3245,207260
3245,206342
3245,206828
3245,208419
3245,205127
8568,205871
8568,206208
8568,208579
8568,205747
8568,205576
8568,206658
8568,204424
8568,203453
8568,203559
8568,203528
8706,206208
8706,208579
8706,205747
8706,205576
8706,206658
8706,204424
8706,203453
8706,203559
8706,203528
1107,207260
1107,206342
1107,206828
1107,208419
1107,205127
18601,206200
18601,207360
18601,205871
8239,203963
8770,204880
8770,204501
8770,206181
19796,204971
10947,205576
10947,206658
10947,204424
12539,207567
15178,203608
11192,207720
21275,204138
21275,205913
11647,205532
11647,207749
2991,207580
2991,204908
13206,203608
9687,204381
9687,206348
18432,206241
18432,204729
18432,206365
18432,206028
9098,207720
8942,207161
8942,207573
18913,207720
12208,206672
12208,204757
18522,204562
18522,207912
18522,207839
18522,208290
18522,205136
18522,204368
18522,208318
18522,204946
18522,207100
18522,203596
18522,206851
18522,203425
18522,204352
18522,204417
18522,205782
18522,207857
18522,205908
18522,204292
18522,207510
18522,207946
18522,205559
18522,203297
18522,205883
18522,204195
7985,204302
7985,207567
12471,207099
12471,207326
12878,203608
12502,208201
20150,204302
20150,207567
2429,207332
2429,205642
2429,206428
19853,206241
19853,204729
19853,206365
19853,206028
6346,208298
6346,207264
13987,207161
13987,207573
9203,206910
2716,207580
2716,204908
14552,208118
14552,208810
4152,206200
4152,207360
7954,207161
10349,207161
7954,207573
10349,207573
8276,207161
8276,207573
15098,207704
16795,207161
16795,207573
20543,208298
20543,207264
2097,204971
295,208829
20460,205977
20460,207480
14596,207260
14596,206342
14596,206828
14596,208419
14596,205127
13298,208051
13298,204372
8334,204013
12730,204630
10374,205871
1215,204861
19632,204302
19632,207567
15950,208690
17275,203506
17275,204931
15850,207204
11168,207204
15850,204202
11168,204202
5755,204630
8045,204630
16645,204630
8109,204001
8109,204069
12853,205940
12853,205482
7321,208829
20724,204124
20724,207634
13374,205049
6438,203528
9934,203528
6052,208456
6052,203742
6052,204509
564,204374
564,206021
5647,204124
5647,207634
12288,206672
13091,206672
12288,204757
13091,204757
17928,204524
19764,205977
19764,207480
14552,206700
7265,206241
7265,204729
7265,206365
7265,206028
19163,206241
19163,204729
19163,206365
19163,206028
22081,203453
22081,203559
8724,207683
17359,206821
17359,207204
17359,204202
17359,207683
19335,206707
19335,204459
19335,208525
5321,205948
5321,204589
406,205948
406,204589
6504,205948
6504,204589
15962,206700
1271,207111
3294,207005
3294,204539
16696,208169
16696,206831
16696,204805
16696,203541
16696,206672
16696,204757
19287,207968
7730,208169
7730,206831
7730,204971
16910,204971
7730,205664
16910,205664
7730,207130
16910,207130
7730,203829
7730,206672
7730,204757
14552,205155
14552,203575
6207,204099
6207,206644
21944,206134
2651,206134
3320,206134
18339,204240
4935,206174
4935,205550
9323,205485
9323,205475
10530,205584
10530,206784
10530,203870
10530,206417
10530,205475
10530,204747
12650,204001
12650,206866
12650,205181
2224,206700
2224,206672
2224,204757
2224,204747
19522,206783
19522,206139
19522,207813
19522,204496
19522,203851
6489,205475
1060,204001
1060,203575
1060,205475
13597,206700
5845,204880
5845,204501
5845,206181
20338,206821
20338,207683
19435,203963
1604,205871
21074,208015
21074,203907
9168,208639
394,204302
394,207567
693,204971
8362,208298
8362,207264
8362,204971
15021,203577
15021,204852
13237,207161
13237,207573
20837,204879
20837,208114
20837,204586
12459,204649
17121,207204
17121,204202
17121,205287
17121,204986
17121,205535
14552,206915
11770,208622
11794,208622
7888,208622
9224,208622
18046,203608
7838,206638
7838,207562
7838,205805
7838,207664
7838,207138
7838,205252
7838,206107
7838,207061
14099,207161
14099,207573
10783,207580
10783,204908
1737,203963
1565,204971
20923,208045
20923,205530
20923,204605
20923,203678
20923,204007
20923,208513
20923,207496
20923,205779
20923,207672
20923,204972
20923,205189
20923,207349
20923,207953
20923,206585
20923,207677
20923,207861
20923,204647
20923,203548
20923,204850
20923,205998
20923,204021
20923,205680
20923,203934
20923,206001
20923,206811
20923,205989
20923,207905
20923,205330
20923,203325
20923,208463
20923,205337
20923,206747
20923,207266
20923,204488
20923,205283
20923,208470
20923,207166
20923,204533
20923,204067
20923,203356
20923,208310
20923,206439
20923,205178
20923,207296
20923,203447
20923,206027
20923,204521
20923,204114
20923,206735
20923,203894
20923,206745
20923,207777
20923,208715
20923,204125
20923,208503
20923,204514
20923,207297
20923,203375
20923,208792
20923,208124
20923,206058
20923,207873
20923,204996
20923,205137
20923,206346
20923,206163
20923,208597
20923,203354
20923,205322
20923,205338
20923,205405
20923,208521
20923,206315
20923,207658
20923,203418
20923,204900
20923,205885
20923,208737
20923,205260
20923,207321
20923,205988
20923,206676
20923,206985
20923,207589
20923,205046
20923,206595
20923,205162
20923,206940
20923,204455
20923,206092
20923,206462
20923,208391
20923,204857
20923,204705
20923,205118
20923,207326
20923,203852
20923,205336
20923,204936
20923,206787
20923,205574
20923,203599
20923,203590
20923,207666
20923,203635
20923,204585
20923,206297
20923,207117
20923,208670
20923,205813
20923,206133
20923,206234
20923,205176
20923,206187
20923,205087
20923,205223
20923,208303
20923,206697
20923,206216
20923,205735
20923,208326
20923,207705
20923,205922
20923,207109
20923,205173
20923,206483
20923,205863
20923,205078
20923,207497
20923,204963
20923,204680
20923,204281
20923,208218
20923,203808
20923,203283
1129,204302
1129,207567
11549,204568
4582,204630
8547,204240
969,204240
8547,203667
969,203667
8547,203845
969,203845
8547,205674
969,205674
3353,207716
3353,205616
3353,206878
3353,204069
3353,208563
22153,204484
22153,206235
22153,204638
20423,205475
15386,206014
14593,206014
6350,204001
19000,208651
19000,204805
19000,204938
19000,205582
19000,205907
19000,205475
14889,208658
14889,208637
10961,205475
6660,204805
6660,206672
6660,204757
3496,204805
3496,203669
3496,203393
3496,205475
1833,204630
13183,206672
13183,204757
8813,206241
8813,204729
8813,206365
8813,206028
1938,206241
6637,206241
1938,204729
6637,204729
1938,206365
6637,206365
1938,206028
6637,206028
1938,206996
6637,206996
1938,208459
6637,208459
6637,206518
1938,204294
6637,204294
1938,204347
6637,204347
6637,205353
6637,206573
15488,204630
17294,208829
14552,204710
14552,207716
14552,205616
14552,204209
14552,205485
14552,208115
14552,204108
14552,205709
14552,208507
14552,208321
14552,205475
12723,204971
9004,205871
14836,207720
9098,206638
9098,207562
9098,205805
9098,207664
9098,207138
9098,205252
9098,206107
9098,207061
15199,206241
15199,204729
15199,206365
15199,206028
15199,206091
15199,207648
15199,206910
15199,203624
15199,203851
15199,207609
15199,205591
15199,206173
15199,208330
15199,207537
15199,208149
15199,205556
15199,204043
15199,204616
15199,206872
15199,203573
15199,204164
15199,207277
15199,203717
15199,208653
15199,204711
15199,204220
15199,203979
15199,207132
15199,208789
15199,203759
15199,206884
15199,206485
15199,205970
15199,205094
15199,205844
15199,203468
2074,203359
2074,203575
13640,205480
13640,207771
9042,205475
9042,208490
9042,203630
9042,208031
9042,205254
9042,204710
19126,208248
4552,206369
4552,205475
6801,203396
15013,205475
20763,207121
20763,206877
20763,208294
5348,206200
5348,207360
20023,207121
11741,207121
13622,207121
20023,206877
11741,206877
13622,206877
20023,208294
11741,208294
13622,208294
458,204124
2973,204302
2973,207567
18972,207580
18972,204908
6652,203611
6652,203330
6652,206839
6652,204754
6652,205355
18630,204630
2182,207580
2182,204908
20388,206241
20388,204729
20388,206365
20388,206028
15089,206910
13367,206241
13367,204729
13367,206365
13367,206028
21197,208829
6043,204630
17851,206910
7659,206241
7659,204729
7659,206365
7659,206028
4586,203463
4586,204157
795,206208
795,208579
795,205747
795,205576
795,206658
795,204424
795,203453
795,203559
795,203528
16836,208710
16836,208603
16836,205532
16836,207749
16836,203660
16303,206913
17713,206913
16303,206292
17713,206292
8475,204298
8475,203538
8861,205576
8861,206658
8861,204424
20534,208622
1298,206672
1298,204757
5695,203463
5695,204157
16655,206913
16655,206292
13908,204013
20763,207580
20763,204908
21690,204056
21690,205503
21690,205691
21690,203803
21690,208556
4702,204630
13833,204630
8874,206241
8874,204729
8874,206365
8874,206028
17479,204302
17479,207567
4501,206059
4501,205068
4501,204002
15527,205959
15527,208704
15527,206526
15527,207204
15527,205378
15527,205768
15527,205287
15527,206757
15527,205101
15527,204966
15527,204970
15527,208061
15527,206427
15527,204535
15527,204952
15527,206864
15527,203278
15527,205304
15527,204953
15527,205821
15527,203460
15527,206726
15527,205547
15527,204986
15527,206875
15527,204759
15527,208135
15527,205963
15527,203963
6923,206913
6923,206292
13863,206910
1174,205429
1174,208295
9001,207580
3267,207580
9001,204908
3267,204908
12795,206523
13358,204880
13358,204501
13358,206181
12235,207912
12235,207839
12235,208290
12235,205136
12235,204368
12235,208318
12235,204946
12235,207100
12235,203596
12235,206851
12235,203425
12235,204352
12235,204417
12235,205782
12235,207857
12235,205908
12235,204292
12235,207510
12235,207946
12235,205559
12235,203297
12235,205883
12235,204195
6652,205483
6652,207989
9889,206913
9889,206292
16177,206241
1928,206241
16177,204729
1928,204729
16177,206365
1928,206365
16177,206028
1928,206028
14893,205250
14893,207208
14893,205475
14893,204106
14893,207931
14893,205829
5716,206241
11154,206241
5716,204729
11154,204729
5716,206365
11154,206365
5716,206028
11154,206028
10402,206241
10402,204729
10402,206365
10402,206028
19737,205049
4440,206241
4440,204729
4440,206365
4440,206028
4440,207683
1676,206135
6662,204013
9422,206913
20096,206913
9422,206292
20096,206292
5695,207580
5695,204908
13605,203380
6375,207580
6375,204908
20763,207183
20763,206929
11672,206910
2083,207614
589,207614
2083,205248
589,205248
16566,206369
12931,206369
16566,207473
12931,207473
16566,204013
12931,204013
16566,204484
12931,204484
16566,206235
12931,206235
16566,203517
12931,203517
16566,206172
12931,206172
16566,208691
12931,208691
16566,203669
12931,203669
16566,203393
12931,203393
16566,206174
12931,206174
16566,203630
12931,203630
16566,205550
12931,205550
16566,208564
12931,208564
16566,203575
12931,203575
16566,204286
12931,204286
16566,203970
12931,203970
16566,205475
12931,205475
18361,207444
18361,205052
19356,208773
12753,203611
12753,203330
12753,206839
12753,204754
12753,205355
8803,204630
1600,205576
1600,206658
1600,204424
10685,204630
19886,207580
19886,204908
16160,207580
2899,207580
16160,204908
2899,204908
7531,204971
15414,204124
4725,204124
4725,206768
1862,204124
1862,204562
1862,207204
1862,204202
1862,207600
18626,204630
4761,203252
4761,205380
4761,204554
4761,204537
4761,208645
4761,203343
4761,204253
4761,204522
4761,203923
4761,205776
4761,207547
4761,204971
4761,206399
4761,207527
4761,204339
4761,208274
4761,203527
4761,206506
4761,206630
4761,206846
4761,206393
4761,205936
4761,205664
4761,203339
4761,205161
4761,208387
4761,203553
6343,204971
3791,207260
3791,206342
3791,206828
3791,208419
3791,205127
7269,207580
7269,204908
5896,204302
5896,207567
11342,204630
7530,207580
7530,204908
4058,207580
4058,204908
19877,206844
19877,207383
7432,207614
7432,205248
16497,208622
19485,207664
19485,208313
19485,203305
11944,207161
11944,207573
20825,207161
20825,207573
20149,207260
2984,207260
886,207260
20149,206342
2984,206342
886,206342
20149,206828
2984,206828
886,206828
20149,208419
2984,208419
886,208419
20149,205127
2984,205127
886,205127
983,204013
267,204013
19808,204013
1600,205429
1600,208295
11985,207580
11985,204908
5794,208045
5794,205530
5794,204605
5794,207979
5794,203678
5794,204007
5794,208513
5794,207496
5794,205779
5794,207672
5794,204972
5794,205189
5794,207349
5794,207953
5794,206585
5794,207677
5794,207861
5794,204647
5794,203548
5794,204850
5794,204021
5794,205680
5794,203934
5794,206001
5794,206811
5794,205989
5794,207905
5794,205330
5794,203325
5794,208463
5794,205337
5794,206747
5794,207266
5794,204488
5794,208470
5794,207166
5794,204533
5794,204067
5794,203356
5794,208310
5794,206439
5794,205178
5794,207296
5794,203447
5794,206027
5794,204521
5794,204114
5794,206735
5794,206745
5794,207777
5794,208715
5794,204125
5794,208503
5794,207297
5794,203375
5794,208792
5794,208124
5794,206058
5794,207873
5794,204996
5794,205137
5794,206346
5794,206163
5794,208597
5794,203354
5794,205322
5794,205338
5794,205405
5794,208521
5794,206315
5794,207658
5794,203418
5794,204900
5794,205885
5794,208737
5794,205260
5794,207321
5794,205988
5794,206676
5794,206985
5794,207589
5794,205046
5794,206595
5794,205162
5794,206940
5794,204455
5794,206092
5794,206462
5794,208391
5794,204857
5794,204705
5794,205118
5794,207326
5794,203852
5794,205336
5794,204936
5794,203437
5794,205574
5794,203599
5794,203590
5794,207666
5794,203635
5794,204585
5794,206297
5794,207117
5794,207554
5794,208670
5794,205813
5794,206133
5794,206234
5794,206187
5794,207459
5794,205223
5794,208303
5794,206697
5794,206216
5794,205735
5794,208326
5794,207705
5794,205922
5794,207109
5794,205173
5794,206483
5794,205863
5794,205078
5794,207497
5794,204963
5794,204680
5794,204281
5794,208218
5794,203808
1600,206913
1600,206292
12235,207580
12235,204908
15161,205346
3043,206682
3043,205346
1108,205034
2292,205532
2292,207749
20754,208579
20754,205747
6923,207580
6923,204908
10215,207580
10215,204908
12144,204630
7206,207161
7206,207573
21012,207332
10258,207332
21012,205642
10258,205642
21012,206428
10258,206428
17161,205871
2365,207683
6279,208045
6279,205530
6279,204605
6279,207979
6279,203678
6279,204007
6279,208513
6279,207496
6279,205779
6279,207672
6279,204972
6279,205189
6279,207349
6279,207953
6279,206585
6279,207677
6279,207861
6279,204647
6279,203548
6279,204850
6279,205998
6279,204021
6279,205680
6279,203934
6279,206001
6279,206811
6279,205989
6279,203441
6279,207905
6279,205330
6279,203325
6279,208463
6279,205337
6279,206747
6279,207266
6279,204488
6279,205283
6279,208470
6279,207166
6279,204533
6279,204067
6279,203356
6279,208310
6279,206439
6279,205178
6279,207296
6279,203447
6279,206027
6279,204521
6279,204114
6279,206735
6279,203894
6279,206745
6279,207777
6279,208715
6279,204125
6279,208503
6279,204514
6279,207297
6279,203375
6279,208792
6279,208124
6279,206058
6279,207873
6279,204996
6279,205137
6279,206346
6279,206163
6279,208597
6279,203354
6279,205322
6279,205338
6279,205405
6279,208521
6279,206315
6279,207658
6279,203418
6279,204900
6279,205885
6279,208737
6279,205260
6279,207321
6279,205988
6279,206676
6279,206985
6279,207589
6279,205046
6279,206595
6279,205162
6279,206940
6279,204455
6279,206092
6279,206462
6279,208391
6279,204857
6279,204705
6279,205118
6279,207326
6279,203852
6279,205336
6279,204936
6279,203437
6279,206787
6279,205574
6279,203599
6279,203590
6279,207666
6279,203635
6279,204585
6279,206297
6279,207117
6279,207554
6279,208670
6279,205813
6279,206133
6279,206234
6279,205176
6279,206187
6279,205087
6279,207459
6279,205223
6279,208303
6279,206697
6279,206216
6279,205735
6279,208326
6279,207705
6279,205922
6279,207109
6279,205173
6279,206483
6279,205863
6279,205078
6279,207497
6279,204963
6279,204680
6279,204281
6279,208218
6279,203808
6279,207614
19496,204677
19496,204575
19496,206169
19480,207602
11660,205456
16620,207580
16620,204908
8308,206821
18215,205871
18215,204604
18215,204937
18215,205532
18215,207749
13846,206913
13846,206292
10781,207580
10781,204908
686,207161
686,207573
16112,205576
16112,206658
16112,204424
18744,206913
18744,206292
14111,207780
18790,204302
18790,207567
17706,207260
17706,206342
17706,206828
17706,208419
17706,205127
19878,204562
571,208829
6978,205429
6978,208295
16120,207161
16120,207573
606,204971
9817,204138
9817,205913
21873,203611
12083,203611
21873,203330
12083,203330
21873,206839
12083,206839
21873,204754
12083,204754
21873,205355
12083,205355
21873,205483
12083,205483
4834,207161
4834,207573
6707,205576
6707,206658
6707,204424
14218,207204
14218,204202
6644,203453
6644,203559
16098,206208
16098,205576
16098,206658
16098,204424
16098,203559
16098,203528
16643,203453
16643,203559
5647,205227
16727,207204
16727,204202
19581,208731
19581,208629
15151,204124
5053,204971
19326,206910
8915,207260
8915,206342
8915,206828
8915,208419
8915,205127
4440,205959
10303,205959
4440,208704
10303,208704
4440,206526
10303,206526
4440,207204
10303,207204
4440,205378
10303,205378
4440,205768
10303,205768
4440,205287
10303,205287
4440,206757
10303,206757
4440,205101
10303,205101
4440,204966
10303,204966
4440,204970
10303,204970
4440,208061
10303,208061
4440,206427
10303,206427
4440,204535
10303,204535
4440,204952
10303,204952
4440,206864
10303,206864
4440,203278
10303,203278
4440,205304
10303,205304
4440,204953
10303,204953
4440,205821
10303,205821
4440,203460
10303,203460
10303,206726
4440,205547
10303,205547
4440,204986
10303,204986
4440,206875
10303,206875
4440,204759
10303,204759
4440,208135
10303,208135
4440,205963
10303,205963
4440,206681
10303,206681
10303,208579
10303,205747
4440,203480
10303,203480
4440,205627
10303,205627
4440,204562
10303,204562
4440,204202
10303,204202
10303,203453
10303,203559
10303,203528
4440,207090
10303,207090
4440,203753
10303,203753
4440,203475
10303,203475
11490,203575
8537,207683
14912,207161
14912,207573
19787,206975
19787,205424
19787,204714
19787,205294
17971,208579
17971,205747
15403,206682
12488,206839
12488,205483
12697,206913
12697,206292
4950,207161
4950,207573
3566,207683
11350,206241
11350,204729
11350,206365
11350,206028
4556,204302
4556,207567
17713,204630
4691,204630
12791,204630
21057,206241
21057,204729
21057,206365
21057,206028
12516,207161
12516,207573
17397,207204
17397,204202
3598,208829
3598,205871
2175,205977
2175,207480
20734,206672
20734,204757
22266,206913
22266,206292
17176,206073
147,203453
147,203559
147,204509
12984,207720
12984,208731
12984,208629
5568,208008
19529,208008
5568,206011
19529,206011
5568,205686
19529,205686
6728,204714
6728,205294
8098,207580
8098,204908
20734,203252
20734,205380
20734,204554
20734,204537
20734,208645
20734,203343
20734,204253
20734,204522
20734,203923
20734,205776
20734,207547
20734,206399
20734,207527
20734,207360
20734,204339
20734,208274
20734,206200
20734,203527
20734,206506
20734,206630
20734,206846
20734,206393
20734,205936
20734,205664
20734,203339
20734,205161
20734,208387
20734,203553
671,204169
9937,205871
13655,204630
7851,204138
7851,205913
4221,203709
4221,206294
4221,204692
12235,207091
7562,206208
7562,208579
7562,205747
7562,205576
7562,206658
7562,204424
7562,203453
7562,203559
7562,203528
18765,204138
18765,205913
18765,208254
15562,203252
15562,205380
15562,204554
15562,204537
15562,208645
15562,203343
15562,204253
15562,204522
15562,203923
15562,205776
15562,207547
15562,204971
15562,206399
15562,207527
15562,207360
15562,204339
15562,208274
15562,206200
15562,203527
15562,206506
15562,206630
15562,206846
15562,206393
15562,205936
15562,205664
15562,203339
15562,205161
15562,208387
15562,203553
1121,204302
1121,207567
816,206700
13076,206910
7025,205689
7025,204695
2133,203834
2133,204055
2133,205757
16177,206913
1928,206913
16177,206292
1928,206292
19485,204124
18301,206682
6719,206200
6719,207360
3706,204856
3706,208514
21976,205689
21976,204695
9923,207161
9923,207573
17323,204013
9948,203380
3392,207696
3392,208372
15843,207161
15843,207573
15843,204971
16343,204302
16343,207567
16765,207704
234,208816
234,208654
4948,204861
8536,207720
17373,207720
1017,205353
1017,206573
7483,206200
7483,207360
10038,206910
17785,206913
17785,206292
17551,204302
17551,207567
3392,206241
3392,204729
3392,206365
3392,206028
1324,204630
4517,207161
4517,207573
5908,204630
17623,203252
17623,205380
17623,204554
17623,204537
17623,208645
17623,203343
17623,204253
17623,204522
17623,203923
17623,205776
17623,207547
17623,204971
17623,206399
17623,207527
17623,207360
17623,204339
17623,208274
17623,206200
17623,203527
17623,206506
17623,206630
17623,206846
17623,206393
17623,205936
17623,205664
17623,203339
17623,205161
17623,208387
17623,203553
19583,208829
16913,206910
9651,204677
9651,204575
10263,206086
17713,207580
4691,207580
17713,204908
4691,204908
10453,203862
10453,204774
10453,205597
10453,208098
10453,207382
10453,208169
10453,206831
10453,207813
10453,206878
10453,203954
10453,208351
10453,204634
10453,207613
10453,207252
10453,205192
10453,205565
10453,205224
10453,205340
10453,203577
10453,205260
10453,203663
10453,203591
10453,205809
10453,208767
10453,205010
10453,206448
10453,208045
10453,205530
10453,207897
10453,204605
10453,207979
10453,203678
10453,206471
10453,204007
10453,206815
10453,207697
10453,206242
10453,205554
10453,208513
10453,203899
10453,207496
10453,205779
10453,207672
10453,203539
10453,204972
10453,205077
10453,205189
10453,207386
10453,207349
10453,207953
10453,207348
10453,208814
10453,203856
10453,206585
10453,207621
10453,207660
10453,207677
10453,206786
10453,207097
10453,207861
10453,204094
10453,204647
10453,206844
10453,207234
10453,203548
10453,208267
10453,204850
10453,205822
10453,208111
10453,203567
10453,205998
10453,204021
10453,206750
10453,205284
10453,205680
10453,206949
10453,207272
10453,203934
10453,208251
10453,206001
10453,206811
10453,208795
10453,205989
10453,203290
10453,203441
10453,207905
10453,205330
10453,207724
10453,206068
10453,203325
10453,208580
10453,203928
10453,204205
10453,208463
10453,204245
10453,206732
10453,204330
10453,205337
10453,206747
10453,204884
10453,204838
10453,207825
10453,207266
10453,204488
10453,205283
10453,208470
10453,207166
10453,204533
10453,204067
10453,203921
10453,203356
10453,208659
10453,203750
10453,206350
10453,205638
10453,207447
10453,208821
10453,208310
10453,208051
10453,205940
10453,206439
10453,205178
10453,207296
10453,207013
10453,203447
10453,206027
10453,203955
10453,204521
10453,206180
10453,204114
10453,206735
10453,206038
10453,203894
10453,208292
10453,205105
10453,206115
10453,206745
10453,208304
10453,207276
10453,207832
10453,203315
10453,204182
10453,207777
10453,208715
10453,203436
10453,205429
10453,204014
10453,204561
10453,207760
10453,204125
10453,208503
10453,207687
10453,206588
10453,203927
10453,206271
10453,204514
10453,207297
10453,204371
10453,205248
10453,206912
10453,203375
10453,208792
10453,204128
10453,204310
10453,206490
10453,208124
10453,206058
10453,204978
10453,204230
10453,207873
10453,205359
10453,205788
10453,204996
10453,204407
10453,205137
10453,206108
10453,205245
10453,204393
10453,206243
10453,208245
10453,204798
10453,208650
10453,207787
10453,206346
10453,205928
10453,204298
10453,203612
10453,206163
10453,204780
10453,208826
10453,207575
10453,206565
10453,208597
10453,203354
10453,206377
10453,207481
10453,208324
10453,208370
10453,207781
10453,205500
10453,205322
10453,208129
10453,207737
10453,205338
10453,206854
10453,205732
10453,204524
10453,205568
10453,205405
10453,208521
10453,204581
10453,208497
10453,206315
10453,207658
10453,207168
10453,203418
10453,204287
10453,204872
10453,203247
10453,205748
10453,205459
10453,207124
10453,204900
10453,205885
10453,206090
10453,203484
10453,206539
10453,203293
10453,207182
10453,204506
10453,205097
10453,205585
10453,208433
10453,203538
10453,208737
10453,206491
10453,207321
10453,203770
10453,205988
10453,206676
10453,206985
10453,207589
10453,205046
10453,207734
10453,208405
10453,205933
10453,205461
10453,208640
10453,204469
10453,207619
10453,205427
10453,203478
10453,206595
10453,205162
10453,208153
10453,205672
10453,204092
10453,206940
10453,205478
10453,204455
10453,206092
10453,208583
10453,204645
10453,206462
10453,207955
10453,203617
10453,208391
10453,205246
10453,207318
10453,204837
10453,204857
10453,206407
10453,204705
10453,205642
10453,204731
10453,205118
