chemical_pubchemcid,protein_entrez
45490,1398
86751,18998
86751,6979
55054,10589
94851,18515
94851,10985
54297,10985
165857,699
165857,15918
151950,18891
37606,13689
37606,17726
37606,5531
73923,9925
48448,10565
120713,8497
28215,5355
123093,12232
123093,9556
141677,18998
141677,6979
66925,18998
66925,6979
104501,14499
175598,11309
175598,19725
151749,12642
151749,1274
151749,4568
151749,22239
174614,12232
55005,4772
55005,22032
55005,10160
55005,17571
55005,12797
55005,6279
55005,138
42898,12232
131631,5430
112344,15206
55885,17267
55885,5416
29884,20653
134414,19717
134414,10750
134414,14559
134414,18914
135004,10362
41328,10362
48120,10362
132413,10362
107288,18271
101930,5420
110395,11246
110395,16875
110395,1616
137616,13529
31280,21972
57997,9905
175556,5255
34148,10362
34148,13867
55698,6214
29900,14499
185468,21780
124315,10702
69522,17391
165942,5431
165942,12858
48496,7172
48496,8952
48496,12572
112189,22257
40914,3268
154147,8801
154147,2589
77962,6893
77962,20313
77962,7032
83750,1633
40959,12339
40959,6628
40959,9927
180241,12985
139565,20424
139565,19794
29271,3581
29271,8628
104415,12027
42888,1754
75348,4501
75348,2309
95763,10399
177778,15811
177778,1280
177778,5271
84690,15759
84690,16297
84690,20614
87991,10403
87991,6555
113179,5068
174576,5809
174576,15462
174576,13958
174576,4137
174576,16335
174576,21826
174576,14881
174576,18926
174576,18515
174576,3942
174576,16516
174576,5083
174576,1796
174576,491
174576,18214
174576,10985
174576,3360
174576,17204
102579,15344
102579,8871
102579,8382
102579,8221
102579,21940
102579,7010
102579,20016
102579,1807
102579,16202
102579,19482
85721,18124
85721,13867
84925,20726
135377,20653
27287,11544
27287,10552
25161,21877
25161,20645
25161,2860
25161,3223
25161,22224
25161,16452
25161,15921
25161,16416
25161,16664
30948,18124
37098,3223
37098,22224
37098,15921
137450,5312
142306,17217
103666,20726
81694,15522
33861,20726
153533,678
153533,2380
153533,18962
134782,6214
76349,13689
76349,8840
76349,21695
76349,10688
76349,291
76349,20970
76349,1478
76349,825
76349,20973
76349,2155
76349,12886
76349,2713
76349,2809
76349,21640
76349,4596
76349,7941
76349,3359
76349,10589
76349,13702
76349,16690
76349,11385
164207,1122
126013,2309
126013,9817
42834,19820
80500,1003
129340,2273
129340,11464
81250,2425
81250,5843
81250,4902
81250,2622
160893,16504
91183,16504
91183,20385
73003,15121
111811,17126
101715,1857
101715,15399
119586,8016
183526,18901
110316,3030
110316,20048
110316,11515
110316,14092
110316,8398
110316,7642
110316,18350
110316,10659
158550,14019
158550,6555
107092,1370
115976,17367
115976,12473
63124,9533
98559,9790
98559,5214
98559,3376
180840,17061
180840,20240
68973,19363
68973,17024
165951,5355
166302,12232
69164,9996
134191,15712
134191,7408
95715,5216
44575,12473
31709,13071
35231,2663
35231,2089
35231,10843
159645,18998
159645,6979
23627,16387
23627,5947
23627,15711
116406,19725
61459,9905
61459,21898
89659,12232
122992,12473
150803,17158
150803,5222
150803,19151
104500,15005
167568,20726
81964,16709
81964,2663
81964,92
81964,16132
81964,2089
81964,10843
131091,15739
24992,14138
28126,10362
121305,20048
121227,20048
121227,10659
155579,10362
42777,1003
99778,1003
153309,20063
25149,12969
37615,19402
160171,8470
68761,12096
144906,18124
33156,19926
33156,12633
33156,7975
33156,6478
33156,1093
33156,2076
33156,10555
33156,10616
33156,6389
33156,19221
33156,11495
139679,17082
76560,15583
76560,6210
76560,11753
76560,10819
76560,4035
76560,19022
76560,18420
76560,3112
76560,8801
76560,19511
76560,7647
76560,16940
76560,10507
76560,1042
76560,18511
76560,4107
76560,5012
76560,20483
76560,14483
76560,12349
76560,7376
76560,51
76560,17967
76560,4772
76560,7991
76560,8056
76560,22030
76560,11979
76560,16793
76560,8718
76560,18724
76560,8954
76560,10610
76560,10683
76560,20014
76560,15099
76560,13050
76560,12490
76560,11951
76560,20329
76560,8616
76560,10717
76560,9960
76560,21202
76560,8946
76560,4352
76560,6696
76560,7203
76560,21761
76560,3438
76560,21204
76560,16079
76560,20172
76560,19870
76560,15463
76560,9827
76560,2758
76560,7159
76560,21339
76560,3755
76560,3032
76560,20592
76560,3983
76560,13567
76560,15098
76560,15186
76560,21232
76560,4525
76560,13603
76560,16829
76560,8947
76560,15172
76560,19712
76560,14726
76560,2505
76560,750
76560,12507
76560,22032
76560,10160
76560,8168
76560,6024
76560,14156
76560,5649
76560,15542
76560,448
76560,7599
76560,2499
76560,17345
76560,2740
76560,2167
76560,20409
76560,9672
76560,21382
76560,5467
76560,14454
76560,4566
76560,13062
76560,10648
76560,6903
76560,99
76560,1493
76560,22159
76560,13791
76560,9472
76560,15846
76560,14238
76560,12699
76560,12797
76560,1076
76560,17608
76560,5616
76560,56
76560,12322
76560,12340
76560,6906
76560,5817
76560,20534
76560,8314
76560,881
76560,15146
76560,16259
76560,662
76560,4470
76560,10879
76560,12833
76560,14075
76560,14496
76560,16543
76560,5927
76560,21652
76560,4843
76560,17494
76560,16612
76560,18664
76560,10399
76560,15629
76560,2228
76560,10595
76560,1694
76560,13592
76560,6189
76560,7414
76560,13868
76560,14016
76560,1270
76560,20225
76560,13325
76560,21043
76560,6682
76560,1039
76560,9871
76560,12090
76560,2770
76560,2793
76560,8272
76560,12371
76560,13797
76560,21275
76560,17656
76560,19227
76560,21249
76560,17806
76560,9227
76560,17438
76560,15061
76560,2589
76560,3493
76560,12740
76560,20418
76560,138
76560,4856
76560,3116
76560,19373
76560,42
76560,173
76560,21397
76560,1895
76560,12611
76560,3071
76560,19271
76560,3830
76560,7375
76560,10371
159437,3795
130601,19867
160904,6555
34133,10879
34133,6682
86901,17074
80321,5216
156244,19567
156244,15660
32482,21831
90758,493
84238,8801
84238,15099
84238,13756
84238,3624
84238,2589
103824,8587
103824,12765
109310,20313
49573,6245
49573,16264
124947,6541
124947,11540
124947,3928
124947,6312
124947,1193
124947,15881
124947,18304
124947,10709
124947,8035
124947,17949
173081,23
173081,13921
173081,15811
173081,14538
173081,19151
173081,18664
173081,19187
173081,14016
173081,21275
67044,21773
148684,8497
25089,20384
23715,7133
23715,302
23715,14362
23715,12836
143159,20384
147532,546
134862,8218
71859,10362
150687,13737
40529,16475
110703,13138
110703,5120
112315,17866
175868,9996
93142,306
93142,16760
105414,19820
178648,13713
110776,6197
27897,6282
101107,6868
101107,12396
101107,3492
101107,9812
136513,4952
39653,20669
122408,16511
130632,15811
115213,747
115213,20823
115213,4071
131701,4071
32851,17851
171084,1243
73562,11076
122732,8900
122732,18156
122732,5616
122732,20534
122732,14496
122732,12371
164080,3999
136353,20313
136353,12811
72285,20313
185657,6672
185657,13784
185657,8839
133020,6682
179840,2071
76644,8829
65339,15404
65339,14868
65339,7902
134513,1408
107245,1043
107245,21539
125498,20900
125498,21568
125498,14640
144216,4180
144216,21236
144216,572
144216,3858
144216,6011
144216,21971
144216,2259
144216,20149
31764,12969
153346,20313
185449,20313
143621,20313
56604,16067
163510,17303
163510,18427
101605,10222
30709,12396
149073,3030
74867,18664
131159,3657
131159,4613
131159,2437
90056,2789
185186,11624
185186,11264
185186,18875
185186,1123
152831,18756
152831,13551
112621,17926
99569,6893
99569,20313
99569,7032
37431,21265
27846,16297
172869,8262
172869,11408
89314,19712
89314,13635
132444,1326
132444,8108
132444,7544
132444,812
132444,13111
132444,19930
132444,2785
132444,14265
132444,412
132444,20328
132444,500
132444,11786
132444,4487
132444,6119
132444,4864
132444,22139
108025,20313
166338,18640
166338,13410
166338,4196
166338,841
166338,17658
166338,1754
114910,10387
114910,10104
114910,8732
87736,10399
63923,11504
63923,5055
63923,6165
63923,16283
63923,16172
63923,3478
55941,14856
55941,21047
55941,259
182734,10362
76864,21278
159626,4712
49680,19482
101094,9809
182772,6024
173624,21100
137109,17926
137109,3339
44817,10362
140751,6893
140751,20313
140751,7032
128023,7735
172350,12027
54298,15440
165683,6891
165683,5794
113474,546
113474,8900
53037,18664
53037,14016
39681,10362
127579,3222
110604,17214
88748,8089
36777,17838
167592,259
127739,18664
159557,12983
55380,13976
180962,16087
71976,5629
71976,4964
184842,4354
60741,19150
60741,20618
28565,16264
65846,9283
162388,17973
45820,11936
138168,9475
81552,6893
96364,6893
137150,6893
137150,20313
137150,7032
91993,17753
106658,12969
97621,4018
97621,20351
97621,19689
118451,17973
118451,15816
118451,18603
94245,989
126321,12011
36484,19402
48637,12508
48637,11066
66764,16391
174846,6210
81675,21586
81675,5179
81675,736
125259,12096
169428,13689
169428,17726
169428,5531
120655,12046
150551,11624
162581,19674
162581,2789
130075,7775
64804,1697
64804,18890
64804,14333
64804,10180
64804,11472
64804,12295
64804,10098
64804,14605
64804,16518
64804,20258
64804,13322
64804,8555
64804,2737
64804,8770
64804,5768
64804,3887
64804,13829
64804,13422
64804,21988
64804,5780
64804,7576
64804,16568
74488,10879
32437,8484
32437,2189
159472,1217
159472,11635
146094,12585
57004,18156
120659,5785
120659,3736
89771,2789
51712,22257
51712,16848
51712,17955
51712,18183
51712,17209
51712,9476
51712,3437
51712,3982
27085,6893
27085,20313
27085,7032
124398,12797
124398,7414
34404,14016
27176,10022
86340,20313
29856,6541
29856,11540
29856,3928
29856,6312
29856,1193
29856,15881
29856,18304
29856,10709
29856,8035
29856,17949
68456,11078
173690,6893
173690,20313
173690,7032
102515,13994
30259,6555
178352,4307
178352,17171
178352,14356
178352,1181
178352,20726
178352,21038
178352,4096
178352,15439
178352,9921
178352,14231
178352,10841
178352,16527
178352,8972
178352,18052
178352,6656
178352,7547
178352,12386
178352,15490
178352,20689
178352,15293
168048,6893
22358,15041
22358,9464
22358,17494
22358,18744
155160,20313
155160,17082
155160,10684
98529,5696
119447,20313
128328,13203
172731,1326
172731,8108
172731,15099
172731,7544
172731,812
172731,13111
172731,19930
172731,2785
172731,14265
172731,412
172731,20328
172731,500
172731,11786
172731,4487
172731,6119
172731,4864
172731,2589
172731,22139
34346,6893
34346,20313
34346,7032
107671,3019
107671,13592
75520,21171
31907,15204
122050,17456
122050,19246
122050,5947
122050,2425
122050,482
122050,6197
122050,22267
122050,9505
100933,17217
28966,6214
184952,10843
79652,2663
79652,20063
79652,2089
79652,10843
63944,6210
68428,10902
165696,8218
186248,5420
35566,20313
112257,16297
166462,1792
166462,17593
29069,1792
29069,17593
142824,12508
142824,22152
87868,13436
87868,3752
87868,322
87868,2964
87868,10432
87868,4031
28964,18998
28964,6979
157799,10843
72787,12465
72787,7758
72787,5351
72787,7402
72787,21919
72787,21429
72787,1820
72787,13969
72787,12396
72787,10665
72787,21275
72787,15855
154610,5420
173946,10355
146334,17838
146334,5696
159244,3606
119807,6428
65297,6893
65297,7032
73871,20384
179880,6893
100218,10116
54709,5112
111382,13976
111382,6268
111382,9564
37529,14856
37529,6024
37529,21047
37529,259
97054,9745
136153,5355
109325,16387
109325,15711
33297,15121
171558,1556
150241,550
150241,5143
150241,691
150241,21581
150241,3167
150241,3012
61126,18424
167061,8587
167061,10918
167061,21271
146745,9790
146745,5214
146745,3376
51213,21855
51213,8609
151684,3863
151684,9760
151684,11103
151684,21135
151684,7345
151684,14364
151684,13636
151684,1904
151684,18468
151684,6707
151684,15430
151684,19159
151684,17423
25959,5255
26191,6893
26191,20313
26191,7032
135634,20653
181795,9790
181795,5214
181795,3376
157160,16475
157160,10599
50289,6893
50289,20313
50289,7032
114610,2206
114610,17501
132007,19738
132007,1658
121993,2206
121993,17501
100213,5212
100213,5843
100213,4902
100213,2622
71597,15517
85477,10362
85477,13867
85477,8497
177391,20313
53954,23
53954,277
53954,12295
53954,20048
53954,19298
53954,18350
53954,1847
152817,11646
86955,3089
171064,6209
171064,16335
171064,7544
171064,812
171064,13111
171064,6245
171064,2785
171064,14265
171064,412
171064,20328
171064,491
171064,4487
171064,6119
171064,17313
171064,4864
171064,22139
25745,1003
88148,8221
88148,17158
88148,5222
88148,19151
88148,2436
92488,887
92488,1561
92488,15161
92488,2528
92488,9852
108954,20992
177488,3566
177488,9428
177488,6628
177488,945
177488,12232
177488,14045
141779,13560
142623,15606
59201,15832
137958,20063
111571,11309
111571,19725
79347,18234
148062,17313
149316,15546
149316,15853
149316,9985
149316,2134
165814,20313
168851,14565
126572,13867
133283,8497
174874,11247
152784,400
71969,6304
71969,17504
126668,17367
126668,12473
148830,17543
144710,19456
66399,14496
66399,12371
30996,9060
30996,20647
133486,34
133486,17136
150864,10362
35201,1425
35201,5843
35201,4902
35201,2622
117265,12362
155763,5553
72083,12046
70867,12858
48351,4354
161704,10565
56975,8021
22370,6253
22370,13672
22370,7668
22370,6432
22370,5456
113721,9987
113721,19030
101228,10985
22491,11635
116554,13878
71201,18901
37158,4326
37158,18554
37158,10039
37158,7614
37158,14556
37158,701
37158,20469
37158,12366
57882,3297
57882,4879
151110,8801
151110,2589
65531,634
164109,7918
169746,304
169746,20014
175121,16709
127558,7454
142495,18901
130175,19456
40911,17271
40911,13643
40911,19779
77599,21780
39804,21662
22786,14499
35277,15161
67134,11676
67134,17217
78977,16264
78977,2589
31464,6210
184130,21208
129704,17751
129704,9533
129704,5757
129704,14038
129704,19344
129704,21100
129704,12969
29381,6893
29381,7032
31602,9812
103186,4333
85366,4333
105681,18925
162780,10982
97494,1277
139885,6383
174654,6428
174654,5918
46204,6292
123654,6893
123654,20313
123654,7032
132539,6893
132539,20313
132539,7032
159600,9475
110999,20313
122730,10116
132051,5871
76108,6555
130343,13560
185869,20313
142079,18124
121546,3058
121546,4030
121546,14082
121546,14324
121546,22257
121546,17838
121546,13019
121546,4973
121546,9180
121546,16848
121546,3262
121546,12825
121546,17724
121546,17955
121546,17324
121546,5281
121546,4073
121546,14958
121546,7750
121546,12420
121546,19225
121546,12508
121546,6428
121546,18306
121546,18750
121546,19375
121546,20824
121546,21948
121546,11891
121546,22050
121546,14381
121546,10783
121546,7211
121546,2617
121546,3397
121546,10966
121546,17116
121546,20678
121546,8766
121546,96
121546,6535
121546,21267
121546,15509
121546,11273
121546,18568
121546,20048
121546,18300
121546,9991
121546,7584
121546,11665
121546,15348
121546,2390
121546,15963
121546,14099
121546,9346
121546,13805
121546,5222
121546,17853
121546,6868
121546,19043
121546,18183
121546,4018
121546,18746
121546,1393
121546,7940
121546,12396
121546,13908
121546,6319
121546,9638
121546,9445
121546,14506
121546,22152
121546,600
121546,3886
121546,9632
121546,12826
121546,1724
121546,2876
121546,18887
121546,11250
121546,6687
121546,795
121546,8489
121546,19037
121546,759
121546,14735
121546,15530
121546,3294
121546,17812
121546,19187
121546,3492
121546,18987
121546,13560
121546,14493
121546,21569
121546,6633
121546,2998
121546,16384
121546,17209
121546,10439
121546,9283
121546,19790
121546,19624
121546,16186
121546,4929
121546,10771
121546,15021
121546,11061
121546,10046
121546,7775
121546,6949
121546,15813
121546,4549
121546,989
121546,17182
121546,7043
121546,315
121546,4039
121546,9444
121546,18212
121546,13100
121546,19990
121546,9037
181189,7735
181189,4973
181189,16848
181189,17955
181189,17324
181189,19225
181189,2867
181189,11891
181189,14381
181189,10783
181189,11734
181189,17853
181189,12081
181189,9533
181189,14506
181189,14038
181189,3492
181189,20702
181189,20593
181189,3982
179629,13976
179629,6268
179629,9564
115263,21204
115263,6906
53950,19326
53950,17214
53950,11133
53950,15440
53950,5649
53950,13728
53950,20418
41678,8801
41678,15099
41678,2589
156387,8801
156387,15099
168214,4018
180133,19586
119730,10398
119730,9307
75273,9464
45001,13071
140991,4163
44671,2417
71811,18303
51602,21124
69912,3078
69912,5303
69912,21659
106267,16203
106267,12556
152006,10362
46272,17214
36440,20183
94845,4354
176222,8497
57214,1712
39170,5962
39170,1492
39170,768
39170,14268
23401,1492
59791,10121
49850,20313
53815,19057
53815,14358
53815,13368
53815,6550
53815,18073
53815,21481
53815,21396
53815,20601
132011,6214
90592,21945
90592,4249
90592,9464
153231,7454
137588,92
137588,16132
89710,750
184459,15517
177392,15099
145470,14300
39159,13566
123333,6024
36552,4354
49558,12096
165875,11218
154103,15440
118311,5962
118311,768
118311,14268
146081,18664
182922,18303
61556,18312
61556,4126
61556,17075
61556,9188
61556,14311
124313,7557
170607,19725
170607,10589
52661,17075
52661,21897
34505,3019
34505,13592
176457,7814
172343,7085
172343,12647
172343,3725
171275,6024
54948,15576
37641,12048
34921,16132
72996,8801
72996,15099
72996,2589
132689,14897
111300,4410
111300,3999
181597,8801
181597,15099
109505,2881
45129,20279
45129,9646
45129,12131
45129,2881
45129,7171
181508,12974
175444,1117
175444,17851
90261,2408
90261,20377
90261,5191
30680,17061
41437,17866
125697,5136
49265,10965
49265,16911
107272,15099
153518,3019
155516,11591
176532,15463
82646,5168
41984,16093
106368,6192
106368,10965
106368,16911
177096,4410
122536,15712
122536,7408
156380,16093
173597,5644
38603,20791
38603,19962
95804,18930
95804,9146
133342,9146
133342,20410
33868,15099
171905,6434
165422,4027
34436,15832
70073,7454
89789,5136
147072,21982
147072,16264
164009,7709
164009,16709
164009,4878
164009,5255
164009,2089
164009,14712
183949,9600
38267,11412
38267,17851
38267,12963
38267,21516
38267,7470
34082,18896
34082,4387
32640,21916
32640,1466
147750,5255
147750,12963
147750,7470
111129,18930
111129,14125
120539,18930
120539,17409
120539,18900
42060,750
33377,750
66309,1556
164398,20313
186181,8616
186181,21249
182700,18124
119336,16132
40565,16132
87526,16132
55139,3019
116047,10116
73521,750
172478,6024
68984,16132
103552,9079
103552,5507
71093,16132
171144,92
171144,16132
25024,16132
46841,16132
24524,12396
149385,16132
33407,4649
33407,11979
33407,15186
65873,10648
97539,6210
87308,6210
171500,22030
85567,9837
63780,19326
78696,4712
115535,6024
181801,17367
181801,12473
90909,11133
90909,15440
90909,5649
90909,20418
25082,10595
107776,3019
186076,6210
124612,21982
177651,8801
177651,15099
177651,2589
79847,8801
79847,15099
79847,2589
48105,750
27878,5255
46088,8616
23697,1243
23697,17214
78716,1243
78716,17214
104623,17747
104623,18045
104623,22100
84091,4501
164143,51
164143,20592
164143,9672
67011,19326
67011,15440
67011,5649
48370,19326
48370,15440
48370,5649
73338,7017
54777,10362
62194,18638
36999,10879
103923,10107
103923,15970
103923,12556
103923,5558
41531,6268
52356,6901
52356,6752
117121,6210
117121,8616
117121,6024
117121,259
117121,6682
185826,3999
186579,2516
101420,4768
165368,13178
126769,6822
24253,10879
85913,17275
176468,1326
176468,8108
176468,7544
176468,812
176468,13111
176468,19930
176468,2785
176468,14265
176468,412
176468,20328
176468,500
176468,11786
176468,4487
176468,6119
176468,4864
176468,22139
139613,4712
36499,5809
36499,15462
36499,4137
36499,16430
36499,16335
36499,21826
36499,14881
36499,5337
36499,18926
36499,18515
36499,3942
36499,16516
36499,5083
36499,1796
36499,491
36499,18214
36499,10985
36499,3360
36499,17204
172062,14721
42048,2995
42048,13641
42048,7884
170990,20091
170990,9476
77200,20046
135345,6214
165921,12027
165921,15517
165921,11078
111202,3019
88400,8801
88400,2589
87199,19326
87199,15440
174023,20183
76646,10116
57105,22030
57105,12699
156561,1775
114470,4354
176154,8348
176154,16450
176154,18303
176154,18827
176154,19945
176154,13605
50019,13071
50123,9499
56562,4018
134455,18907
33613,5729
33613,10855
54481,18460
34666,13071
178247,21271
136858,7991
136858,21204
136858,6906
34955,6858
34955,18169
34955,6972
34955,20014
34955,17543
34955,5271
73577,12508
168467,4410
167165,1280
167165,10659
138620,14265
154948,13610
154948,13178
154948,5191
43555,8801
43555,15099
43555,22159
43555,2589
178743,13610
178743,13178
178743,2408
178743,20377
178743,17275
106990,6555
161518,18148
43016,14352
43016,15005
156306,5281
169239,21578
111302,4705
111302,5205
111302,13479
111302,17715
174594,14286
174594,7341
89858,22030
89858,12699
89858,21578
56159,20166
56159,14933
127404,18664
32442,10907
34854,9586
34854,12875
34854,12979
34854,18148
37409,6893
37409,20313
37409,7032
64144,1556
89900,14836
174903,6893
174903,20313
174903,7032
91476,12046
149679,21695
174278,5335
174278,17720
181399,5431
109182,5431
135693,19326
135693,15440
160845,8218
160845,14869
160845,2348
160845,6415
160845,12016
160845,13246
160845,509
160845,103
79779,20161
134825,19361
134825,3626
134825,2272
52443,17169
47990,21208
47990,20068
139397,12858
139397,21982
50991,841
130481,6024
139744,5136
26913,16087
26913,14165
26913,13909
181879,7454
105746,2760
33803,5843
33803,4902
33803,2622
121789,5252
121789,9621
158611,23
107195,10702
107195,10291
107195,19725
107195,3039
159699,3863
159699,9760
159699,11103
159699,21135
159699,7345
159699,14364
159699,13636
159699,1904
159699,18468
159699,21622
159699,6707
159699,15430
159699,19159
159699,17423
62205,8218
98963,1424
98963,10012
98963,7629
98963,12962
109719,1616
50296,21761
58616,21761
170379,21761
142335,8638
182880,8638
56449,21761
100473,23
100473,8755
78032,15062
78032,18303
78032,13682
78032,509
78032,13251
78032,15153
78032,2265
32386,21761
134222,18424
45414,21761
41575,21761
164656,21761
106822,21761
134395,21761
62298,21761
54274,21761
50261,21761
74288,21761
160706,21761
139920,21761
160190,21761
167241,21761
182191,21761
88246,21761
156897,21761
147785,21761
161874,4733
48458,12969
162625,3294
90650,3294
154068,3294
101472,3294
97083,21761
98282,21761
89351,21761
93394,21761
107114,21761
154614,21761
149713,21761
129970,21761
115885,21761
129618,21761
153976,23
182897,20063
111165,20063
77537,20063
89112,3300
89112,12295
126072,12295
126072,9360
126072,6804
126072,10822
178847,15353
63981,17692
63981,1280
63981,21773
63981,10964
48548,5136
173175,4914
148582,6434
167811,12699
148463,9464
23778,4012
110186,17752
171187,10750
171187,10982
143100,10362
66889,12969
121617,10362
77948,9283
113466,2760
30902,12969
85528,8297
41484,21622
75360,3720
78781,12666
131607,5629
131607,4964
71350,568
51647,3436
126903,7032
36495,6428
36495,5918
184738,19150
184738,20618
39690,15811
39690,7775
109763,18124
167046,5077
185384,14016
152375,5794
151479,4354
152094,4354
177362,5431
177362,12858
177362,21982
177362,4354
100812,21982
100812,4354
84993,8262
84993,11408
69804,16384
94499,17367
128958,10116
149249,13560
53423,17316
53423,193
53423,14732
53423,10022
53423,3615
53423,2631
53423,10665
146091,10948
118300,5642
177066,9960
98430,20384
89785,6285
89785,20384
89785,7333
152719,4310
152719,17126
152719,627
152719,6046
152719,21100
152719,2436
152719,19859
157467,10982
128200,10982
81988,9718
65519,6893
65519,7032
41646,12969
169020,7017
24175,18746
24175,9955
165315,21041
165315,6679
165315,3974
49476,19456
78136,22274
118007,5140
113354,1617
57060,8418
69715,568
28662,4291
95905,9475
95905,10982
166012,13361
128748,10982
41831,18183
171910,19187
123677,12585
42159,3297
47314,18664
47314,14016
143324,10116
168288,12568
52168,2273
160153,9156
160153,8204
160153,13921
160153,5351
160153,12508
160153,967
62159,20313
128524,17796
104075,9111
135485,3974
137714,10982
60087,7425
39566,19725
104991,6555
132055,10116
155640,10116
174429,19398
185623,22100
155095,10116
63742,3268
41476,22239
118544,10595
63021,19586
30361,10595
140542,12117
64627,12117
86445,12117
43615,12117
139998,9346
139998,22152
147613,3752
127678,4018
158326,19802
164361,16264
92734,4082
92734,1314
92734,6555
108065,14736
32955,18183
96866,22100
64909,493
184422,22100
121300,1534
152290,22100
44625,15400
73019,16297
135756,6024
135756,6682
47539,12585
160332,8418
147017,1310
83628,1277
45548,10222
121147,19725
162909,12969
51438,13727
51438,7836
47422,312
47422,10407
47422,6079
47422,481
47422,12232
47422,10855
47422,7184
149405,20559
149405,6347
96562,15005
70269,15811
70269,9511
57893,9799
57893,17596
57893,5122
87567,19165
166336,6428
166336,5918
166336,12117
166336,20048
166336,8398
166336,18350
114877,18998
114877,6979
50772,9533
50772,21100
72716,5255
72716,12963
72716,7470
119066,18664
108422,15660
150240,6210
100832,19330
68796,18126
68796,10750
68796,100
68796,20048
68796,9475
68796,13559
68796,10982
165913,10982
127629,22100
125070,6285
86466,3297
175757,3297
26254,23
75696,1591
75696,18303
75696,2348
33608,13210
33608,7647
33608,6891
33608,17158
33608,5177
141204,13620
141204,1895
46122,5222
126925,9323
126925,376
121733,7806
50921,12969
71303,6210
159676,19809
168276,14016
144872,11378
167172,6893
24007,12969
155213,12969
53020,6893
53020,20313
53020,7032
122555,1754
154229,6024
130925,6893
130925,20313
130925,7032
63627,4354
72859,21622
46751,239
77298,18156
117647,6893
117647,20313
117647,7032
163203,15061
27596,22257
30415,9939
129962,6292
71465,22100
100977,19063
134449,9939
109612,1556
64787,1658
169352,20313
142036,13976
152795,10982
163559,10982
96951,12585
29878,13976
154222,20313
154222,7032
177771,4354
114683,18124
35430,21440
35430,5303
35430,3869
35430,20899
35430,9291
24513,22100
184617,12969
107431,11247
25115,22030
88378,19398
88378,2520
122185,12016
32272,8218
148127,6555
28992,20313
101833,20313
134025,21622
137922,6555
124442,19150
124442,20618
147395,13560
24015,22100
117673,8136
117673,20534
184961,14016
169001,18588
109116,20313
171699,6024
114943,6024
26702,6024
26702,259
70777,6024
49890,20313
173940,7032
184546,11480
175232,9939
175232,20408
33933,19063
82935,20534
82935,7414
113776,17267
66476,14751
117826,1003
178414,11172
56583,12016
60677,4018
134869,12016
179966,12016
150092,17367
33700,21114
33700,12341
33700,3851
33700,17265
33700,3343
33700,4435
33700,20979
25354,19063
121776,1556
121776,18124
186792,7775
32633,13976
68683,17752
143481,12585
83821,4354
101982,4354
181902,4354
160531,10022
160531,411
43654,4964
57686,10116
53929,9360
171551,19037
121847,13191
170820,18156
94527,493
119281,12585
97488,12585
153584,12585
125010,1354
125010,4039
89146,12585
35547,12585
70910,18750
80106,19151
75779,20769
122385,7806
84740,18460
39975,13560
63301,22274
63301,9939
63301,10217
63301,18303
63301,20408
63301,16264
63301,18664
63301,4828
63301,12630
93857,4964
51234,17692
30943,15711
170135,22100
89832,439
154368,14897
120086,9939
160784,13560
177497,8218
159328,19113
159328,8297
159328,19282
183149,15660
106241,9283
75803,14016
79735,15660
146141,6893
146141,20313
146141,7032
113013,3070
99525,15660
74003,20923
41034,10982
98005,18182
24743,12585
142843,6555
138340,19113
138340,20048
138340,13560
138340,16384
138340,12110
138340,21117
121201,3974
108345,4821
108345,1477
108345,3109
146481,14566
146481,6843
146481,15759
146481,6891
146481,4266
146481,337
146481,3062
146481,16095
146481,8091
146481,18746
146481,3343
146481,18343
146481,4712
146481,20664
108307,10982
77282,19515
127900,6383
76885,14868
65624,6893
65624,7032
177533,8900
97806,15660
64460,13488
32927,15660
138731,15660
69130,5010
98239,10982
158239,9939
101999,18156
44469,12585
46298,546
46298,3755
78069,21060
44993,4354
162371,4354
108609,1728
108609,4012
151494,9939
113315,18664
183346,19063
117706,22100
157592,2884
30561,954
68282,6893
117911,6893
65934,6893
65934,20313
148028,8900
22619,20313
59959,16147
59959,2304
55712,12585
78119,18750
78119,17926
122243,19063
182340,14378
140361,7032
89575,12362
30213,14417
136340,14016
168776,304
168776,20900
30804,6024
155786,6024
155786,259
128533,568
22957,750
120184,20810
113302,18827
104769,8348
104769,18827
82502,10362
146258,6383
152338,10362
64996,4964
58984,19150
58984,20618
83508,13560
168138,4354
29877,10116
30793,18588
84049,12969
186773,546
186773,7953
25227,12826
168906,5335
161984,5218
161984,10116
54786,4615
120637,19037
90912,19037
128701,3974
46938,20385
143808,10116
82261,22100
175460,8218
110198,568
150248,10116
66039,10116
89460,10116
177381,10116
81117,10116
61706,10116
163741,10116
126046,21906
77534,17692
33916,17752
138696,14016
48213,12046
80163,4018
85828,10982
137697,18124
156187,13976
124759,20771
58547,21622
81049,6893
81049,20313
81049,7032
102549,6428
93046,19037
122374,2273
175964,12858
84253,16687
84253,9262
84253,21787
101244,18156
49158,10116
57550,16087
64477,21982
39679,4354
116435,6210
44269,6210
139481,6210
109993,750
119375,10982
122619,12339
122619,6628
71914,6893
71914,20313
71914,7032
73272,493
71610,4242
185852,9283
36508,7032
174826,7735
154417,6210
42186,20052
42186,21026
166097,5222
171917,5794
107906,3545
59972,19037
112600,18895
112600,3508
70600,4354
175292,4354
40017,4354
68585,4354
29393,4354
134943,7454
39327,6555
152936,12969
