chemical_pubchemcid,protein_entrez
179781,12969
33271,12585
59416,12969
109638,12969
27312,12969
160835,12969
166768,12969
108269,12969
40119,12969
132607,12969
61597,12969
99926,12969
115492,12969
45428,12969
115983,12969
124785,8801
124785,2589
82611,8801
82611,2589
106517,8801
106517,2589
154238,8801
154238,2589
163132,8801
163132,2589
160543,8801
160543,2589
183480,8801
183480,2589
110965,8801
110965,2589
93197,8801
93197,2589
110673,8801
49678,3397
129804,11066
32358,18932
100038,21773
100038,9034
54440,21773
54440,9034
166222,17753
27676,1583
106470,16297
108574,6068
111381,6068
164663,12046
142657,12046
130130,12046
39763,12046
25276,13976
126885,13976
22586,20313
182835,20313
179033,20313
32190,20313
103936,20313
179084,20313
161248,4354
26547,20313
174719,20313
29095,20313
141761,20313
50576,20313
99677,19225
181946,20313
106943,20313
167530,20313
76838,20313
68356,20313
68495,19225
172560,19225
175214,6893
72915,13323
72915,17218
47399,18750
185496,17926
100035,17926
75374,17926
32121,17926
132547,4427
132547,10135
141899,17926
37594,17926
84218,4427
84218,10135
28218,4427
28218,10135
31993,17926
84560,17926
96394,17926
48390,17926
60360,17926
82204,17926
84385,17209
102451,12585
186826,12046
171198,12046
115747,12046
71757,12046
87427,12046
40354,12046
46523,12046
74099,12046
23783,12046
53736,12046
177790,12046
142640,12046
184370,12046
36367,12046
36367,19537
53584,12046
71987,12046
44429,12046
179257,12046
164032,12046
140680,12046
176473,12046
113895,12046
33553,20377
63096,13976
63096,6268
181121,13976
124058,13976
56802,7991
56802,12490
56802,21204
56802,6906
37420,17050
177408,17050
155176,17050
56582,17050
65819,17050
29893,5140
73217,568
115990,568
79694,568
120117,13557
136177,2758
127546,2758
66436,2758
92261,20377
64171,2758
24377,2758
59944,2758
132449,2758
62726,2758
34374,2758
134567,12046
70446,12046
100944,15660
108314,15660
96555,15660
103063,15660
117167,15660
164088,18674
162870,9809
46384,16132
145873,4525
114072,4525
105200,4525
172061,4525
145127,4525
111742,4525
69260,4525
27823,4525
183541,3397
103316,3397
36786,7457
130581,7457
108084,7457
71370,18664
127167,3397
94114,3397
82107,12117
140107,18664
106547,18664
127147,12117
127147,11066
117367,18664
51537,18664
88075,18664
148687,18664
86962,11066
153197,18664
147078,18664
41619,3397
165945,3397
162766,18664
169757,3397
63895,3397
120264,3397
52838,3397
55298,20313
182498,20313
182587,12607
160006,20313
40740,6893
40740,20313
40740,7032
128426,12607
33640,12607
34472,12858
121841,8497
124873,8497
154886,8497
151828,8497
62124,7457
181516,8497
90262,8497
75589,8497
81698,8497
159776,3397
102073,7457
179998,7457
142460,14463
170582,8497
29589,8497
29499,8497
164598,3397
83629,3397
101917,3397
144050,7457
167895,12858
123992,12858
118001,12858
104690,12858
120533,12585
99312,17209
100979,17209
48133,568
161821,12963
161821,7470
182254,14463
48671,14463
100619,2884
75989,2884
163243,14463
100743,17158
100743,5222
100743,19151
101660,17158
101660,5222
101660,19151
23552,17158
23552,5222
23552,19151
89440,17158
89440,5222
89440,19151
160180,17158
160180,5222
160180,19151
59090,17158
59090,5222
59090,19151
134276,7151
125040,17926
170043,17926
167981,706
56966,4674
70096,19225
150625,6294
98078,6294
84321,17074
74692,17074
60801,10648
180411,17074
128185,17074
159429,12858
159429,21982
142713,14736
37852,17926
71153,17926
160263,14736
55897,10648
49069,8801
49069,15099
49069,2589
160036,8801
160036,2589
74103,8801
74103,15099
74103,2589
179186,8801
179186,2589
39210,20559
39210,671
27752,8801
27752,15099
27752,2589
68632,8801
68632,2589
171636,8801
171636,15099
171636,2589
35538,8801
35538,2589
168416,8801
168416,2589
35743,8801
35743,15099
35743,2589
177819,8801
177819,15099
177819,2589
171877,8801
171877,15099
171877,2589
110805,8801
110805,2589
93603,8801
93603,15099
93603,2589
34621,8801
34621,2589
31741,8801
31741,2589
119227,8801
119227,2589
99616,568
135199,8801
135199,2589
185494,8801
185494,2589
117302,568
147351,568
123051,1243
167980,1243
96204,1243
54005,1243
27900,21813
35555,15826
172850,18827
153943,17158
153943,5222
153943,19151
71444,17158
71444,5222
71444,19151
79238,17158
79238,5222
79238,19151
118654,17158
118654,5222
118654,19151
86069,17158
86069,5222
86069,19151
137648,17158
137648,5222
137648,19151
150423,17158
150423,5222
150423,19151
41526,17158
41526,5222
41526,19151
163660,19938
163660,19282
108665,19282
91886,19282
88626,19282
165146,1556
165146,18124
59987,1556
59987,18124
44193,1556
44193,18124
170420,1556
148354,1556
70391,13560
32770,12699
170134,12699
108469,19282
117918,19282
68886,17267
135652,1556
135652,18124
55135,1556
55135,18124
185087,18124
37024,18124
132933,1556
77924,1556
123745,18124
126128,1556
126128,18124
122579,1556
122579,18124
42739,4856
25783,4856
133503,5255
133503,12963
133503,7470
156686,4856
140739,4856
40074,5255
40074,12963
40074,7470
140977,5255
131737,19282
131120,1072
51304,1072
185010,19282
187375,19282
65490,19282
138107,19282
154982,19282
168663,19938
168663,19282
123018,3974
179299,18124
56896,19037
85507,19282
106665,19282
179942,19282
29350,19282
91880,19282
46137,19282
150994,19282
25150,1556
25150,18124
71587,18124
65689,1556
65689,18124
41440,1556
41440,18124
30393,17267
30636,13191
153093,15608
32401,18827
40027,12117
79634,12117
79995,21101
79995,3054
79995,12556
79995,2851
39537,8840
180264,12791
132090,12791
75462,12791
52555,177
98053,18156
167731,21761
138611,18156
185587,493
84554,493
105514,493
55987,493
168499,21761
185022,15009
31518,15009
32583,15009
78571,17591
95926,17591
95926,3089
165792,4964
68112,18664
95504,18156
63366,15009
126008,6192
94473,6192
74307,18664
35862,18664
80234,15009
136277,6192
115085,18664
171032,18664
47167,18664
107042,18664
149885,15009
33304,15009
30085,6893
30085,20313
30085,7032
95496,20313
95496,7032
153696,6893
153696,20313
153696,7032
90687,8801
90687,15099
90687,2589
131429,15099
131429,2589
91770,2589
136047,15099
136047,2589
49255,15099
49255,2589
40811,8801
40811,2589
160451,15099
160451,2589
114422,6192
93844,6192
133108,18664
167846,18664
69622,7032
102951,14454
40541,6192
166132,6192
32856,6192
145604,21761
163485,19326
38933,19326
31418,6192
184280,6192
180682,19326
133393,19326
94793,19326
113285,6192
140078,2589
158943,10362
56677,10362
91682,10362
83944,21761
181556,21761
46271,21761
160126,19820
76697,6192
68841,21761
42840,21761
47363,21761
160369,6192
180575,6192
148378,21761
145496,8801
145496,15099
145496,2589
44169,8801
44169,15099
44169,2589
71389,8801
71389,15099
71389,2589
171567,8801
171567,15099
171567,2589
170348,21761
55738,21761
79122,18156
167714,18156
185770,22274
62967,13868
105515,17050
105515,9158
47856,17267
47856,7668
138387,18045
138387,22100
41567,14286
41567,13015
78949,12096
175687,12096
166554,12096
77845,12096
165258,12096
109588,12096
104513,12096
42428,12096
162765,12096
96948,18827
186881,8641
168666,10472
168666,1493
168666,21725
185017,989
120202,18303
120202,1583
32960,1583
146957,15608
70618,18300
124328,3982
185297,989
166563,18300
43889,4333
44566,4333
111031,4333
74278,18300
31267,13921
39684,6014
39684,4517
167505,13921
75518,13921
42628,13921
178271,6014
178271,4517
119242,6014
119242,4517
112025,1314
32763,12011
139632,12011
163581,12011
116787,5010
38002,5010
178774,20161
26722,20161
176376,20161
130730,7454
28341,7454
170459,14378
110973,18827
71203,18827
69788,18827
57635,20161
183613,18827
48443,18827
174862,20161
87323,14016
82486,18827
36637,18827
135075,13560
35500,18124
135085,1556
135085,18124
165322,18124
94109,6893
94109,20313
94109,17082
25392,6893
25392,20313
25392,17082
33802,20313
33802,17082
166456,20313
87989,6893
87989,20313
83500,18124
125159,18124
175231,20313
175231,17082
115587,15963
28528,14517
148242,17752
150646,15457
122809,3397
70485,18124
33460,18124
151938,18124
104764,11133
87673,1408
129299,19326
89079,19326
27058,19326
97822,19326
151114,19326
102945,11172
84258,4354
121334,19326
29426,19326
125386,19326
175816,19326
181169,19326
137656,11172
61585,19326
34000,19326
89428,19326
124371,19326
184151,19326
143027,11172
137302,11172
173452,11172
99410,12699
147703,18156
118571,18156
96605,19326
23418,19326
86547,19326
35581,19326
178950,11378
116916,18156
179321,18156
57327,18156
42633,19326
89737,19326
128347,19326
180404,568
182876,19326
92291,19326
127185,19326
83976,19326
67033,7297
67033,13560
134100,13560
73824,19326
164462,19326
98087,19326
32777,19326
150256,13560
137467,13560
163683,19326
156096,19326
171381,19326
164780,19326
70085,19326
107782,19326
34353,13560
106992,13560
172642,13560
93375,568
46043,19326
129760,19326
71265,19326
127877,19326
62006,19326
112950,19326
69783,19326
142894,19326
58530,19326
25711,19326
114729,19326
177136,19326
68723,14381
32032,14381
174531,19326
108532,20559
144227,989
174820,989
149792,989
137417,989
116947,989
34180,8218
102272,19326
99429,19326
43320,19326
132611,19326
171463,3030
110423,2408
68592,2408
105901,16296
174262,16296
92725,16649
147249,17796
72633,12046
144856,12969
91228,12969
169337,12969
127389,12969
100606,12969
142620,12969
127222,12969
119752,12969
122151,12969
77904,12969
92490,12969
50030,12969
142172,12969
166353,12969
155756,12969
75557,12969
75895,12969
172792,13908
172792,21787
78825,21787
97854,13908
97854,21787
90701,13908
90701,21787
85086,9158
30695,12699
177834,12699
79902,12699
92243,12699
137565,12699
138679,2589
172874,2589
63103,15099
151369,12969
94407,12969
50443,12969
83309,12969
187002,2589
146626,2589
137684,2589
125350,2589
129965,2589
83275,12969
76418,12969
125184,12969
102581,12969
49358,12969
166834,12969
177428,8760
22602,7747
22602,2127
36821,14205
36821,9475
42119,17751
42119,14205
42119,22010
42119,9475
42119,14038
56186,9475
56186,10982
116286,10362
116286,8497
119380,12096
58080,12096
58245,12096
182366,12096
144176,12096
83849,12072
39702,12072
130849,12072
162361,12072
24124,12072
100160,12072
23142,12072
107756,12072
33724,12072
45006,12072
177991,16336
72332,4470
38282,945
165489,12096
108029,945
95603,945
35999,13100
137322,12096
30592,12096
45990,12096
86778,12096
158765,12096
122420,12096
139637,12096
171129,12096
40655,12096
115297,7032
135774,7032
29021,12096
102948,12096
161259,12096
141304,11514
141304,12499
141304,12096
131565,12096
34874,12096
93135,12096
42241,12096
114593,12096
75051,12096
78682,12096
92104,18750
126172,20313
40370,20313
40370,10684
142784,8766
48895,8766
159098,8766
139229,8766
98141,5629
47103,5629
47103,4964
106444,5629
23042,4964
23042,7030
23555,654
23555,13263
23555,20501
23555,9755
47906,3030
80971,3030
74709,5918
186546,5918
165070,8497
178621,989
46644,8840
86970,8840
149911,1752
149911,210
98334,15832
177916,15832
124692,15832
75627,6294
98875,5140
107858,5140
110154,13905
129247,12420
129247,96
110887,2089
123458,10659
80656,2089
155548,2089
168841,2089
138802,9283
185624,6024
185624,6682
79226,6024
79226,10879
79226,6682
103275,8711
178213,6024
162098,6024
159030,6024
127075,92
127075,750
127075,16132
23287,6024
23287,10879
159129,12858
93172,17214
59708,12858
152790,17214
171079,17214
91988,12858
164199,6024
24806,22274
131156,12388
93396,12969
81468,306
125641,9475
125641,10982
175455,15534
175455,520
69712,20313
123083,17752
182674,17752
139910,6152
67800,5624
142411,5624
157873,13689
157873,17726
157873,5531
165802,13689
165802,17726
165802,5531
182183,13689
182183,17726
182183,5531
163042,13689
163042,17726
163042,5531
109057,3974
60666,12046
109976,17591
109976,3089
107230,3397
46158,8766
133233,2272
58523,2272
31374,2272
39081,10116
59047,6682
103650,2272
56788,2272
78524,18750
23379,18750
153155,18827
144305,13191
100273,18750
134054,12046
89254,12046
65219,12046
140616,12046
70412,12046
111230,19150
111230,20618
145880,19150
145880,20618
149005,18156
114452,9546
159208,9546
135184,18827
130644,18827
121718,18827
98706,9158
73354,17050
73354,9158
161190,9158
76251,18600
109657,18600
111947,8801
111947,15099
111947,2589
46143,8801
46143,15099
46143,2589
70583,18600
162012,18600
62896,6214
42591,6214
137472,18600
28331,18600
70737,6214
130583,18600
79390,18600
179071,16132
115305,750
115305,16132
52833,750
52833,16132
143261,16132
175672,750
175672,16132
79746,16132
169673,6210
116726,6210
143366,8801
143366,2589
156305,8801
156305,2589
134542,1752
175047,1752
94183,1752
173523,1752
79449,1752
144944,750
94294,16132
137532,750
137532,16132
45117,16132
146056,16132
154327,16132
185907,750
151998,6210
165348,8801
165348,15099
165348,2589
84494,8801
84494,15099
84494,2589
169849,8801
169849,15099
169849,2589
96432,8801
96432,2589
162513,8801
162513,2589
95081,1752
29766,1752
167258,1752
112557,1752
72955,1752
90765,17367
123697,8801
123697,15099
123697,2589
51381,8801
51381,15099
51381,2589
150273,8801
150273,15099
150273,2589
66388,1752
152359,1752
150593,1752
158369,1752
163008,1752
93042,1752
90904,17367
157762,1752
171163,1752
137385,1752
36402,1752
51950,1752
71837,1752
91234,17082
161171,1752
134328,1752
46798,2589
54633,21813
165071,21813
93407,4354
83588,4354
67126,2589
133510,568
78612,7668
128205,6893
96172,6893
183668,6893
48308,17082
132136,6893
87886,3397
151804,9451
27233,16605
27233,9451
168080,13188
168080,13722
168080,20151
110205,12046
67823,12046
165507,12046
37830,12046
98159,12046
39265,16831
79310,16831
170625,16831
90281,20326
127549,20326
32036,8801
32036,2589
146440,20183
176669,568
141090,16831
69619,568
186195,2867
82233,568
183241,21787
78509,10636
153429,12016
180442,568
130723,568
77212,4354
90213,4354
89180,8801
89180,15517
89180,2589
140938,4354
139716,4354
149155,4354
139815,4354
117594,4354
76436,8801
76436,15517
42960,8801
42960,15517
88485,4354
46080,4354
53759,4354
61989,4354
157978,4354
146634,4354
123925,4354
105045,4354
87586,21047
87586,259
22482,14856
22482,21047
22482,259
36527,4354
98912,4354
185309,4354
89057,14856
89057,6024
89057,21047
89057,259
61447,5963
61447,19050
142501,19050
104901,5963
104901,19050
135412,22274
174035,22274
150773,22274
165139,22274
169784,5963
169784,19050
117235,14283
136525,12046
89505,1072
111421,9346
111421,22152
158753,7735
158753,3982
92268,7735
104510,12046
57179,12046
182238,9837
172703,17692
86839,17692
158721,19050
94857,19050
115676,19050
85948,19050
60033,19050
126107,19050
69217,19050
90362,19050
76643,19050
115198,19050
157008,19050
36307,19050
143738,19050
135701,12585
120461,12585
166385,12585
168793,12585
49083,12585
58708,12585
139712,12585
127198,12585
93594,12585
54707,6868
54707,12396
46943,13065
106134,13065
88189,16459
88189,13065
81247,11609
81247,989
34548,989
161634,21622
110896,21622
28332,6807
73828,20313
156456,6893
156456,20313
136380,20313
136380,7032
152396,20313
60968,6893
60968,20313
52790,20313
148512,6893
148512,20313
28003,20313
129209,20313
79204,6893
79204,20313
141668,20313
141668,7032
179992,20313
178578,10209
144543,10209
93584,20313
62052,6893
62052,20313
132183,6893
132183,20313
132183,7032
184531,10209
146465,20313
146465,17082
146496,20313
146496,17082
114149,20313
114149,17082
96380,17082
99191,20313
99191,17082
129199,19042
53010,19042
64175,19042
107926,6294
106664,6294
149668,19042
160048,19042
80265,14016
161564,14016
180602,14016
159585,14016
148393,14016
153731,14016
146292,14016
185387,14016
76345,14016
114596,14016
80415,4354
64310,1212
64310,5255
95833,6893
49432,6893
49432,20313
49432,16564
128377,20313
128377,16564
122286,21858
164988,18891
158641,18891
55677,12016
94957,8801
94957,2589
93845,8801
93845,2589
148013,6893
148013,20313
148013,7032
31987,6893
31987,20313
31987,7032
176311,6893
176311,20313
176311,7032
136259,9817
97144,9817
120840,8801
120840,2589
143999,6893
143999,20313
143999,7032
58301,6893
58301,20313
58301,7032
99680,6893
99680,20313
99680,7032
51845,9817
164897,9817
36519,9817
90369,9817
31398,2589
49045,6893
49045,20313
49045,7032
60495,6893
60495,20313
60495,7032
40879,6893
40879,20313
40879,7032
111055,6893
111055,7032
149608,6893
149608,20313
149608,7032
125767,6893
125767,20313
125767,7032
96753,6893
96753,20313
96753,7032
87767,6893
81847,6893
81847,20313
81847,7032
29478,6893
29478,20313
29478,7032
90009,6893
90009,20313
90009,7032
137133,6893
137133,7032
36694,6893
36694,20313
36694,7032
127365,10399
173327,10399
186512,750
186512,10399
85290,10783
131289,10783
134969,11481
134969,3492
36432,10783
36432,3492
40773,10783
40773,3492
32078,10783
32078,3492
153169,10783
153169,3492
77473,22274
140391,22274
100542,22274
152067,22274
61701,22274
25502,22274
83943,22274
59276,22274
28190,8801
28190,2589
105492,8801
105492,2589
129878,8801
129878,2589
85783,8801
85783,2589
107732,9360
67309,493
149304,945
106331,10362
165655,3986
178139,22152
154049,3492
170285,17158
170285,5222
170285,19151
116002,20313
118042,22100
100588,14378
179720,16888
146136,20384
118338,15457
171680,7470
35753,13908
147799,13908
147799,21787
72731,17973
72731,18603
69793,21622
182265,6434
107914,6434
73538,11011
24897,11011
120855,11011
108439,11011
186706,17591
127473,17591
164951,17591
33354,17591
111996,17591
39857,10879
39857,6682
185588,10879
24317,10879
24317,6682
149968,17591
149968,3089
83972,6292
55967,6292
51224,6434
158108,6292
128653,6292
117947,6292
124071,6292
117416,6434
141305,6434
73794,6434
156972,6434
99058,11011
129652,6292
157164,6434
137627,19790
